X,Y,Datetime,Lat,Lon,FRP(mw),Firesize(km^2),temp(k),Category,Description
-1499928.79477325,-3677252.65201906,2016-01-06 22:30:00,-32.8476,115.8132,585.28,0.05056,687.5,10, Processed
-1497576.98109377,-3676818.14142734,2016-01-06 22:30:00,-32.8464,115.8389,377.79,0.041315,658.8,10, Processed
-1502721.47905147,-3680469.86818742,2016-01-06 22:30:00,-32.873,115.779,293.01,0.038764,637.4,10, Processed
-1500368.93476353,-3680045.88963116,2016-01-06 22:30:00,-32.8719,115.8047,905.51,0.06948,702.9,10, Processed
-1498008.47626381,-3679610.12432684,2016-01-06 22:30:00,-32.8707,115.8305,485.57,0.032393,722,10, Processed
-1486232.11369294,-3677441.88365808,2016-01-06 22:30:00,-32.8647,115.9592,416.74,0.03819,680.1,10, Processed
-1483880.18586409,-3677010.11285137,2016-01-06 22:30:00,-32.8635,115.9849,1089.46,0.037686,826.9,10, Processed
-1481528.14449717,-3676578.8115465,2016-01-06 22:30:00,-32.8623,116.0106,853.16,0.030848,818.9,10, Processed
-1479175.98968581,-3676147.97977174,2016-01-06 22:30:00,-32.8611,116.0363,303.8,0.036209,648.9,10, Processed
-1476822.33117978,-3675728.7043929,2016-01-06 22:30:00,-32.86,116.062,209.8,0.017578,691.4,10, Processed
-1474469.95198816,-3675298.81206443,2016-01-06 22:30:00,-32.8588,116.0877,291.79,0.035962,645.2,10, Processed
-1472117.4596332,-3674869.38935031,2016-01-06 22:30:00,-32.8576,116.1134,258.8,0.042947,613.5,10, Processed
-1486656.90019221,-3680232.19721938,2016-01-06 22:30:00,-32.889,115.9509,1358.82,0.046286,829.7,10, Processed
-1484305.54163793,-3679800.34733259,2016-01-06 22:30:00,-32.8878,115.9766,-9999,0,0,11, Saturated
-1481954.06953112,-3679368.96683015,2016-01-06 22:30:00,-32.8866,116.0023,1897.7,0.106711,746.7,10, Processed
-1479602.48396544,-3678938.05574034,2016-01-06 22:30:00,-32.8854,116.028,367.67,0.031607,688.2,10, Processed
-1477250.78503451,-3678507.6140914,2016-01-06 22:30:00,-32.8842,116.0537,333.23,0.035144,663.1,10, Processed
-1474898.97283199,-3678077.64191156,2016-01-06 22:30:00,-32.883,116.0794,344.88,0.039129,654.6,10, Processed
-1472547.04745153,-3677648.13922904,2016-01-06 22:30:00,-32.8818,116.1051,245.09,0.070495,562.4,10, Processed
-1470202.84141008,-3677231.34406628,2016-01-06 22:30:00,-32.8807,116.1307,176.13,0.056372,553.5,10, Processed
-1487091.95690886,-3683012.48730924,2016-01-06 22:30:00,-32.9132,115.9425,657.4,0.022088,832.2,10, Processed
-1484741.16571521,-3682580.55629573,2016-01-06 22:30:00,-32.912,115.9682,1113.71,0.050039,781.7,10, Processed
-1482390.2609542,-3682149.09454947,2016-01-06 22:30:00,-32.9108,115.9939,785.32,0.015603,941.7,10, Processed
-1480030.02948222,-3681716.94361119,2016-01-06 22:30:00,-32.9096,116.0197,157.33,0.001816,1087.9,10, Processed
-1477677.50585752,-3681297.50809174,2016-01-06 22:30:00,-32.9085,116.0454,662.03,0.024149,817.3,10, Processed
-1475326.26284681,-3680867.45645902,2016-01-06 22:30:00,-32.9073,116.0711,1580.85,0.047488,853.4,10, Processed
-1472974.90664365,-3680437.87420614,2016-01-06 22:30:00,-32.9061,116.0968,460.56,0.04277,678.5,10, Processed
-1468281.06994432,-3679581.26723659,2016-01-06 22:30:00,-32.9037,116.1481,184.26,0.037879,592.6,10, Processed
-1478114.48781251,-3684077.37071649,2016-01-06 22:30:00,-32.9327,116.037,205,0.001243,1327.3,10, Processed
-1475763.81207812,-3683647.23758592,2016-01-06 22:30:00,-32.9315,116.0627,636.83,0.005703,1172,10, Processed
-1473411.63524553,-3683228.65954837,2016-01-06 22:30:00,-32.9304,116.0884,192.3,0.007338,809.4,10, Processed
-1502289.71066429,-3677688.80793555,2016-01-06 22:40:00,-32.8488,115.7874,203.43,0.032226,618.3,10, Processed
-1499928.79477325,-3677252.65201906,2016-01-06 22:40:00,-32.8476,115.8132,746.41,0.06794,681,10, Processed
-1497576.98109377,-3676818.14142734,2016-01-06 22:40:00,-32.8464,115.8389,446.98,0.052098,651.5,10, Processed
-1483443.87192477,-3674229.70144032,2016-01-06 22:40:00,-32.8393,115.9933,197.29,0.009619,768.6,10, Processed
-1481091.26316287,-3673798.4815741,2016-01-06 22:40:00,-32.8381,116.019,234.49,0.005494,904.4,10, Processed
-1502721.47905147,-3680469.86818742,2016-01-06 22:40:00,-32.873,115.779,149.85,0.045327,558.2,10, Processed
-1500368.93476353,-3680045.88963116,2016-01-06 22:40:00,-32.8719,115.8047,514.85,0.064665,643.1,10, Processed
-1498008.47626381,-3679610.12432684,2016-01-06 22:40:00,-32.8707,115.8305,216.96,0.055313,572.9,10, Processed
-1486232.11369294,-3677441.88365808,2016-01-06 22:40:00,-32.8647,115.9592,381.47,0.059472,619.9,10, Processed
-1483880.18586409,-3677010.11285137,2016-01-06 22:40:00,-32.8635,115.9849,817.66,0.07606,678.3,10, Processed
-1481528.14449717,-3676578.8115465,2016-01-06 22:40:00,-32.8623,116.0106,662.25,0.063841,673.9,10, Processed
-1479175.98968581,-3676147.97977174,2016-01-06 22:40:00,-32.8611,116.0363,313.19,0.027843,683.9,10, Processed
-1476822.33117978,-3675728.7043929,2016-01-06 22:40:00,-32.86,116.062,250.43,0.019429,701.5,10, Processed
-1474469.95198816,-3675298.81206443,2016-01-06 22:40:00,-32.8588,116.0877,325.91,0.029052,683.6,10, Processed
-1472117.4596332,-3674869.38935031,2016-01-06 22:40:00,-32.8576,116.1134,284.75,0.047199,613.6,10, Processed
-1486656.90019221,-3680232.19721938,2016-01-06 22:40:00,-32.889,115.9509,974.26,0.092618,675.6,10, Processed
-1484305.54163793,-3679800.34733259,2016-01-06 22:40:00,-32.8878,115.9766,-9999,0,0,11, Saturated
-1481954.06953112,-3679368.96683015,2016-01-06 22:40:00,-32.8866,116.0023,1547.23,0.153727,670.2,10, Processed
-1479602.48396544,-3678938.05574034,2016-01-06 22:40:00,-32.8854,116.028,373.69,0.01211,839,10, Processed
-1477250.78503451,-3678507.6140914,2016-01-06 22:40:00,-32.8842,116.0537,509.05,0.024218,772.5,10, Processed
-1474898.97283199,-3678077.64191156,2016-01-06 22:40:00,-32.883,116.0794,653.9,0.024588,811.9,10, Processed
-1472547.04745153,-3677648.13922904,2016-01-06 22:40:00,-32.8818,116.1051,361.76,0.051628,629.2,10, Processed
-1470202.84141008,-3677231.34406628,2016-01-06 22:40:00,-32.8807,116.1307,160.21,0.066935,532.4,10, Processed
-1487091.95690886,-3683012.48730924,2016-01-06 22:40:00,-32.9132,115.9425,225.47,0.033058,626.3,10, Processed
-1484741.16571521,-3682580.55629573,2016-01-06 22:40:00,-32.912,115.9682,558.22,0.039818,712.7,10, Processed
-1482390.2609542,-3682149.09454947,2016-01-06 22:40:00,-32.9108,115.9939,166.09,0.025347,622.1,10, Processed
-1477677.50585752,-3681297.50809174,2016-01-06 22:40:00,-32.9085,116.0454,856.78,0.029891,825.3,10, Processed
-1475326.26284681,-3680867.45645902,2016-01-06 22:40:00,-32.9073,116.0711,1282.47,0.070098,750.9,10, Processed
-1472974.90664365,-3680437.87420614,2016-01-06 22:40:00,-32.9061,116.0968,550.53,0.047687,687.2,10, Processed
-1468281.06994432,-3679581.26723659,2016-01-06 22:40:00,-32.9037,116.1481,152.05,0.049383,552.3,10, Processed
-1475763.81207812,-3683647.23758592,2016-01-06 22:40:00,-32.9315,116.0627,195.69,0.006523,833.7,10, Processed
-1502289.71066429,-3677688.80793555,2016-01-06 22:50:00,-32.8488,115.7874,209.75,0.029668,630.1,10, Processed
-1499928.79477325,-3677252.65201906,2016-01-06 22:50:00,-32.8476,115.8132,537.03,0.048405,682.2,10, Processed
-1497576.98109377,-3676818.14142734,2016-01-06 22:50:00,-32.8464,115.8389,422.12,0.038241,681.6,10, Processed
-1481091.26316287,-3673798.4815741,2016-01-06 22:50:00,-32.8381,116.019,152.79,-9999,-9999,13, High Possibility
-1502721.47905147,-3680469.86818742,2016-01-06 22:50:00,-32.873,115.779,257.44,0.039037,622.8,10, Processed
-1500368.93476353,-3680045.88963116,2016-01-06 22:50:00,-32.8719,115.8047,507.23,0.092203,604.4,10, Processed
-1498008.47626381,-3679610.12432684,2016-01-06 22:50:00,-32.8707,115.8305,327.66,0.050941,620.2,10, Processed
-1486232.11369294,-3677441.88365808,2016-01-06 22:50:00,-32.8647,115.9592,217.57,0.050629,581.1,10, Processed
-1483880.18586409,-3677010.11285137,2016-01-06 22:50:00,-32.8635,115.9849,391.01,0.057415,626.2,10, Processed
-1481528.14449717,-3676578.8115465,2016-01-06 22:50:00,-32.8623,116.0106,391.09,0.047343,647.2,10, Processed
-1479175.98968581,-3676147.97977174,2016-01-06 22:50:00,-32.8611,116.0363,280.22,0.026997,674,10, Processed
-1476822.33117978,-3675728.7043929,2016-01-06 22:50:00,-32.86,116.062,213.53,0.010714,764.1,10, Processed
-1474469.95198816,-3675298.81206443,2016-01-06 22:50:00,-32.8588,116.0877,272.31,0.026799,671.4,10, Processed
-1472117.4596332,-3674869.38935031,2016-01-06 22:50:00,-32.8576,116.1134,226.39,0.030885,634,10, Processed
-1493730.12698532,-3681521.81712303,2016-01-06 22:50:00,-32.8925,115.8736,254.98,0.024075,676.4,10, Processed
-1491369.8943716,-3681087.38790401,2016-01-06 22:50:00,-32.8913,115.8994,202.33,0.081624,535.1,10, Processed
-1489018.76131494,-3680654.59718876,2016-01-06 22:50:00,-32.8901,115.9251,326.18,0.026526,695.3,10, Processed
-1486656.90019221,-3680232.19721938,2016-01-06 22:50:00,-32.889,115.9509,1544.57,0.050697,836.6,10, Processed
-1484305.54163793,-3679800.34733259,2016-01-06 22:50:00,-32.8878,115.9766,-9999,0,0,11, Saturated
-1481954.06953112,-3679368.96683015,2016-01-06 22:50:00,-32.8866,116.0023,1769.13,0.100123,745.7,10, Processed
-1479602.48396544,-3678938.05574034,2016-01-06 22:50:00,-32.8854,116.028,499.26,0.030208,735.9,10, Processed
-1477250.78503451,-3678507.6140914,2016-01-06 22:50:00,-32.8842,116.0537,334.04,0.030132,682.1,10, Processed
-1474898.97283199,-3678077.64191156,2016-01-06 22:50:00,-32.883,116.0794,396.74,0.032069,696.1,10, Processed
-1472547.04745153,-3677648.13922904,2016-01-06 22:50:00,-32.8818,116.1051,272.68,0.062382,582.6,10, Processed
-1470202.84141008,-3677231.34406628,2016-01-06 22:50:00,-32.8807,116.1307,154.88,0.063194,534.2,10, Processed
-1487091.95690886,-3683012.48730924,2016-01-06 22:50:00,-32.9132,115.9425,312.26,0.047396,622.7,10, Processed
-1484741.16571521,-3682580.55629573,2016-01-06 22:50:00,-32.912,115.9682,583.51,0.118646,593.6,10, Processed
-1482390.2609542,-3682149.09454947,2016-01-06 22:50:00,-32.9108,115.9939,333.32,0.055484,613.2,10, Processed
-1480030.02948222,-3681716.94361119,2016-01-06 22:50:00,-32.9096,116.0197,163.84,0.007207,785.2,10, Processed
-1477677.50585752,-3681297.50809174,2016-01-06 22:50:00,-32.9085,116.0454,806.07,0.032822,798.2,10, Processed
-1475326.26284681,-3680867.45645902,2016-01-06 22:50:00,-32.9073,116.0711,1393.4,0.061775,783.9,10, Processed
-1472974.90664365,-3680437.87420614,2016-01-06 22:50:00,-32.9061,116.0968,490.72,0.05161,663.4,10, Processed
-1468281.06994432,-3679581.26723659,2016-01-06 22:50:00,-32.9037,116.1481,155,0.052615,548.7,10, Processed
-1478114.48781251,-3684077.37071649,2016-01-06 22:50:00,-32.9327,116.037,143.95,0.001349,1155.9,10, Processed
-1475763.81207812,-3683647.23758592,2016-01-06 22:50:00,-32.9315,116.0627,268.45,0.018726,715.8,10, Processed
-1473411.63524553,-3683228.65954837,2016-01-06 22:50:00,-32.9304,116.0884,179.23,0.009693,752.5,10, Processed
-1502289.71066429,-3677688.80793555,2016-01-06 23:00:00,-32.8488,115.7874,219.33,0.028076,641,10, Processed
-1499928.79477325,-3677252.65201906,2016-01-06 23:00:00,-32.8476,115.8132,600.12,0.046202,702.5,10, Processed
-1497576.98109377,-3676818.14142734,2016-01-06 23:00:00,-32.8464,115.8389,276.97,0.04808,609,10, Processed
-1481091.26316287,-3673798.4815741,2016-01-06 23:00:00,-32.8381,116.019,161.95,0.002051,1060,10, Processed
-1502721.47905147,-3680469.86818742,2016-01-06 23:00:00,-32.873,115.779,200.14,0.041388,592,10, Processed
-1500368.93476353,-3680045.88963116,2016-01-06 23:00:00,-32.8719,115.8047,489.09,0.07372,623.4,10, Processed
-1498008.47626381,-3679610.12432684,2016-01-06 23:00:00,-32.8707,115.8305,218.63,0.051281,580.4,10, Processed
-1486232.11369294,-3677441.88365808,2016-01-06 23:00:00,-32.8647,115.9592,161.29,0.065011,535.2,10, Processed
-1483880.18586409,-3677010.11285137,2016-01-06 23:00:00,-32.8635,115.9849,330.68,0.060659,603.5,10, Processed
-1481528.14449717,-3676578.8115465,2016-01-06 23:00:00,-32.8623,116.0106,336.83,0.048902,627.4,10, Processed
-1479175.98968581,-3676147.97977174,2016-01-06 23:00:00,-32.8611,116.0363,241.07,0.032572,635.1,10, Processed
-1476822.33117978,-3675728.7043929,2016-01-06 23:00:00,-32.86,116.062,203.46,0.01321,725.8,10, Processed
-1474469.95198816,-3675298.81206443,2016-01-06 23:00:00,-32.8588,116.0877,269.85,0.027153,668.7,10, Processed
-1472117.4596332,-3674869.38935031,2016-01-06 23:00:00,-32.8576,116.1134,219.44,0.03252,625.2,10, Processed
-1489018.76131494,-3680654.59718876,2016-01-06 23:00:00,-32.8901,115.9251,188.52,0.055215,560.9,10, Processed
-1486656.90019221,-3680232.19721938,2016-01-06 23:00:00,-32.889,115.9509,1093.9,0.067624,732.8,10, Processed
-1484305.54163793,-3679800.34733259,2016-01-06 23:00:00,-32.8878,115.9766,-9999,0,0,11, Saturated
-1481954.06953112,-3679368.96683015,2016-01-06 23:00:00,-32.8866,116.0023,1615.62,0.081094,764,10, Processed
-1479602.48396544,-3678938.05574034,2016-01-06 23:00:00,-32.8854,116.028,331.62,0.027474,692.9,10, Processed
-1477250.78503451,-3678507.6140914,2016-01-06 23:00:00,-32.8842,116.0537,343.91,0.034288,669.8,10, Processed
-1474898.97283199,-3678077.64191156,2016-01-06 23:00:00,-32.883,116.0794,356.01,0.041882,650.4,10, Processed
-1472547.04745153,-3677648.13922904,2016-01-06 23:00:00,-32.8818,116.1051,275.67,0.074553,567.7,10, Processed
-1470202.84141008,-3677231.34406628,2016-01-06 23:00:00,-32.8807,116.1307,153.26,0.060184,537.1,10, Processed
-1487091.95690886,-3683012.48730924,2016-01-06 23:00:00,-32.9132,115.9425,240.45,0.046528,598.3,10, Processed
-1484741.16571521,-3682580.55629573,2016-01-06 23:00:00,-32.912,115.9682,471.58,0.084213,606.2,10, Processed
-1482390.2609542,-3682149.09454947,2016-01-06 23:00:00,-32.9108,115.9939,302.84,0.044259,626.6,10, Processed
-1480030.02948222,-3681716.94361119,2016-01-06 23:00:00,-32.9096,116.0197,150.36,0.006528,787.4,10, Processed
-1477677.50585752,-3681297.50809174,2016-01-06 23:00:00,-32.9085,116.0454,1058.86,0.033957,840.9,10, Processed
-1475326.26284681,-3680867.45645902,2016-01-06 23:00:00,-32.9073,116.0711,1535.32,0.05517,820,10, Processed
-1472974.90664365,-3680437.87420614,2016-01-06 23:00:00,-32.9061,116.0968,604.35,0.042072,716.1,10, Processed
-1468281.06994432,-3679581.26723659,2016-01-06 23:00:00,-32.9037,116.1481,160.15,0.058041,543.4,10, Processed
-1475763.81207812,-3683647.23758592,2016-01-06 23:00:00,-32.9315,116.0627,206.38,0.020632,669.5,10, Processed
-1502289.71066429,-3677688.80793555,2016-01-06 23:10:00,-32.8488,115.7874,285.08,0.035036,645.5,10, Processed
-1499928.79477325,-3677252.65201906,2016-01-06 23:10:00,-32.8476,115.8132,447.72,0.049236,658.2,10, Processed
-1497576.98109377,-3676818.14142734,2016-01-06 23:10:00,-32.8464,115.8389,187.41,0.034557,603.1,10, Processed
-1502721.47905147,-3680469.86818742,2016-01-06 23:10:00,-32.873,115.779,317.4,0.062797,596.2,10, Processed
-1500368.93476353,-3680045.88963116,2016-01-06 23:10:00,-32.8719,115.8047,471.07,0.08816,601.6,10, Processed
-1498008.47626381,-3679610.12432684,2016-01-06 23:10:00,-32.8707,115.8305,194.84,0.039432,594.1,10, Processed
-1486232.11369294,-3677441.88365808,2016-01-06 23:10:00,-32.8647,115.9592,155.14,0.058073,540.9,10, Processed
-1483880.18586409,-3677010.11285137,2016-01-06 23:10:00,-32.8635,115.9849,293.26,0.055239,601,10, Processed
-1481528.14449717,-3676578.8115465,2016-01-06 23:10:00,-32.8623,116.0106,298.19,0.045644,621.8,10, Processed
-1479175.98968581,-3676147.97977174,2016-01-06 23:10:00,-32.8611,116.0363,221.13,0.028082,641.9,10, Processed
-1476822.33117978,-3675728.7043929,2016-01-06 23:10:00,-32.86,116.062,215.18,0.013164,734.3,10, Processed
-1474469.95198816,-3675298.81206443,2016-01-06 23:10:00,-32.8588,116.0877,246.27,0.032227,638.5,10, Processed
-1472117.4596332,-3674869.38935031,2016-01-06 23:10:00,-32.8576,116.1134,178.16,0.030273,611.1,10, Processed
-1489018.76131494,-3680654.59718876,2016-01-06 23:10:00,-32.8901,115.9251,136.62,0.019838,627.3,10, Processed
-1486656.90019221,-3680232.19721938,2016-01-06 23:10:00,-32.889,115.9509,1338.62,0.077009,743.3,10, Processed
-1484305.54163793,-3679800.34733259,2016-01-06 23:10:00,-32.8878,115.9766,2060.03,0.137356,722,10, Processed
-1481954.06953112,-3679368.96683015,2016-01-06 23:10:00,-32.8866,116.0023,1057.81,0.07488,713.8,10, Processed
-1479602.48396544,-3678938.05574034,2016-01-06 23:10:00,-32.8854,116.028,410.52,0.03631,684.6,10, Processed
-1477250.78503451,-3678507.6140914,2016-01-06 23:10:00,-32.8842,116.0537,354.58,0.042631,648,10, Processed
-1474898.97283199,-3678077.64191156,2016-01-06 23:10:00,-32.883,116.0794,306.06,0.059059,598.6,10, Processed
-1472547.04745153,-3677648.13922904,2016-01-06 23:10:00,-32.8818,116.1051,263.24,0.074717,563.6,10, Processed
-1487091.95690886,-3683012.48730924,2016-01-06 23:10:00,-32.9132,115.9425,402.07,0.013729,829.3,10, Processed
-1484741.16571521,-3682580.55629573,2016-01-06 23:10:00,-32.912,115.9682,641.16,0.039769,732.3,10, Processed
-1482390.2609542,-3682149.09454947,2016-01-06 23:10:00,-32.9108,115.9939,326.74,0.030067,679.6,10, Processed
-1480030.02948222,-3681716.94361119,2016-01-06 23:10:00,-32.9096,116.0197,319.38,0.012888,799.7,10, Processed
-1477677.50585752,-3681297.50809174,2016-01-06 23:10:00,-32.9085,116.0454,1387.68,0.04712,830.3,10, Processed
-1475326.26284681,-3680867.45645902,2016-01-06 23:10:00,-32.9073,116.0711,1884.63,0.055245,858.2,10, Processed
-1472974.90664365,-3680437.87420614,2016-01-06 23:10:00,-32.9061,116.0968,509.54,0.044192,687,10, Processed
-1468281.06994432,-3679581.26723659,2016-01-06 23:10:00,-32.9037,116.1481,147.74,0.057607,537.7,10, Processed
-1478114.48781251,-3684077.37071649,2016-01-06 23:10:00,-32.9327,116.037,252.19,0.013565,753.4,10, Processed
-1475763.81207812,-3683647.23758592,2016-01-06 23:10:00,-32.9315,116.0627,374.08,0.031523,690.7,10, Processed
-1502289.71066429,-3677688.80793555,2016-01-06 23:20:00,-32.8488,115.7874,193.94,0.035875,602.8,10, Processed
-1499928.79477325,-3677252.65201906,2016-01-06 23:20:00,-32.8476,115.8132,330.31,0.044289,635.9,10, Processed
-1497576.98109377,-3676818.14142734,2016-01-06 23:20:00,-32.8464,115.8389,242.53,0.046348,599.6,10, Processed
-1502721.47905147,-3680469.86818742,2016-01-06 23:20:00,-32.873,115.779,288.78,0.046559,616.5,10, Processed
-1500368.93476353,-3680045.88963116,2016-01-06 23:20:00,-32.8719,115.8047,471.76,0.090271,599.5,10, Processed
-1498008.47626381,-3679610.12432684,2016-01-06 23:20:00,-32.8707,115.8305,347.88,0.05921,611,10, Processed
-1483880.18586409,-3677010.11285137,2016-01-06 23:20:00,-32.8635,115.9849,211.47,0.05264,575,10, Processed
-1481528.14449717,-3676578.8115465,2016-01-06 23:20:00,-32.8623,116.0106,273.26,0.051374,601.1,10, Processed
-1479175.98968581,-3676147.97977174,2016-01-06 23:20:00,-32.8611,116.0363,242.35,0.035547,626.3,10, Processed
-1476822.33117978,-3675728.7043929,2016-01-06 23:20:00,-32.86,116.062,180.44,0.012696,714.6,10, Processed
-1474469.95198816,-3675298.81206443,2016-01-06 23:20:00,-32.8588,116.0877,239.86,0.020082,691.5,10, Processed
-1472117.4596332,-3674869.38935031,2016-01-06 23:20:00,-32.8576,116.1134,190.42,0.02873,623.3,10, Processed
-1493730.12698532,-3681521.81712303,2016-01-06 23:20:00,-32.8925,115.8736,147.17,0.022586,621.6,10, Processed
-1486656.90019221,-3680232.19721938,2016-01-06 23:20:00,-32.889,115.9509,941.23,0.053117,746.1,10, Processed
-1484305.54163793,-3679800.34733259,2016-01-06 23:20:00,-32.8878,115.9766,1822.41,0.145407,697.8,10, Processed
-1481954.06953112,-3679368.96683015,2016-01-06 23:20:00,-32.8866,116.0023,1399.72,0.101301,710.8,10, Processed
-1479602.48396544,-3678938.05574034,2016-01-06 23:20:00,-32.8854,116.028,464.42,0.048823,663.5,10, Processed
-1477250.78503451,-3678507.6140914,2016-01-06 23:20:00,-32.8842,116.0537,321.16,0.046225,628.3,10, Processed
-1474898.97283199,-3678077.64191156,2016-01-06 23:20:00,-32.883,116.0794,268.85,0.060453,584.2,10, Processed
-1472547.04745153,-3677648.13922904,2016-01-06 23:20:00,-32.8818,116.1051,266.6,0.086709,552.2,10, Processed
-1470202.84141008,-3677231.34406628,2016-01-06 23:20:00,-32.8807,116.1307,191.5,0.068519,544.5,10, Processed
-1487091.95690886,-3683012.48730924,2016-01-06 23:20:00,-32.9132,115.9425,416.22,0.027656,722.5,10, Processed
-1484741.16571521,-3682580.55629573,2016-01-06 23:20:00,-32.912,115.9682,887.92,0.074678,691,10, Processed
-1482390.2609542,-3682149.09454947,2016-01-06 23:20:00,-32.9108,115.9939,648.49,0.046102,713.2,10, Processed
-1480030.02948222,-3681716.94361119,2016-01-06 23:20:00,-32.9096,116.0197,240.18,0.008998,812.6,10, Processed
-1477677.50585752,-3681297.50809174,2016-01-06 23:20:00,-32.9085,116.0454,1484.39,0.038924,880.6,10, Processed
-1475326.26284681,-3680867.45645902,2016-01-06 23:20:00,-32.9073,116.0711,2010.57,0.081082,799.8,10, Processed
-1472974.90664365,-3680437.87420614,2016-01-06 23:20:00,-32.9061,116.0968,1307.49,0.04547,825.9,10, Processed
-1468281.06994432,-3679581.26723659,2016-01-06 23:20:00,-32.9037,116.1481,169.69,0.071243,532,10, Processed
-1478114.48781251,-3684077.37071649,2016-01-06 23:20:00,-32.9327,116.037,382.27,0.010136,878.3,10, Processed
-1475763.81207812,-3683647.23758592,2016-01-06 23:20:00,-32.9315,116.0627,637.91,0.060781,675.3,10, Processed
-1473411.63524553,-3683228.65954837,2016-01-06 23:20:00,-32.9304,116.0884,403.86,0.030804,703.7,10, Processed
-1495128.15198694,-3790896.92506023,2016-01-06 23:20:00,-33.8628,115.7089,5.99,-9999,-9999,15, Low Possibility
-1502289.71066429,-3677688.80793555,2016-01-06 23:30:00,-32.8488,115.7874,146.21,0.044682,557.4,10, Processed
-1499928.79477325,-3677252.65201906,2016-01-06 23:30:00,-32.8476,115.8132,298.7,0.049789,613.1,10, Processed
-1497576.98109377,-3676818.14142734,2016-01-06 23:30:00,-32.8464,115.8389,154.15,0.05471,545.2,10, Processed
-1502721.47905147,-3680469.86818742,2016-01-06 23:30:00,-32.873,115.779,259.72,0.056029,588.1,10, Processed
-1500368.93476353,-3680045.88963116,2016-01-06 23:30:00,-32.8719,115.8047,534.47,0.084671,618.3,10, Processed
-1498008.47626381,-3679610.12432684,2016-01-06 23:30:00,-32.8707,115.8305,243.16,0.064627,569.3,10, Processed
-1483880.18586409,-3677010.11285137,2016-01-06 23:30:00,-32.8635,115.9849,205.05,0.044245,588,10, Processed
-1481528.14449717,-3676578.8115465,2016-01-06 23:30:00,-32.8623,116.0106,281.11,0.040664,627.7,10, Processed
-1479175.98968581,-3676147.97977174,2016-01-06 23:30:00,-32.8611,116.0363,237.39,0.033288,631.1,10, Processed
-1476822.33117978,-3675728.7043929,2016-01-06 23:30:00,-32.86,116.062,183.08,0.010081,749.8,10, Processed
-1474469.95198816,-3675298.81206443,2016-01-06 23:30:00,-32.8588,116.0877,256.24,0.019242,705.8,10, Processed
-1472117.4596332,-3674869.38935031,2016-01-06 23:30:00,-32.8576,116.1134,204.48,0.023564,652.8,10, Processed
-1489018.76131494,-3680654.59718876,2016-01-06 23:30:00,-32.8901,115.9251,195.25,0.020342,664.6,10, Processed
-1486656.90019221,-3680232.19721938,2016-01-06 23:30:00,-32.889,115.9509,951.57,0.042396,783.1,10, Processed
-1484305.54163793,-3679800.34733259,2016-01-06 23:30:00,-32.8878,115.9766,1874.77,0.093998,764.2,10, Processed
-1481954.06953112,-3679368.96683015,2016-01-06 23:30:00,-32.8866,116.0023,1174.82,0.093039,698.8,10, Processed
-1479602.48396544,-3678938.05574034,2016-01-06 23:30:00,-32.8854,116.028,301.85,0.041958,632,10, Processed
-1477250.78503451,-3678507.6140914,2016-01-06 23:30:00,-32.8842,116.0537,314.15,0.044827,629.2,10, Processed
-1474898.97283199,-3678077.64191156,2016-01-06 23:30:00,-32.883,116.0794,262.9,0.064808,575.9,10, Processed
-1472547.04745153,-3677648.13922904,2016-01-06 23:30:00,-32.8818,116.1051,287.62,0.091458,554.1,10, Processed
-1470202.84141008,-3677231.34406628,2016-01-06 23:30:00,-32.8807,116.1307,177.12,0.06664,540.5,10, Processed
-1487091.95690886,-3683012.48730924,2016-01-06 23:30:00,-32.9132,115.9425,553.48,0.005907,1112.7,10, Processed
-1484741.16571521,-3682580.55629573,2016-01-06 23:30:00,-32.912,115.9682,1093.08,0.027548,888.9,10, Processed
-1482390.2609542,-3682149.09454947,2016-01-06 23:30:00,-32.9108,115.9939,552.44,0.031704,743.6,10, Processed
-1480030.02948222,-3681716.94361119,2016-01-06 23:30:00,-32.9096,116.0197,555.4,0.006185,1099.1,10, Processed
-1477677.50585752,-3681297.50809174,2016-01-06 23:30:00,-32.9085,116.0454,1745.16,0.073485,792.5,10, Processed
-1475326.26284681,-3680867.45645902,2016-01-06 23:30:00,-32.9073,116.0711,-9999,0,0,11, Saturated
-1472974.90664365,-3680437.87420614,2016-01-06 23:30:00,-32.9061,116.0968,983.13,0.057829,740,10, Processed
-1470632.65191595,-3680009.91248588,2016-01-06 23:30:00,-32.9049,116.1224,183.67,0.055936,557.6,10, Processed
-1468281.06994432,-3679581.26723659,2016-01-06 23:30:00,-32.9037,116.1481,158.95,0.080772,517.9,10, Processed
-1480465.05024594,-3684507.97308159,2016-01-06 23:30:00,-32.9339,116.0113,149.38,-9999,-9999,13, High Possibility
-1478114.48781251,-3684077.37071649,2016-01-06 23:30:00,-32.9327,116.037,651.3,0.03761,742.7,10, Processed
-1475763.81207812,-3683647.23758592,2016-01-06 23:30:00,-32.9315,116.0627,897.05,0.067697,705.1,10, Processed
-1473411.63524553,-3683228.65954837,2016-01-06 23:30:00,-32.9304,116.0884,417.76,0.046387,657.1,10, Processed
-1502289.71066429,-3677688.80793555,2016-01-06 23:40:00,-32.8488,115.7874,124.79,0.068664,512.3,10, Processed
-1499928.79477325,-3677252.65201906,2016-01-06 23:40:00,-32.8476,115.8132,268.97,0.085204,554.4,10, Processed
