-1.474921173662160058e+06,-3.692379972726540174e+06,7.359667569444444962e+05,1.590428153548373302e-04,-9.987555489468780134e-01,-1.000000000000000000e+00,0.000000000000000000e+00,6.522556919646896878e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.752878723144531250e+02,2.641568908691406250e+02,2.284567803144454956e-01,4.432006180286407471e-02,2.915721740722656250e+02,2.888675537109375000e+02,-2.410711669921875000e+01,1.283522367477416992e+00,4.115542888641357422e+00,-4.013175070285797119e-01,3.437997272654017422e+01,4.307882633783994208e+01
-1.479384056753240060e+06,-3.694066455286759883e+06,7.359667569444444962e+05,1.741637959049580076e-04,-9.986575900262952832e-01,-1.000000000000000000e+00,0.000000000000000000e+00,6.492420374345614364e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.764880676269531250e+02,2.661291809082031250e+02,2.442231178283691406e-01,4.588179290294647217e-02,2.918913574218750000e+02,2.891137695312500000e+02,-2.252374267578125000e+01,1.399560213088989258e+00,3.729454278945922852e+00,-5.387434363365173340e-01,3.606645528675988288e+01,3.861594324675994017e+01
-1.501328475216400111e+06,-3.697974405783039983e+06,7.359657569444444962e+05,1.416173958498356811e-04,-9.988873620888516491e-01,-1.000000000000000000e+00,0.000000000000000000e+00,4.641966836739442326e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.917463378906250000e+02,2.916312561035156250e+02,2.227407991886138916e-01,9.468454122543334961e-02,2.934746093750000000e+02,2.904660644531250000e+02,8.603515625000000000e-01,9.976115226745605469e-01,3.825164213776588440e-02,1.261608123779296875e+00,3.997440578303998393e+01,1.667152478359988876e+01
-1.480304409336779965e+06,-3.694182289134140126e+06,7.359657569444444962e+05,1.587006923124967273e-04,-9.987449396005939617e-01,-1.000000000000000000e+00,0.000000000000000000e+00,6.969598562358939597e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.903175354003906250e+02,2.901007385253906250e+02,2.393370568752288818e-01,4.488254338502883911e-02,2.919616394042968750e+02,2.890899658203125000e+02,8.100891113281250000e-01,9.215872287750244141e-01,7.549495995044708252e-02,1.116605877876281738e+00,3.618228913414012737e+01,3.769559066322003815e+01
-1.474000680019960040e+06,-3.692264560253969859e+06,7.359667569444444962e+05,1.590428153548373302e-04,-9.987555489468780134e-01,-1.000000000000000000e+00,0.000000000000000000e+00,6.522556919646896878e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.752878723144531250e+02,2.641568908691406250e+02,2.284567803144454956e-01,4.432006180286407471e-02,2.915721740722656250e+02,2.888675537109375000e+02,-2.410711669921875000e+01,1.283522367477416992e+00,4.115542888641357422e+00,-4.013175070285797119e-01,3.426456025396986149e+01,4.399931998003995659e+01
-1.478603057807980105e+06,-3.692842343116660137e+06,7.359677569444444962e+05,2.435516581731356212e-04,-9.985352170528732918e-01,-1.000000000000000000e+00,0.000000000000000000e+00,5.096074356872029032e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.913570556640625000e+02,2.901430358886718750e+02,2.431945502758026123e-01,4.279959201812744141e-02,2.916501464843750000e+02,2.889284667968750000e+02,1.349884033203125000e+00,1.281500339508056641e+00,4.460553526878356934e-01,1.121341705322265625e+00,3.484234311666013895e+01,3.939694219201989256e+01
-1.477682600346249994e+06,-3.692726642445569858e+06,7.359657569444444962e+05,1.589943340177812914e-04,-9.987316775116604761e-01,-1.000000000000000000e+00,0.000000000000000000e+00,6.858150900815925821e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.900212097167968750e+02,2.897160034179687500e+02,2.342937737703323364e-01,4.657942056655883789e-02,2.916361694335937500e+02,2.889053039550781250e+02,5.893249511718750000e-01,9.526280760765075684e-01,1.117617487907409668e-01,1.071890234947204590e+00,3.472664244556985835e+01,4.031739965375000878e+01
-1.476762133830939885e+06,-3.692611013823050074e+06,7.359657569444444962e+05,1.554193615543875140e-04,-9.987629307040521986e-01,-1.000000000000000000e+00,0.000000000000000000e+00,6.919760784829747102e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.899787292480468750e+02,2.896647644042968750e+02,2.326020896434783936e-01,4.623728245496749878e-02,2.916884765625000000e+02,2.888703002929687500e+02,7.224731445312500000e-01,9.280233383178710938e-01,1.114071011543273926e-01,1.053259134292602539e+00,3.461101382305007235e+01,4.123786616906011204e+01
-1.480443945548160002e+06,-3.693073960601679981e+06,7.359677569444444962e+05,2.403859934625440786e-04,-9.985617969013130812e-01,-1.000000000000000000e+00,0.000000000000000000e+00,5.118596182921074655e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.914844055175781250e+02,2.902118225097656250e+02,2.319908738136291504e-01,4.361151531338691711e-02,2.919151611328125000e+02,2.890526123046875000e+02,1.206970214843750000e+00,1.170876026153564453e+00,4.445629119873046875e-01,1.038710832595825195e+00,3.507396060167997831e+01,3.755605445183999791e+01
-1.479523506210499909e+06,-3.692958115835600067e+06,7.359667569444444962e+05,1.719260486529039511e-04,-9.986711160158515677e-01,-1.000000000000000000e+00,0.000000000000000000e+00,6.572608684006872037e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.775217590332031250e+02,2.675919494628906250e+02,2.419452667236328125e-01,3.924454003572463989e-02,2.917229003906250000e+02,2.889094543457031250e+02,-2.079061889648437500e+01,1.221345424652099609e+00,3.529411792755126953e+00,-3.243686854839324951e-01,3.495811583560006852e+01,3.847649378950008980e+01
-1.474139611295419978e+06,-3.691156136597610079e+06,7.359677569444444962e+05,2.392513503419735343e-04,-9.985725613595314298e-01,-1.000000000000000000e+00,0.000000000000000000e+00,5.315741080701642529e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.899509277343750000e+02,2.891377868652343750e+02,2.256990820169448853e-01,4.511687904596328735e-02,2.917059326171875000e+02,2.888250122070312500e+02,2.040405273437500000e-01,1.187461972236633301e+00,2.822503745555877686e-01,1.193301200866699219e+00,3.315613659761007881e+01,4.386038870458002492e+01
-1.475980763063739985e+06,-3.691387055356550030e+06,7.359677569444444962e+05,2.354928353964780285e-04,-9.985799518188090973e-01,-1.000000000000000000e+00,0.000000000000000000e+00,5.265037573668797100e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.902205505371093750e+02,2.893991088867187500e+02,2.280853092670440674e-01,4.598816484212875366e-02,2.917229003906250000e+02,2.888771972656250000e+02,4.726867675781250000e-01,1.297711968421936035e+00,2.886603474617004395e-01,1.250961899757385254e+00,3.338705535655002876e+01,4.201923693626001466e+01
-1.478742422878500074e+06,-3.691733973918970209e+06,7.359647569444444962e+05,2.100554589644643144e-04,-9.987102704574569723e-01,-1.000000000000000000e+00,0.000000000000000000e+00,5.660763058180270368e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,2.670685424804687500e+02,2.532221832275390625e+02,2.393299341201782227e-01,4.408848285675048828e-02,2.917687377929687500e+02,2.888690795898437500e+02,-3.045245361328125000e+01,1.597979784011840820e+00,4.775169372558593750e+00,-1.849022507667541504e+00,3.373397391897020725e+01,3.925757712149992784e+01
