528588.411304371,-3523345.72737464,735933.263888889,-32.2173,137.6574,0.37,-9999,-9999,15,1,0,-0.9920677871,-0.9981677532,0,0.0572855248,0.0576377586,0.2802833915,0.249734357,305.6572875977,290.5639038086,0.233538419,0.1332882643,291.0352172852,289.7375183105,2.864654541,1.9660276175,11.6308822632,0.832229197,1,-55.7361111111,363.3457273746,18.5884113044
626963.154528239,-3464795.74638214,735933.3125,-31.6522,138.6758,4.62,-9999,-9999,15,1,0,-0.954545256,-0.9927266836,0,0.4318386262,0.4491119981,1.0205745697,0.3879771531,279.6119995117,247.3768310547,0.1667691469,0.0918077379,291.1267700195,287.912109375,-40.232711792,0.16295515,10.0275497437,0.3583382666,1,-55.6875,304.7957463821,116.9631545282
642939.872954954,-3385330.04647807,735934.125,-30.936,138.8006,-9999,-9999,-9999,15,1,0,-0.9557529383,-0.9939826727,0,0.3421331713,0.355818361,0.8417328,0.3999273181,278.9291381836,249.5614318848,0.1914756596,0.1232240647,288.9739379883,285.5232849121,-36.133605957,0.2857229412,8.5107679367,0.2922827899,1,-54.875,225.3300464781,132.939872955
666541.937778728,-3340312.53349553,735934.194444445,-30.5234,139.0236,-9999,-9999,-9999,15,1,0,-0.9582875695,-0.9966186881,0,0.3670944313,0.3817780614,0.4536398947,0.202963233,267.8715820313,255.6859741211,0.1486526728,0.0775443316,292.1915893555,287.7179870605,-31.4768066406,0.5824955702,2.7238917351,-0.1508898288,1,-54.8055555555,180.3125334955,156.5419377787
666541.937778728,-3340312.53349553,735934.201388889,-30.5234,139.0236,-9999,-9999,-9999,15,1,0,-0.9582875695,-0.9966186881,0,0.3670944313,0.3817780614,0.4536398947,0.202963233,267.8715820313,255.6859741211,0.1486526728,0.0775443316,292.1915893555,287.7179870605,-31.4768066406,0.5824955702,2.7238917351,-0.1508898288,1,-54.7986111111,180.3125334955,156.5419377787
666541.937778728,-3340312.53349553,735934.215277778,-30.5234,139.0236,-9999,-9999,-9999,15,1,0,-0.9582875695,-0.9966186881,0,0.3670944313,0.3817780614,0.4536398947,0.202963233,267.8715820313,255.6859741211,0.1486526728,0.0775443316,292.1915893555,287.7179870605,-31.4768066406,0.5824955702,2.7238917351,-0.1508898288,1,-54.7847222222,180.3125334955,156.5419377787
666541.937778728,-3340312.53349553,735934.222222222,-30.5234,139.0236,38.33,0.001072,867.5,10,1,0,-0.9582875695,-0.9966186881,0,0.3670944313,0.3817780614,0.4536398947,0.202963233,267.8715820313,255.6859741211,0.1486526728,0.0775443316,292.1915893555,287.7179870605,-31.4768066406,0.5824955702,2.7238917351,-0.1508898288,1,-54.7777777778,180.3125334955,156.5419377787
666541.937778728,-3340312.53349553,735934.229166667,-30.5234,139.0236,30.76,0.012248,536.2,10,1,0,-0.9582875695,-0.9966186881,0,0.3670944313,0.3817780614,0.4536398947,0.202963233,267.8715820313,255.6859741211,0.1486526728,0.0775443316,292.1915893555,287.7179870605,-31.4768066406,0.5824955702,2.7238917351,-0.1508898288,1,-54.7708333334,180.3125334955,156.5419377787
666541.937778728,-3340312.53349553,735934.236111111,-30.5234,139.0236,-9999,-9999,-9999,15,1,0,-0.9582875695,-0.9966186881,0,0.3670944313,0.3817780614,0.4536398947,0.202963233,267.8715820313,255.6859741211,0.1486526728,0.0775443316,292.1915893555,287.7179870605,-31.4768066406,0.5824955702,2.7238917351,-0.1508898288,1,-54.7638888889,180.3125334955,156.5419377787
666541.937778728,-3340312.53349553,735934.243055556,-30.5234,139.0236,-9999,-9999,-9999,15,1,0,-0.9582875695,-0.9966186881,0,0.3670944313,0.3817780614,0.4536398947,0.202963233,267.8715820313,255.6859741211,0.1486526728,0.0775443316,292.1915893555,287.7179870605,-31.4768066406,0.5824955702,2.7238917351,-0.1508898288,1,-54.7569444445,180.3125334955,156.5419377787
