X,Y,id,satellite,satellite_nssdc_id,satellite_operating_agency,sensor,orbit,start_dt,stop_dt,filename,process_dt,process_algorithm,process_algorithm_version,load_dt,latitude,longitude,temp_kelvin,datetime,power,confidence,age_hours,australian_state
1109447.628435379825532,-4573807.816785335540771,10723485,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.3146,144.9845,,2016-01-27T05:09:09,,85,8270,TAS
1108803.999730380484834,-4573960.618942972272635,10723486,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.3166,144.9772,,2016-01-27T05:09:09,,87,8270,TAS
1125453.548144979868084,-4560722.89975059311837,10723487,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.1798,145.1548,,2016-01-27T05:09:09,,87,8270,TAS
1098356.509061092510819,-4558645.348819515667856,10723488,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.1861,144.8378,,2016-01-27T05:09:09,,71,8270,TAS
1123768.607955381972715,-4552830.813919602893293,10723489,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.1092,145.1258,,2016-01-27T05:09:09,,95,8270,TAS
1101516.538901552790776,-4553117.373032966628671,10723491,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.1326,144.868,,2016-01-27T05:09:09,,90,8270,TAS
1089556.367864454165101,-4548712.715374371036887,10723511,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.1033,144.7241,,2016-01-27T05:09:09,,88,8270,TAS
1090225.556590916356072,-4548571.916863096877933,10723510,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.1014,144.7317,,2016-01-27T05:09:09,,78,8270,TAS
1090887.314102595672011,-4548419.480585443787277,10723509,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.0994,144.7392,,2016-01-27T05:09:09,,100,8270,TAS
1091557.628439715364948,-4548267.936641437932849,10723508,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.0974,144.7468,,2016-01-27T05:09:09,,79,8270,TAS
1092245.035024048062041,-4548118.141552003100514,10723507,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.0954,144.7546,,2016-01-27T05:09:09,,81,8270,TAS
1092942.084182803751901,-4547958.419983949512243,10723506,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.0933,144.7625,,2016-01-27T05:09:09,,73,8270,TAS
1096657.006601958302781,-4548309.546253911219537,10723505,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.0931,144.806,,2016-01-27T05:09:09,,100,8270,TAS
1098695.073390795849264,-4547847.831548228859901,10723504,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.087,144.8291,,2016-01-27T05:09:09,,100,8270,TAS
1089662.991193108027801,-4548767.094205616042018,10723503,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.1037,144.7254,,2016-01-27T05:09:09,,94,8270,TAS
1090324.726321241585538,-4548614.626357316039503,10723502,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.1017,144.7329,,2016-01-27T05:09:09,,82,8270,TAS
1090995.01812380226329,-4548463.050399857573211,10723501,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.0997,144.7405,,2016-01-27T05:09:09,,100,8270,TAS
1091656.797121773473918,-4548310.658921830356121,10723500,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.0977,144.748,,2016-01-27T05:09:09,,78,8270,TAS
1092345.287327586906031,-4548150.047420407645404,10723499,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22016,2016-01-27T05:02:04,2016-01-27T05:16:15,Npp20160127T050204Z20160127T051615Zhotspots.txt,,VIIRS (AER),6,,-41.0956,144.7558,,2016-01-27T05:09:09,,100,8270,TAS
1087857.507227549096569,-4553297.447500600479543,10718244,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1468,144.7097,364.8,2016-01-27T03:58:50,95.7,75,8271,TAS
1090198.482977078994736,-4553323.718542129732668,10718243,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1449,144.7369,406.7,2016-01-27T03:57:20,284.8,100,8271,TAS
1092545.080445395549759,-4551919.296504353173077,10718245,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1299,144.7625,341.9,2016-01-27T03:56:50,40,73,8271,TAS
1092530.966077487915754,-4553349.635211622342467,10718242,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.143,144.764,375.2,2016-01-27T03:56:40,130.6,100,8271,TAS
1090203.76286711753346,-4551892.53745836019516,10718246,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1318,144.7353,346.4,2016-01-27T03:56:00,49.6,89,8271,TAS
1122782.370513294357806,-4571746.035750194452703,10718228,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.2832,145.137,318,2016-01-27T03:55:20,17.2,60,8271,TAS
1099396.185714452527463,-4556280.494756289757788,10718232,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1635,144.8471,349.9,2016-01-27T03:53:40,63.4,95,8271,TAS
1101665.713197114877403,-4554881.268228489905596,10718237,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1486,144.8718,325.5,2016-01-27T03:53:40,20.7,49,8271,TAS
1087877.046930845128372,-4550425.044296074658632,10718247,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1205,144.7066,342.4,2016-01-27T03:53:30,46.2,0,8271,TAS
1099401.620253661647439,-4554860.274726798757911,10718238,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1505,144.8455,334.7,2016-01-27T03:52:10,33.5,86,8271,TAS
1120565.033059425186366,-4571714.085595515556633,10718229,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.285,145.1112,317.5,2016-01-27T03:52:10,15.1,41,8271,TAS
1091910.032194337109104,-4552150.76366448123008,10718249,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1326,144.7554,354.6,2016-01-27T03:51:40,68.4,97,8271,TAS
1090220.877031556796283,-4556200.023942622356117,10718234,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1712,144.7405,364.5,2016-01-27T03:51:30,95.2,94,8271,TAS
1121035.403721928363666,-4578589.068549846298993,10718225,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.3475,145.1249,348.7,2016-01-27T03:51:20,66.2,89,8271,TAS
1090218.766480111051351,-4554757.363336442969739,10718240,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.158,144.7388,355.4,2016-01-27T03:51:20,69.2,98,8271,TAS
1087880.510622531175613,-4556173.719936460256577,10718235,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1731,144.7133,370.7,2016-01-27T03:51:20,116,0,8271,TAS
1092525.357598029077053,-4554780.73276446852833,10718239,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1561,144.7656,341.1,2016-01-27T03:51:10,41.9,90,8271,TAS
1092535.695586302084848,-4556224.263062067329884,10718233,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1693,144.7674,341.5,2016-01-27T03:51:00,39.1,75,8271,TAS
1132510.649336952948943,-4555168.13735296856612,10718236,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1223,145.23,324.5,2016-01-27T03:51:00,21.7,63,8271,TAS
1087868.484257990727201,-4554741.042235525324941,10718241,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.16,144.7115,374.8,2016-01-27T03:51:00,131,75,8271,TAS
1094209.936240785988048,-4547866.933176355436444,10718250,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.0913,144.7771,348.9,2016-01-27T03:51:00,61.3,74,8271,TAS
1124246.311628787545487,-4560565.428151073865592,10718231,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1795,145.1406,317.1,2016-01-27T03:51:00,14.9,54,8271,TAS
1090215.326087301596999,-4549019.064051231369376,10718248,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.1055,144.7321,352.4,2016-01-27T03:51:00,66.2,72,8271,TAS
1122195.437846026616171,-4571761.955044884234667,10718230,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.2839,145.1302,321,2016-01-27T03:51:00,18.7,27,8271,TAS
1120666.396606871392578,-4578747.602557372301817,10718227,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.3493,145.1208,338,2016-01-27T03:51:00,44.9,77,8271,TAS
1122884.553374491399154,-4578758.027904062531888,10718226,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.3473,145.1466,338.9,2016-01-27T03:51:00,47.3,89,8271,TAS
1123295.039385711308569,-4578614.769038517959416,10718224,AQUA,2002-022A,NASA,MODIS,73038,2016-01-27T03:50:56,2016-01-27T04:01:03,Aqua20160127T035056Z20160127T040103Zhotspots.txt,,MOD14,5.0.1,,-41.3456,145.1512,332.7,2016-01-27T03:51:00,36.8,85,8271,TAS
1118995.606528446311131,-4583947.698974226601422,10718201,TERRA,1999-068A,NASA,MODIS,85681,2016-01-27T01:07:24,2016-01-27T01:19:58,Terra20160127T010724Z20160127T011958Zhotspots.txt,,MOD14,5.0.1,,-41.3985,145.1076,311.1,2016-01-27T01:09:20,12,30,8274,TAS
1105747.626870659878477,-4576521.513672722503543,10718199,TERRA,1999-068A,NASA,MODIS,85681,2016-01-27T01:07:24,2016-01-27T01:19:58,Terra20160127T010724Z20160127T011958Zhotspots.txt,,MOD14,5.0.1,,-41.3429,144.9447,363.3,2016-01-27T01:09:10,103.2,87,8274,TAS
1105156.938494165893644,-4576155.72974332049489,10718200,TERRA,1999-068A,NASA,MODIS,85681,2016-01-27T01:07:24,2016-01-27T01:19:58,Terra20160127T010724Z20160127T011958Zhotspots.txt,,MOD14,5.0.1,,-41.3401,144.9374,354,2016-01-27T01:07:20,78.7,86,8274,TAS
1115911.984379016794264,-4575877.929463924840093,10718198,TERRA,1999-068A,NASA,MODIS,85681,2016-01-27T01:07:24,2016-01-27T01:19:58,Terra20160127T010724Z20160127T011958Zhotspots.txt,,MOD14,5.0.1,,-41.3275,145.0621,323.3,2016-01-27T01:07:20,24.6,52,8274,TAS
1106108.2987299147062,-4574581.681037441827357,10718197,TERRA,1999-068A,NASA,MODIS,85681,2016-01-27T01:07:24,2016-01-27T01:19:58,Terra20160127T010724Z20160127T011958Zhotspots.txt,,MOD14,5.0.1,,-41.3248,144.9466,334.9,2016-01-27T01:07:20,41,50,8274,TAS
1113891.577298322226852,-4574185.505068034864962,10724009,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22008,2016-01-26T14:57:09,2016-01-26T15:08:26,Npp20160126T145709Z20160126T150826Zhotspots.txt,,VIIRS (AER),6,,-41.3139,145.0366,,2016-01-26T15:02:47,,86,8284,TAS
1134680.278166536707431,-4552878.762528575025499,10718126,AQUA,2002-022A,NASA,MODIS,73029,2016-01-26T04:44:43,2016-01-26T04:58:01,Aqua20160126T044443Z20160126T045801Zhotspots.txt,,MOD14,5.0.1,,-41.0993,145.2524,313.6,2016-01-26T04:47:10,16.2,54,8294,TAS
1133123.446759871672839,-4553088.606454205699265,10718127,AQUA,2002-022A,NASA,MODIS,73029,2016-01-26T04:44:43,2016-01-26T04:58:01,Aqua20160126T044443Z20160126T045801Zhotspots.txt,,MOD14,5.0.1,,-41.1027,145.2346,320.7,2016-01-26T04:45:10,24.4,69,8294,TAS
1133290.881281986599788,-4554297.944181808270514,10718125,AQUA,2002-022A,NASA,MODIS,73029,2016-01-26T04:44:43,2016-01-26T04:58:01,Aqua20160126T044443Z20160126T045801Zhotspots.txt,,MOD14,5.0.1,,-41.1136,145.238,345.9,2016-01-26T04:44:40,61.3,81,8294,TAS
1133897.177038946421817,-4554437.555305530317128,10718124,AQUA,2002-022A,NASA,MODIS,73029,2016-01-26T04:44:43,2016-01-26T04:58:01,Aqua20160126T044443Z20160126T045801Zhotspots.txt,,MOD14,5.0.1,,-41.1143,145.2452,331.7,2016-01-26T04:44:40,35.4,34,8294,TAS
1134082.669213549001142,-4555637.792302349582314,10718123,AQUA,2002-022A,NASA,MODIS,73029,2016-01-26T04:44:43,2016-01-26T04:58:01,Aqua20160126T044443Z20160126T045801Zhotspots.txt,,MOD14,5.0.1,,-41.1251,145.2488,312.3,2016-01-26T04:44:40,14.7,30,8294,TAS
1136060.320438807364553,-4547247.612287233583629,10724036,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22001,2016-01-26T03:42:50,2016-01-26T03:54:11,Npp20160126T034250Z20160126T035411Zhotspots.txt,,VIIRS (AER),6,,-41.0465,145.2616,,2016-01-26T03:48:30,,74,8295,TAS
1137050.953603216446936,-4547263.349674114957452,10724035,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22001,2016-01-26T03:42:50,2016-01-26T03:54:11,Npp20160126T034250Z20160126T035411Zhotspots.txt,,VIIRS (AER),6,,-41.0457,145.2731,,2016-01-26T03:48:30,,73,8295,TAS
1095813.976050614146516,-4548891.639376048929989,10718105,TERRA,1999-068A,NASA,MODIS,85666,2016-01-26T00:25:54,2016-01-26T00:36:43,Terra20160126T002554Z20160126T003643Zhotspots.txt,,MOD14,5.0.1,,-41.0992,144.7969,335.2,2016-01-26T00:34:00,37.3,59,8299,TAS
1096964.680668455082923,-4549193.191584124229848,10718106,TERRA,1999-068A,NASA,MODIS,85666,2016-01-26T00:25:54,2016-01-26T00:36:43,Terra20160126T002554Z20160126T003643Zhotspots.txt,,MOD14,5.0.1,,-41.1009,144.8106,357.7,2016-01-26T00:25:50,78.5,73,8299,TAS
1094483.019596208818257,-4550299.262891329824924,10721294,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21994,2016-01-25T15:16:01,2016-01-25T15:27:23,Npp20160125T151601Z20160125T152723Zhotspots.txt,,VIIRS (AER),6,,-41.1133,144.7831,,2016-01-25T15:21:42,,100,8308,TAS
1099000.265753312269226,-4546872.749961131252348,10721285,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21994,2016-01-25T15:16:01,2016-01-25T15:27:23,Npp20160125T151601Z20160125T152723Zhotspots.txt,,VIIRS (AER),6,,-41.0778,144.8315,,2016-01-25T15:21:42,,100,8308,TAS
1095297.933408553013578,-4557026.119336089119315,10721296,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21994,2016-01-25T15:16:01,2016-01-25T15:27:23,Npp20160125T151601Z20160125T152723Zhotspots.txt,,VIIRS (AER),6,,-41.1741,144.8004,,2016-01-25T15:21:42,,87,8308,TAS
1099814.068442542571574,-4547096.926004682667553,10721286,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21994,2016-01-25T15:16:01,2016-01-25T15:27:23,Npp20160125T151601Z20160125T152723Zhotspots.txt,,VIIRS (AER),6,,-41.0791,144.8412,,2016-01-25T15:21:42,,83,8308,TAS
1098780.993601850233972,-4547594.101869580335915,10721287,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21994,2016-01-25T15:16:01,2016-01-25T15:27:23,Npp20160125T151601Z20160125T152723Zhotspots.txt,,VIIRS (AER),6,,-41.0846,144.8298,,2016-01-25T15:21:42,,100,8308,TAS
1130527.052817454328761,-4556503.817304361611605,10721288,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21994,2016-01-25T15:16:01,2016-01-25T15:27:23,Npp20160125T151601Z20160125T152723Zhotspots.txt,,VIIRS (AER),6,,-41.1364,145.2086,,2016-01-25T15:21:42,,85,8308,TAS
1098570.278306750115007,-4548316.292255534790456,10721289,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21994,2016-01-25T15:16:01,2016-01-25T15:27:23,Npp20160125T151601Z20160125T152723Zhotspots.txt,,VIIRS (AER),6,,-41.0914,144.8282,,2016-01-25T15:21:42,,65,8308,TAS
1095936.640405997633934,-4548357.372248338535428,10721290,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21994,2016-01-25T15:16:01,2016-01-25T15:27:23,Npp20160125T151601Z20160125T152723Zhotspots.txt,,VIIRS (AER),6,,-41.0942,144.7977,,2016-01-25T15:21:42,,39,8308,TAS
1098359.583825790090486,-4549038.460870862007141,10721291,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21994,2016-01-25T15:16:01,2016-01-25T15:27:23,Npp20160125T151601Z20160125T152723Zhotspots.txt,,VIIRS (AER),6,,-41.0982,144.8266,,2016-01-25T15:21:42,,50,8308,TAS
1099163.603752554161474,-4549272.536012947559357,10721292,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21994,2016-01-25T15:16:01,2016-01-25T15:27:23,Npp20160125T151601Z20160125T152723Zhotspots.txt,,VIIRS (AER),6,,-41.0996,144.8362,,2016-01-25T15:21:42,,35,8308,TAS
1097700.937648174585775,-4551213.079422242939472,10721295,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21994,2016-01-25T15:16:01,2016-01-25T15:27:23,Npp20160125T151601Z20160125T152723Zhotspots.txt,,VIIRS (AER),6,,-41.1187,144.8215,,2016-01-25T15:21:42,,84,8308,TAS
1093679.012803722871467,-4550065.543654729612172,10721293,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21994,2016-01-25T15:16:01,2016-01-25T15:27:23,Npp20160125T151601Z20160125T152723Zhotspots.txt,,VIIRS (AER),6,,-41.1119,144.7735,,2016-01-25T15:21:42,,96,8308,TAS
1093527.939673418179154,-4551056.004660178907216,10718077,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.1211,144.7729,312.5,2016-01-25T13:38:50,20.3,79,8309,TAS
1094713.257066975114867,-4556672.310472746379673,10718069,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.1714,144.7932,312.9,2016-01-25T13:34:00,19.3,18,8310,TAS
1102166.014856816036627,-4552745.803889031521976,10718070,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.1286,144.8751,312.2,2016-01-25T13:33:50,18.9,40,8310,TAS
1100785.036106287967414,-4550802.609966403804719,10718072,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.1121,144.8568,321.5,2016-01-25T13:33:00,24.8,37,8310,TAS
1102038.496930615277961,-4551705.390336375683546,10718071,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.1192,144.8724,316.2,2016-01-25T13:31:40,22.1,52,8310,TAS
1095636.18676395341754,-4549802.951895624399185,10718080,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.1077,144.7959,314.1,2016-01-25T13:31:20,20.4,31,8310,TAS
1095507.986915690125898,-4548762.504919206723571,10718084,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.0983,144.7932,332.3,2016-01-25T13:30:50,44,100,8310,TAS
1098862.455748713575304,-4548411.328221680596471,10718083,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.092,144.8317,325.6,2016-01-25T13:30:40,31.8,72,8310,TAS
1097875.107526259496808,-4549569.056701126508415,10718079,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.1035,144.8216,331.1,2016-01-25T13:27:50,40.1,59,8310,TAS
1132148.228103402303532,-4552681.071123203262687,10718068,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.0999,145.2228,309.4,2016-01-25T13:27:30,19.5,36,8310,TAS
1097413.006083922926337,-4551162.227441313676536,10718073,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.1185,144.8181,328.4,2016-01-25T13:27:20,35,99,8310,TAS
1098733.429201724007726,-4547381.583934852853417,10718085,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.0827,144.829,319.1,2016-01-25T13:27:20,26.3,82,8310,TAS
1095765.435735575621948,-4550832.529467756859958,10718075,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.117,144.7986,315.4,2016-01-25T13:27:20,22.2,27,8310,TAS
1098999.97807056736201,-4549441.88592675793916,10718078,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.1013,144.8345,333.6,2016-01-25T13:27:20,44.9,81,8310,TAS
1100252.642774843377993,-4550355.325466961599886,10718074,TERRA,1999-068A,NASA,MODIS,85659,2016-01-25T13:27:16,2016-01-25T13:40:24,Terra20160125T132716Z20160125T134024Zhotspots.txt,,MOD14,5.0.1,,-41.1085,144.8501,312.8,2016-01-25T13:27:20,20.6,50,8310,TAS
