X,Y,id,satellite,satellite_nssdc_id,satellite_operating_agency,sensor,orbit,start_dt,stop_dt,filename,process_dt,process_algorithm,process_algorithm_version,load_dt,latitude,longitude,temp_kelvin,datetime,power,confidence,age_hours,australian_state
1099390.339414361864328,-4581979.746707226149738,10721529,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22030,2016-01-28T04:44:34,2016-01-28T04:58:45,Npp20160128T044434Z20160128T045845Zhotspots.txt,,VIIRS (AER),6,,-41.3988,144.8772,,2016-01-28T04:51:39,,92,8246,TAS
1123955.896848185453564,-4551516.124976045452058,10721539,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22030,2016-01-28T04:44:34,2016-01-28T04:58:45,Npp20160128T044434Z20160128T045845Zhotspots.txt,,VIIRS (AER),6,,-41.097,145.1264,,2016-01-28T04:51:39,,62,8246,TAS
1107162.724822187097743,-4583991.244593869894743,10718397,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.41,144.97,312,2016-01-27T16:42:06,,,8258,TAS
1101317.137395740719512,-4582305.781732607632875,10718396,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.4,144.9,323.1,2016-01-27T16:42:06,,,8258,TAS
1100466.303263360401616,-4582219.610147340223193,10718395,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.4,144.89,323.1,2016-01-27T16:42:06,,,8258,TAS
1099615.462388563668355,-4582133.505160826258361,10718394,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.4,144.88,338.4,2016-01-27T16:42:06,,,8258,TAS
1100534.623806003248319,-4556012.913943154737353,10718393,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.86,312.9,2016-01-27T16:42:06,,,8258,TAS
1099681.731618852820247,-4555926.803689178079367,10718392,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.85,312.9,2016-01-27T16:42:06,,,8258,TAS
1093711.297948331339285,-4555325.90121652930975,10718391,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.78,315.1,2016-01-27T16:42:06,,,8258,TAS
1092858.352006610482931,-4555240.325056062079966,10718390,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.77,315.1,2016-01-27T16:42:06,,,8258,TAS
1092005.399369084043428,-4555154.815659645013511,10718389,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.76,326.3,2016-01-27T16:42:06,,,8258,TAS
1103202.78667716216296,-4555189.786041363142431,10718388,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.15,144.89,308.8,2016-01-27T16:42:06,,,8258,TAS
1102349.830052037723362,-4555103.466941189952195,10718387,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.15,144.88,308.8,2016-01-27T16:42:06,,,8258,TAS
1089025.903367505175993,-4550485.099346918985248,10718386,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.12,144.72,308.4,2016-01-27T16:42:06,,,8258,TAS
1092547.58386490191333,-4549744.41469256952405,10718385,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.11,144.76,311.6,2016-01-27T16:42:06,,,8258,TAS
1091694.20103950961493,-4549658.929638165049255,10718384,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.11,144.75,311.6,2016-01-27T16:42:06,,,8258,TAS
1090840.811525444500148,-4549573.511382009834051,10718383,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.11,144.74,332.2,2016-01-27T16:42:06,,,8258,TAS
1089987.415327935246751,-4549488.15992462541908,10718382,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.11,144.73,334.2,2016-01-27T16:42:06,,,8258,TAS
1089134.012452210532501,-4549402.875266538001597,10718381,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.11,144.72,334.2,2016-01-27T16:42:06,,,8258,TAS
1125082.795263204723597,-4551960.421352433040738,10718380,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,145.14,308.2,2016-01-27T16:42:06,,,8258,TAS
1099483.536145166261122,-4549348.522855627350509,10718379,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.84,318.2,2016-01-27T16:42:06,,,8258,TAS
1098630.122310351813212,-4549262.494895271956921,10718378,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.83,318.2,2016-01-27T16:42:06,,,8258,TAS
1097776.701744365040213,-4549176.533735592849553,10718377,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.82,318.4,2016-01-27T16:42:06,,,8258,TAS
1096923.274452440207824,-4549090.639377118088305,10718376,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.81,309.1,2016-01-27T16:42:06,,,8258,TAS
1092656.037286733742803,-4548662.169621217064559,10718375,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.76,326.4,2016-01-27T16:42:06,,,8258,TAS
1091802.569748978596181,-4548576.676081008277833,10718374,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.75,326.4,2016-01-27T16:42:06,,,8258,TAS
1090949.095521886600181,-4548491.249345676973462,10718373,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.74,327.4,2016-01-27T16:42:06,,,8258,TAS
1099592.672772153979167,-4548266.291070130653679,10718372,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.84,323.1,2016-01-27T16:42:06,,,8258,TAS
1098739.174226014176384,-4548180.254570491611958,10718371,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.83,319.4,2016-01-27T16:42:06,,,8258,TAS
1097885.668948033824563,-4548094.28487816080451,10718370,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.82,319.4,2016-01-27T16:42:06,,,8258,TAS
1096178.638217486673966,-4547922.545917528681457,10718369,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.8,309.1,2016-01-27T16:42:06,,,8258,TAS
1095325.112775372806937,-4547836.776650280691683,10718368,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.79,317.4,2016-01-27T16:42:06,,,8258,TAS
1094471.580622341716662,-4547751.074192447587848,10718367,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.78,308.8,2016-01-27T16:42:06,,,8258,TAS
1093618.041763621149585,-4547665.438544551841915,10718366,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.77,308.8,2016-01-27T16:42:06,,,8258,TAS
1098764.614776561502367,-4582047.466773594729602,10718360,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.4,144.87,338.4,2016-01-27T16:42:06,,,8258,TAS
1097913.760432568844408,-4581961.494986169971526,10718359,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.4,144.86,318.1,2016-01-27T16:42:06,,,8258,TAS
1101426.613390605198219,-4581225.268204575404525,10718358,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.39,144.9,323.5,2016-01-27T16:42:06,,,8258,TAS
1100575.694681394379586,-4581139.088053457438946,10718357,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.39,144.89,323.5,2016-01-27T16:42:06,,,8258,TAS
1099724.769229096593335,-4581052.974507710896432,10718356,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.39,144.88,337.1,2016-01-27T16:42:06,,,8258,TAS
1098873.837038923753425,-4580966.927567866630852,10718355,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.39,144.87,314.3,2016-01-27T16:42:06,,,8258,TAS
1098022.898116091266274,-4580880.947234451770782,10718354,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.39,144.86,314.3,2016-01-27T16:42:06,,,8258,TAS
1115151.226330197183415,-4581532.776663538999856,10718353,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.38,145.06,308.2,2016-01-27T16:42:06,,,8258,TAS
1101536.095088767819107,-4580144.698385752737522,10718352,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.38,144.9,308.8,2016-01-27T16:42:06,,,8258,TAS
1100685.091798319946975,-4580058.509668335318565,10718351,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.38,144.89,308.8,2016-01-27T16:42:06,,,8258,TAS
1116113.039428198011592,-4580539.618292070925236,10718350,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.37,145.07,308.8,2016-01-27T16:42:06,,,8258,TAS
1115262.067005198216066,-4580452.288572584278882,10718349,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.37,145.06,308.8,2016-01-27T16:42:06,,,8258,TAS
1101645.58248512702994,-4579064.072326485067606,10718348,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.37,144.9,315,2016-01-27T16:42:06,,,8258,TAS
1105159.697883774060756,-4578328.879724317230284,10718347,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.36,144.94,317.1,2016-01-27T16:42:06,,,8258,TAS
1103457.400250666309148,-4578156.001653413288295,10718346,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.36,144.92,310.7,2016-01-27T16:42:06,,,8258,TAS
1102606.241290388163179,-4578069.662553170695901,10718345,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.36,144.91,320.9,2016-01-27T16:42:06,,,8258,TAS
1101755.075574582675472,-4577983.390077109448612,10718344,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.36,144.9,320.9,2016-01-27T16:42:06,,,8258,TAS
1106971.974762125173584,-4577421.337441275827587,10718343,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.35,144.96,308.5,2016-01-27T16:42:06,,,8258,TAS
1106120.758285713614896,-4577334.723242246545851,10718342,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.35,144.95,308.5,2016-01-27T16:42:06,,,8258,TAS
1105269.535032241838053,-4577248.175671898759902,10718341,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.35,144.94,309.3,2016-01-27T16:42:06,,,8258,TAS
1104418.305006924783811,-4577161.694730764254928,10718340,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.35,144.93,317.1,2016-01-27T16:42:06,,,8258,TAS
1103567.068214971572161,-4577075.28041937481612,10718339,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.35,144.92,329.5,2016-01-27T16:42:06,,,8258,TAS
1107081.98680130764842,-4576340.594510146416724,10718338,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.34,144.96,328.5,2016-01-27T16:42:06,,,8258,TAS
1106230.68573010712862,-4576253.971703305840492,10718337,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.34,144.95,328.5,2016-01-27T16:42:06,,,8258,TAS
1105379.377881173044443,-4576167.415531770326197,10718336,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.34,144.94,314.9,2016-01-27T16:42:06,,,8258,TAS
1110707.841187483863905,-4574526.167158622294664,10718335,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.32,145,308.8,2016-01-27T16:42:06,,,8258,TAS
1109856.398082054685801,-4574439.260545941069722,10718334,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.32,144.99,308.8,2016-01-27T16:42:06,,,8258,TAS
1103093.259889521403238,-4556271.645258886739612,10718316,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.89,338.4,2016-01-27T16:42:06,,,8258,TAS
1101387.509250312112272,-4556099.09095645043999,10717580,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.87,336.1,2016-01-27T16:42:06,,,8258,TAS
1091044.104386071441695,-4556151.296476599760354,10718318,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.17,144.75,317.4,2016-01-27T16:42:06,,,8258,TAS
1103946.125073970295489,-4556358.02254696842283,10718317,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.9,320.6,2016-01-27T16:42:06,,,8258,TAS
1102240.387946560746059,-4556185.334728536196053,10718315,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.88,338.4,2016-01-27T16:42:06,,,8258,TAS
1093912.274065976263955,-4561902.052126132883132,10718333,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.22,144.79,310.7,2016-01-27T16:42:06,,,8258,TAS
1095725.932301765773445,-4560991.840122001245618,10718332,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.21,144.81,312.5,2016-01-27T16:42:06,,,8258,TAS
1094873.429851567139849,-4560906.106249979697168,10718331,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.21,144.8,314.1,2016-01-27T16:42:06,,,8258,TAS
1094020.920693212654442,-4560820.439107296057045,10718330,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.21,144.79,314.1,2016-01-27T16:42:06,,,8258,TAS
1101168.811130291549489,-4558262.67819398175925,10718329,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.18,144.87,314.6,2016-01-27T16:42:06,,,8258,TAS
1100316.095040039857849,-4558176.51829251088202,10718328,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.18,144.86,314.6,2016-01-27T16:42:06,,,8258,TAS
1099463.372208285611123,-4558090.425137103535235,10718327,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.18,144.85,314,2016-01-27T16:42:06,,,8258,TAS
1128564.190756026655436,-4559973.545040860772133,10718326,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.17,145.19,316.6,2016-01-27T16:42:06,,,8258,TAS
1102983.738683915231377,-4557353.449339438229799,10718325,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.17,144.89,315.2,2016-01-27T16:42:06,,,8258,TAS
1102130.951418802607805,-4557267.147378475405276,10718324,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.17,144.88,315.2,2016-01-27T16:42:06,,,8258,TAS
1101278.157401072559878,-4557180.912169148214161,10718323,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.17,144.87,328.9,2016-01-27T16:42:06,,,8258,TAS
1100425.356635952135548,-4557094.743711983785033,10718322,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.17,144.86,328.9,2016-01-27T16:42:06,,,8258,TAS
1099572.54912865976803,-4557008.642007508315146,10718321,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.17,144.85,317.3,2016-01-27T16:42:06,,,8258,TAS
1092749.846979319583625,-4556322.231531792320311,10718320,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.17,144.77,308.1,2016-01-27T16:42:06,,,8258,TAS
1091896.979027653113008,-4556236.730625222437084,10718319,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.17,144.76,317.4,2016-01-27T16:42:06,,,8258,TAS
1110760.66909762355499,-4584194.633067981339991,10723436,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22023,2016-01-27T16:16:19,2016-01-27T16:30:30,Npp20160127T161619Z20160127T163030Zhotspots.txt,,VIIRS (AER),6,,-41.4085,145.0121,,2016-01-27T16:23:24,,93,8259,TAS
1112596.852443399839103,-4582799.51312676537782,10723435,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22023,2016-01-27T16:16:19,2016-01-27T16:30:30,Npp20160127T161619Z20160127T163030Zhotspots.txt,,VIIRS (AER),6,,-41.394,145.0318,,2016-01-27T16:23:24,,57,8259,TAS
1110963.319028111640364,-4582632.427305723540485,10723434,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22023,2016-01-27T16:16:19,2016-01-27T16:30:30,Npp20160127T161619Z20160127T163030Zhotspots.txt,,VIIRS (AER),6,,-41.394,145.0126,,2016-01-27T16:23:24,,100,8259,TAS
1131581.059397030388936,-4557892.404285935685039,10722601,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22022,2016-01-27T14:38:11,2016-01-27T14:49:30,Npp20160127T143811Z20160127T144930Zhotspots.txt,,VIIRS (AER),6,,-41.1481,145.2225,,2016-01-27T14:43:50,,38,8260,TAS
1109658.651709903497249,-4585643.009826493449509,10722688,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22022,2016-01-27T14:38:11,2016-01-27T14:49:30,Npp20160127T143811Z20160127T144930Zhotspots.txt,,VIIRS (AER),6,,-41.4228,145.001,,2016-01-27T14:43:50,,100,8260,TAS
1108898.172248569782823,-4585347.072118175216019,10722687,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22022,2016-01-27T14:38:11,2016-01-27T14:49:30,Npp20160127T143811Z20160127T144930Zhotspots.txt,,VIIRS (AER),6,,-41.4208,144.9918,,2016-01-27T14:43:50,,37,8260,TAS
