id,satellite,satellite_nssdc_id,satellite_operating_agency,sensor,orbit,start_dt,stop_dt,process_dt,process_algorithm,process_algorithm_version,load_dt,latitude,longitude,locationX,locationY,temp_kelvin,datetime,power,confidence,age_hours,australian_state
10694475,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.45,139.09,15483427.9744364,-3561525.28874755,293.4,2015-12-10T17:21:46,,,10184,SA 
10694474,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.45,139.07,15481201.5846206,-3561525.28874755,293.8,2015-12-10T17:21:46,,,10184,SA 
10694473,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.45,139.06,15480088.3897126,-3561525.28874755,293.8,2015-12-10T17:21:46,,,10184,SA 
10694472,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.44,139.08,15482314.7795285,-3560234.05304933,293.4,2015-12-10T17:21:46,,,10184,SA 
10694471,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.44,139.07,15481201.5846206,-3560234.05304933,299.3,2015-12-10T17:21:46,,,10184,SA 
10694470,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.44,139.06,15480088.3897126,-3560234.05304933,299.3,2015-12-10T17:21:46,,,10184,SA 
10694468,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.42,139.12,15486767.5591602,-3557651.97886008,294.1,2015-12-10T17:21:46,,,10184,SA 
10694469,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.42,139.13,15487880.7540682,-3557651.97886008,294.1,2015-12-10T17:21:46,,,10184,SA 
10694477,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.51,139.06,15480088.3897126,-3569275.48757907,295.1,2015-12-10T17:21:46,,,10184,SA 
10694476,NOAA 19,2009-005A,NOAA,AVHRR,35240,2015-12-10T17:13:39,2015-12-10T17:29:53,,GA AVHRR,1.0.0,,-30.51,139.05,15478975.1948047,-3569275.48757907,295.1,2015-12-10T17:21:46,,,10184,SA 
10694381,NOAA 19,2009-005A,NOAA,AVHRR,35239,2015-12-10T15:35:51,2015-12-10T15:47:37,,GA AVHRR,1.0.0,,-30.42,139.09,15483427.9744364,-3557651.97886008,297.5,2015-12-10T15:41:44,,,10185,SA 
10694383,NOAA 19,2009-005A,NOAA,AVHRR,35239,2015-12-10T15:35:51,2015-12-10T15:47:37,,GA AVHRR,1.0.0,,-30.43,139.11,15485654.3642523,-3558942.94977566,297.5,2015-12-10T15:41:44,,,10185,SA 
10694382,NOAA 19,2009-005A,NOAA,AVHRR,35239,2015-12-10T15:35:51,2015-12-10T15:47:37,,GA AVHRR,1.0.0,,-30.43,139.1,15484541.1693444,-3558942.94977566,297.5,2015-12-10T15:41:44,,,10185,SA 
10694380,NOAA 19,2009-005A,NOAA,AVHRR,35239,2015-12-10T15:35:51,2015-12-10T15:47:37,,GA AVHRR,1.0.0,,-30.42,139.08,15482314.7795285,-3557651.97886008,297.5,2015-12-10T15:41:44,,,10185,SA 
10694259,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21341,2015-12-10T14:40:20,2015-12-10T14:50:15,,VIIRS (AER),6,,-30.417,139.1069,15485314.7284859,-3557258.77540735,,2015-12-10T14:45:17,,51,10186,SA 
10694260,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21341,2015-12-10T14:40:20,2015-12-10T14:50:15,,VIIRS (AER),6,,-30.4221,139.124,15487217.1785835,-3557917.64986103,,2015-12-10T14:45:17,,73,10186,SA 
10694258,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21341,2015-12-10T14:40:20,2015-12-10T14:50:15,,VIIRS (AER),6,,-30.4178,139.119,15486661.6943245,-3557372.75925533,,2015-12-10T14:45:17,,86,10186,SA 
10694177,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.431,139.0814,15482472.9645249,-3559075.92729737,,2015-12-10T05:09:52,,29,10196,SA 
10694176,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4221,139.1206,15486829.8980751,-3557917.64986103,,2015-12-10T05:09:52,,93,10196,SA 
10694175,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4464,139.0596,15480047.3128205,-3561056.16749842,,2015-12-10T05:09:52,,100,10196,SA 
10694174,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.432,139.1226,15487059.2162261,-3559199.35235077,,2015-12-10T05:09:52,,100,10196,SA 
10694173,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4291,139.135,15488441.8043018,-3558832.95389653,,2015-12-10T05:09:52,,100,10196,SA 
10694172,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4474,139.1008,15484628.4438251,-3561184.51878086,,2015-12-10T05:09:52,,94,10196,SA 
10694171,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4444,139.1137,15486063.7973394,-3560805.66675331,,2015-12-10T05:09:52,,100,10196,SA 
10694170,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4568,139.1051,15485107.451594,-3562397.85171263,,2015-12-10T05:09:52,,100,10196,SA 
10694169,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4538,139.1181,15486558.0558786,-3562017.54267126,,2015-12-10T05:09:52,,100,10196,SA 
10694168,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4508,139.1316,15488056.3049051,-3561622.91155228,,2015-12-10T05:09:52,,93,10196,SA 
10694167,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.4976,139.045,15478415.035127,-3567673.51730151,,2015-12-10T05:09:52,,100,10196,SA 
10694166,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21335,2015-12-10T05:02:47,2015-12-10T05:16:58,,VIIRS (AER),6,,-30.5071,139.0487,15478829.4775912,-3568899.23425303,,2015-12-10T05:09:52,,94,10196,SA 
10693762,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.5134,139.0446,15478377.6317781,-3569711.4490349,332.7,2015-12-10T03:54:40,21.3,85,10197,SA 
10693761,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.5182,139.0515,15479143.7325137,-3570334.018921,326.4,2015-12-10T03:51:40,12.4,63,10197,SA 
10693841,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.4561,139.0829,15482632.5966747,-3562319.20621775,342.4,2015-12-10T03:51:10,39.7,91,10197,SA 
10693763,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.458,139.1229,15487091.4988784,-3562563.79661104,343.1,2015-12-10T03:51:00,39,92,10197,SA 
10693838,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.4601,139.087,15483096.3536733,-3562835.51189403,347.5,2015-12-10T03:50:40,48.7,94,10197,SA 
10693840,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.4538,139.1202,15486787.3740296,-3562010.05282932,346.6,2015-12-10T03:50:40,47.2,93,10197,SA 
10693843,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.4393,139.0821,15482549.4410151,-3560147.15764356,325.6,2015-12-10T03:50:40,13.2,71,10197,SA 
10693842,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.4368,139.1217,15486960.6984767,-3559823.33873888,330.3,2015-12-10T03:50:40,19.5,83,10197,SA 
10693839,AQUA,2002-022A,NASA,MODIS,72339,2015-12-10T03:50:42,2015-12-10T04:00:56,,MOD14,5.0.1,,-30.4433,139.0865,15483038.5788576,-3560661.95388552,326,2015-12-10T03:50:40,13.4,51,10197,SA 
10694059,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21334,2015-12-10T03:24:39,2015-12-10T03:34:34,,VIIRS (AER),6,,-30.4329,139.124,15487213.7276793,-3559312.57911748,,2015-12-10T03:29:36,,56,10198,SA 
10694057,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21334,2015-12-10T03:24:39,2015-12-10T03:34:34,,VIIRS (AER),6,,-30.448,139.1063,15485238.2519957,-3561271.93785836,,2015-12-10T03:29:36,,95,10198,SA 
10694056,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21334,2015-12-10T03:24:39,2015-12-10T03:34:34,,VIIRS (AER),6,,-30.5089,139.0372,15477546.9657378,-3569136.45859521,,2015-12-10T03:29:36,,92,10198,SA 
10694055,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21334,2015-12-10T03:24:39,2015-12-10T03:34:34,,VIIRS (AER),6,,-30.5084,139.0537,15479386.6316427,-3569065.00656542,,2015-12-10T03:29:36,,90,10198,SA 
10694058,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21334,2015-12-10T03:24:39,2015-12-10T03:34:34,,VIIRS (AER),6,,-30.4485,139.091,15483534.6185086,-3561332.75710204,,2015-12-10T03:29:36,,32,10198,SA 
10693746,TERRA,1999-068A,NASA,MODIS,84982,2015-12-10T01:07:07,2015-12-10T01:19:51,,MOD14,5.0.1,,-30.4327,139.1271,15487556.8143499,-3559290.24354013,350.5,2015-12-10T01:11:50,54.5,95,10200,SA 
10693748,TERRA,1999-068A,NASA,MODIS,84982,2015-12-10T01:07:07,2015-12-10T01:19:51,,MOD14,5.0.1,,-30.4816,139.0486,15478817.5664057,-3565601.29782344,344.4,2015-12-10T01:08:50,40,92,10200,SA 
10693747,TERRA,1999-068A,NASA,MODIS,84982,2015-12-10T01:07:07,2015-12-10T01:19:51,,MOD14,5.0.1,,-30.4811,139.0553,15479561.5145627,-3565541.10379661,354.2,2015-12-10T01:07:20,61.4,97,10200,SA 
10693590,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.45,139.07,15481201.5846206,-3561525.28874755,295.3,2015-12-09T17:33:04,,,10208,SA 
10693597,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.5,139.07,15481201.5846206,-3567983.45593582,297.5,2015-12-09T17:33:04,,,10208,SA 
10693596,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.5,139.06,15480088.3897126,-3567983.45593582,297.5,2015-12-09T17:33:04,,,10208,SA 
10693595,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.49,139.05,15478975.1948047,-3566691.55711661,297.5,2015-12-09T17:33:04,,,10208,SA 
10693594,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.49,139.04,15477861.9998968,-3566691.55711661,296.1,2015-12-09T17:33:04,,,10208,SA 
10693593,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.49,139.03,15476748.8049888,-3566691.55711661,296.1,2015-12-09T17:33:04,,,10208,SA 
10693592,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.49,139.02,15475635.6100809,-3566691.55711661,296.1,2015-12-09T17:33:04,,,10208,SA 
10693591,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.45,139.08,15482314.7795285,-3561525.28874755,295.3,2015-12-09T17:33:04,,,10208,SA 
10693589,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.45,139.06,15480088.3897126,-3561525.28874755,295.3,2015-12-09T17:33:04,,,10208,SA 
10693588,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.43,139.14,15488993.9489761,-3558942.94977566,297.3,2015-12-09T17:33:04,,,10208,SA 
10693587,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.43,139.13,15487880.7540682,-3558942.94977566,297.3,2015-12-09T17:33:04,,,10208,SA 
10693586,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.43,139.12,15486767.5591602,-3558942.94977566,297.3,2015-12-09T17:33:04,,,10208,SA 
10693585,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.42,139.14,15488993.9489761,-3557651.97886008,301.7,2015-12-09T17:33:04,,,10208,SA 
10693584,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.42,139.13,15487880.7540682,-3557651.97886008,301.7,2015-12-09T17:33:04,,,10208,SA 
10693583,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.42,139.12,15486767.5591602,-3557651.97886008,301.7,2015-12-09T17:33:04,,,10208,SA 
10693582,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.42,139.11,15485654.3642523,-3557651.97886008,301,2015-12-09T17:33:04,,,10208,SA 
10693581,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.42,139.1,15484541.1693444,-3557651.97886008,301,2015-12-09T17:33:04,,,10208,SA 
10693580,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.42,139.09,15483427.9744364,-3557651.97886008,301,2015-12-09T17:33:04,,,10208,SA 
10693579,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.41,139.11,15485654.3642523,-3556361.14023611,296.4,2015-12-09T17:33:04,,,10208,SA 
10693578,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.41,139.1,15484541.1693444,-3556361.14023611,296.4,2015-12-09T17:33:04,,,10208,SA 
10693577,NOAA 19,2009-005A,NOAA,AVHRR,35226,2015-12-09T17:25:02,2015-12-09T17:41:07,,GA AVHRR,1.0.0,,-30.41,139.09,15483427.9744364,-3556361.14023611,296.4,2015-12-09T17:33:04,,,10208,SA 
10693458,AQUA,2002-022A,NASA,MODIS,72337,2015-12-09T15:41:59,2015-12-09T15:54:25,,MOD14,5.0.1,,-33.7259,138.9692,15469984.8100892,-3992062.23009988,309.4,2015-12-09T15:42:00,17.5,66,10209,SA 
10693457,AQUA,2002-022A,NASA,MODIS,72337,2015-12-09T15:41:59,2015-12-09T15:54:25,,MOD14,5.0.1,,-30.4267,139.1368,15488637.1700081,-3558521.94961989,312.6,2015-12-09T15:42:00,15.7,79,10209,SA 
10693456,AQUA,2002-022A,NASA,MODIS,72337,2015-12-09T15:41:59,2015-12-09T15:54:25,,MOD14,5.0.1,,-30.4247,139.1248,15487307.1247321,-3558264.65715876,313.9,2015-12-09T15:42:00,17.5,84,10209,SA 
10693455,AQUA,2002-022A,NASA,MODIS,72337,2015-12-09T15:41:59,2015-12-09T15:54:25,,MOD14,5.0.1,,-30.4208,139.1012,15484672.637663,-3557753.96074884,322.7,2015-12-09T15:42:00,27.6,100,10209,SA 
10693460,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21327,2015-12-09T14:57:50,2015-12-09T15:09:10,,VIIRS (AER),6,,-33.7267,138.96,15468960.5594545,-3992160.20526099,,2015-12-09T15:03:30,,46,10210,SA 
10693293,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.448,139.0655,15480702.9846213,-3561267.80577603,,2015-12-09T05:29:30,,84,10220,SA 
10693292,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4448,139.0773,15482012.6584305,-3560857.44510684,,2015-12-09T05:29:30,,85,10220,SA 
10693291,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4386,139.1003,15484572.4501213,-3560053.80708096,,2015-12-09T05:29:30,,99,10220,SA 
10693290,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4353,139.1124,15485915.9650557,-3559631.47867591,,2015-12-09T05:29:30,,100,10220,SA 
10693289,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.432,139.1247,15487286.7532653,-3559201.54715869,,2015-12-09T05:29:30,,100,10220,SA 
10693288,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4289,139.136,15488547.11254,-3558806.10058838,,2015-12-09T05:29:30,,93,10220,SA 
10693283,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4909,139.0576,15479823.1153661,-3566807.82257293,,2015-12-09T05:29:30,,58,10220,SA 
10693297,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4293,139.0843,15482797.3495211,-3558852.83570965,,2015-12-09T05:29:30,,94,10220,SA 
10693296,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4259,139.0968,15484185.1696128,-3558416.21766125,,2015-12-09T05:29:30,,93,10220,SA 
10693295,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4224,139.1097,15485618.7420152,-3557964.89806032,,2015-12-09T05:29:30,,92,10220,SA 
10693294,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4511,139.0542,15479447.7460431,-3561661.3927072,,2015-12-09T05:29:30,,49,10220,SA 
10693282,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4814,139.0497,15478941.5763185,-3565579.33859572,,2015-12-09T05:29:30,,56,10220,SA 
10693287,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4536,139.0952,15484005.0546767,-3561992.36132381,,2015-12-09T05:29:30,,82,10220,SA 
10693286,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4503,139.1073,15485353.8016271,-3561569.96787372,,2015-12-09T05:29:30,,100,10220,SA 
10693281,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4964,139.0444,15478357.2603113,-3567522.62039123,,2015-12-09T05:29:30,,54,10220,SA 
10693285,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4469,139.1202,15486785.7042372,-3561121.50511044,,2015-12-09T05:29:30,,100,10220,SA 
10693284,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21321,2015-12-09T05:23:08,2015-12-09T05:35:53,,VIIRS (AER),6,,-30.4939,139.0464,15478576.3370692,-3567196.15699149,,2015-12-09T05:29:30,,82,10220,SA 
10692470,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.43,139.0832,15482670.0000236,-3558943.20798308,358.1,2015-12-09T04:51:10,69,99,10220,SA 
10692465,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4289,139.1011,15484665.847174,-3558795.25599939,355,2015-12-09T04:49:40,57.6,97,10220,SA 
10692455,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.446,139.1181,15486553.0465015,-3561005.9378257,428.9,2015-12-09T04:47:00,450.8,100,10220,SA 
10692454,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4597,139.0959,15484089.9914482,-3562771.97338397,336.5,2015-12-09T04:46:50,20.6,61,10220,SA 
10692466,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4309,139.0889,15483305.3003576,-3559060.69290813,381.2,2015-12-09T04:45:30,140.5,100,10220,SA 
10692464,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4425,139.0792,15482224.9446994,-3560558.01163886,353.6,2015-12-09T04:44:50,51.5,97,10220,SA 
10692467,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4329,139.0771,15481987.1662671,-3559317.22698827,354.7,2015-12-09T04:44:40,57.8,97,10220,SA 
10692458,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4541,139.0692,15481110.6365966,-3562060.80305246,336.7,2015-12-09T04:44:30,17.2,26,10220,SA 
10692450,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-34.5358,135.1973,15050089.0266509,-4100974.30594929,325.5,2015-12-09T04:44:30,13.8,66,10220,SA 
10692451,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-33.0057,137.5843,15315814.7737464,-3896060.43475917,327.8,2015-12-09T04:44:30,7.1,0,10220,SA 
10692452,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4868,139.0522,15479218.4278921,-3566282.31126453,354.8,2015-12-09T04:44:30,57.9,97,10220,SA 
10692453,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4576,139.1084,15485474.3606357,-3562504.39196011,350.2,2015-12-09T04:44:30,48.4,95,10220,SA 
10692456,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.448,139.1058,15485182.2582918,-3561272.19611355,497.3,2015-12-09T04:44:30,1571.7,100,10220,SA 
10692457,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4501,139.0936,15483831.841549,-3561533.81134319,387.8,2015-12-09T04:44:30,169.2,100,10220,SA 
10692459,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4561,139.0573,15479784.0422248,-3562317.52741944,365.1,2015-12-09T04:44:30,83.9,100,10220,SA 
10692460,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4344,139.1275,15487606.1288844,-3559511.79356285,350.7,2015-12-09T04:44:30,54.7,95,10220,SA 
10692461,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4365,139.1153,15486240.4613713,-3559777.50380124,395.9,2015-12-09T04:44:30,216.5,100,10220,SA 
10692462,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4385,139.1032,15484895.1653251,-3560039.60442809,369.4,2015-12-09T04:44:30,98.3,100,10220,SA 
10692463,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.4405,139.091,15483543.0787899,-3560302.35609983,357.4,2015-12-09T04:44:30,60.1,98,10220,SA 
10692468,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.426,139.1075,15485380.9635829,-3558429.51479406,337.2,2015-12-09T04:44:30,22.6,88,10220,SA 
10692469,AQUA,2002-022A,NASA,MODIS,72330,2015-12-09T04:44:29,2015-12-09T04:57:54,,MOD14,5.0.1,,-30.428,139.0953,15484018.6356546,-3558687.84343188,351.7,2015-12-09T04:44:30,52,96,10220,SA 
