FID,id,satellite,satellite_nssdc_id,satellite_operating_agency,sensor,orbit,start_dt,stop_dt,filename,process_dt,process_algorithm,process_algorithm_version,load_dt,latitude,longitude,location,temp_kelvin,datetime,power,confidence,age_hours,australian_state
hotspot_historic.fid-63ecba5d_1599bad38c1_5060,10710889,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-34.929,118.1501,POINT (13152413.310634492 -4154242.5472326684),,2016-01-02T06:18:14,,96,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5061,10710890,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-34.9216,118.148,POINT (13152174.641646227 -4153237.6968498444),,2016-01-02T06:18:14,,100,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5062,10710891,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-34.9237,118.1372,POINT (13150968.606282981 -4153517.921649556),,2016-01-02T06:18:14,,100,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5063,10710892,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-34.9252,116.549,POINT (12974179.11732793 -4153717.911972153),,2016-01-02T06:18:14,,50,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5064,10710893,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-17.4621,122.736,POINT (13662912.47290744 -1974682.8570605693),,2016-01-02T06:18:14,,72,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5065,10710894,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-16.6973,123.0649,POINT (13699517.21578703 -1885619.9180301146),,2016-01-02T06:18:14,,82,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5066,10710895,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-16.7006,123.0509,POINT (13697962.193820136 -1885996.705791573),,2016-01-02T06:18:14,,92,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5067,10710896,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-16.7038,123.0369,POINT (13696410.51143797 -1886372.6863834753),,2016-01-02T06:18:14,,93,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5068,10710897,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-28.0022,122.9753,POINT (13689550.781776307 -3249256.583577411),,2016-01-02T06:18:14,,91,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5069,10710898,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-22.9211,117.7854,POINT (13111811.641437972 -2622483.7902998105),,2016-01-02T06:18:14,,100,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_506a,10710899,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21662,2016-01-02T06:13:59,2016-01-02T06:22:29,Npp20160102T061359Z20160102T062229Zhotspots.txt,,VIIRS (AER),6,,-22.9171,117.7859,POINT (13111860.955972394 -2621993.9415871976),,2016-01-02T06:18:14,,100,8971,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_505b,10705232,AQUA,2002-022A,NASA,MODIS,72687,2016-01-02T16:30:33,2016-01-02T16:43:07,Aqua20160102T163033Z20160102T164307Zhotspots.txt,,MOD14,5.0.1,,-18.6618,127.6991,POINT (14215401.792385576 -2115159.2288732217),337,2016-01-02T16:36:10,46.3,100,8961,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_505c,10705231,AQUA,2002-022A,NASA,MODIS,72687,2016-01-02T16:30:33,2016-01-02T16:43:07,Aqua20160102T163033Z20160102T164307Zhotspots.txt,,MOD14,5.0.1,,-18.6593,127.6848,POINT (14213808.476513848 -2114868.308325954),325.3,2016-01-02T16:35:00,28.5,100,8961,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5058,10710158,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21669,2016-01-02T17:26:49,2016-01-02T17:39:35,Npp20160102T172649Z20160102T173935Zhotspots.txt,,VIIRS (AER),6,,-22.2503,116.6036,POINT (12980248.255965982 -2541598.4544104054),,2016-01-02T17:33:12,,76,8960,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5059,10710159,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21669,2016-01-02T17:26:49,2016-01-02T17:39:35,Npp20160102T172649Z20160102T173935Zhotspots.txt,,VIIRS (AER),6,,-22.9112,117.7722,POINT (13110345.786383206 -2621285.360797699),,2016-01-02T17:33:12,,59,8960,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_505a,10710160,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21669,2016-01-02T17:26:49,2016-01-02T17:39:35,Npp20160102T172649Z20160102T173935Zhotspots.txt,,VIIRS (AER),6,,-18.6685,127.6925,POINT (14214659.514020965 -2115947.649603456),,2016-01-02T17:33:12,,42,8960,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_504c,10705247,NOAA 19,2009-005A,NOAA,AVHRR,35565,2016-01-02T17:56:10,2016-01-02T18:11:17,Noaa1920160102T175610Z20160102T181117Zhotspots.txt,,GA AVHRR,1.0.0,,-30.86,121.5,POINT (13525318.131382735 -3614580.794248502),302.5,2016-01-02T18:03:43,,,8959,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_504d,10705239,NOAA 19,2009-005A,NOAA,AVHRR,35565,2016-01-02T17:56:10,2016-01-02T18:11:17,Noaa1920160102T175610Z20160102T181117Zhotspots.txt,,GA AVHRR,1.0.0,,-18.43,127.44,POINT (14186555.906694785 -2087941.2271828426),301.5,2016-01-02T18:03:43,,,8959,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_504e,10705240,NOAA 19,2009-005A,NOAA,AVHRR,35565,2016-01-02T17:56:10,2016-01-02T18:11:17,Noaa1920160102T175610Z20160102T181117Zhotspots.txt,,GA AVHRR,1.0.0,,-18.65,127.71,POINT (14216612.169208966 -2113772.107079118),302.9,2016-01-02T18:03:43,,,8959,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_504f,10705241,NOAA 19,2009-005A,NOAA,AVHRR,35565,2016-01-02T17:56:10,2016-01-02T18:11:17,Noaa1920160102T175610Z20160102T181117Zhotspots.txt,,GA AVHRR,1.0.0,,-18.66,127.71,POINT (14216612.169208966 -2114947.0303490707),301.9,2016-01-02T18:03:43,,,8959,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5050,10705245,NOAA 19,2009-005A,NOAA,AVHRR,35565,2016-01-02T17:56:10,2016-01-02T18:11:17,Noaa1920160102T175610Z20160102T181117Zhotspots.txt,,GA AVHRR,1.0.0,,-22.91,117.76,POINT (13108983.235815896 -2621138.282458812),304,2016-01-02T18:03:43,,,8959,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5051,10705246,NOAA 19,2009-005A,NOAA,AVHRR,35565,2016-01-02T17:56:10,2016-01-02T18:11:17,Noaa1920160102T175610Z20160102T181117Zhotspots.txt,,GA AVHRR,1.0.0,,-22.91,117.77,POINT (13110096.43072383 -2621138.282458812),304,2016-01-02T18:03:43,,,8959,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5052,10705233,NOAA 19,2009-005A,NOAA,AVHRR,35565,2016-01-02T17:56:10,2016-01-02T18:11:17,Noaa1920160102T175610Z20160102T181117Zhotspots.txt,,GA AVHRR,1.0.0,,-16.7,123.03,POINT (13695636.95229645 -1885931.040591941),310.5,2016-01-02T18:03:43,,,8959,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5053,10705234,NOAA 19,2009-005A,NOAA,AVHRR,35565,2016-01-02T17:56:10,2016-01-02T18:11:17,Noaa1920160102T175610Z20160102T181117Zhotspots.txt,,GA AVHRR,1.0.0,,-16.7,123.04,POINT (13696750.147204377 -1885931.040591941),306.1,2016-01-02T18:03:43,,,8959,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5054,10705235,NOAA 19,2009-005A,NOAA,AVHRR,35565,2016-01-02T17:56:10,2016-01-02T18:11:17,Noaa1920160102T175610Z20160102T181117Zhotspots.txt,,GA AVHRR,1.0.0,,-16.71,123.04,POINT (13696750.147204377 -1887093.2852305502),314.2,2016-01-02T18:03:43,,,8959,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5055,10705236,NOAA 19,2009-005A,NOAA,AVHRR,35565,2016-01-02T17:56:10,2016-01-02T18:11:17,Noaa1920160102T175610Z20160102T181117Zhotspots.txt,,GA AVHRR,1.0.0,,-16.72,123.05,POINT (13697863.342112316 -1888255.5907672513),309.1,2016-01-02T18:03:43,,,8959,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5056,10705237,NOAA 19,2009-005A,NOAA,AVHRR,35565,2016-01-02T17:56:10,2016-01-02T18:11:17,Noaa1920160102T175610Z20160102T181117Zhotspots.txt,,GA AVHRR,1.0.0,,-16.72,123.06,POINT (13698976.537020244 -1888255.5907672513),310.6,2016-01-02T18:03:43,,,8959,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5057,10705238,NOAA 19,2009-005A,NOAA,AVHRR,35565,2016-01-02T17:56:10,2016-01-02T18:11:17,Noaa1920160102T175610Z20160102T181117Zhotspots.txt,,GA AVHRR,1.0.0,,-16.72,123.07,POINT (13700089.73192818 -1888255.5907672513),311.6,2016-01-02T18:03:43,,,8959,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5038,10705300,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-19.4687,127.7085,POINT (14216441.405110095 -2210196.224967727),356.3,2016-01-03T02:07:40,56.5,98,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5039,10705263,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-16.7057,123.0651,POINT (13699545.268298708 -1886598.6264710687),331.6,2016-01-03T02:05:10,13.8,40,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_503a,10705265,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-16.7086,123.0475,POINT (13697585.15470482 -1886936.2624228878),353.3,2016-01-03T02:04:30,52.1,97,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_503b,10705298,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-19.018,128.341,POINT (14286858.552762212 -2157050.7637046617),332,2016-01-03T02:03:20,10.1,43,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_503c,10705266,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-16.7103,123.0577,POINT (13698715.492814334 -1887123.7368585654),343.9,2016-01-03T01:59:20,32,92,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_503d,10705302,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-19.4788,127.7071,POINT (14216285.112545015 -2211392.7869425816),360.1,2016-01-03T01:58:30,66.8,100,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_503e,10705295,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-18.9376,128.3442,POINT (14287211.880825989 -2147590.584243164),332,2016-01-03T01:57:10,11.2,69,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_503f,10705297,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-19.0215,128.3331,POINT (14285980.353299342 -2157472.6540030357),348,2016-01-03T01:56:30,39.7,94,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5040,10705262,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-16.701,123.0346,POINT (13696143.901257517 -1886048.1920928287),346,2016-01-03T01:56:30,36.9,93,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5041,10705301,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-19.4772,127.6949,POINT (14214927.905313266 -2211204.3358640964),352.4,2016-01-03T01:56:20,48,96,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5042,10705292,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-18.2031,127.8357,POINT (14230609.370661823 -2061337.956663382),330.3,2016-01-03T01:56:10,11.2,83,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5043,10705305,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-30.8649,121.4934,POINT (13524583.534062995 -3615210.4018840813),340.5,2016-01-03T01:56:10,27.9,90,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5044,10705304,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-22.9168,117.7703,POINT (13110129.158654127 -2621957.683937653),340,2016-01-03T01:56:10,22.1,80,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5045,10705303,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-23.3642,120.4778,POINT (13411527.125254877 -2676119.6225731354),349.3,2016-01-03T01:56:10,31.8,95,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5046,10705299,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-19.0285,128.3396,POINT (14286702.260197133 -2158287.023378689),334.6,2016-01-03T01:56:10,14.7,74,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5047,10705296,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-18.9481,128.3429,POINT (14287064.04854222 -2148826.129882228),360.5,2016-01-03T01:56:10,70.7,100,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5048,10705294,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-18.5936,127.6305,POINT (14207767.501706969 -2107142.019034255),336.9,2016-01-03T01:56:10,18.4,88,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5049,10705293,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-18.506,127.3564,POINT (14177254.60664155 -2096856.051112174),336.5,2016-01-03T01:56:10,17,88,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_504a,10705264,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-16.707,123.0373,POINT (13696449.584579237 -1886747.7435401864),356.2,2016-01-03T01:56:10,60.4,98,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_504b,10705267,TERRA,1999-068A,NASA,MODIS,85332,2016-01-03T01:56:12,2016-01-03T02:08:10,Terra20160103T015612Z20160103T020810Zhotspots.txt,,MOD14,5.0.1,,-16.7119,123.0678,POINT (13699848.502591627 -1887311.5615646527),343.3,2016-01-03T01:56:10,31.7,92,8951,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5024,10709842,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-18.9591,128.3323,POINT (14285888.626038928 -2150118.133798827),,2016-01-03T04:19:43,,55,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5025,10709855,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-18.203,127.8342,POINT (14230442.94802309 -2061320.9649960075),,2016-01-03T04:19:43,,89,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5026,10709853,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-18.198,127.8318,POINT (14230175.447286706 -2060737.6320524693),,2016-01-03T04:19:43,,48,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5027,10709852,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-18.2102,127.8328,POINT (14230281.534761442 -2062167.870348828),,2016-01-03T04:19:43,,87,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5028,10709851,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-18.4141,127.4313,POINT (14185590.544070628 -2086081.0415244212),,2016-01-03T04:19:43,,81,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5029,10709850,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-18.4353,127.3398,POINT (14175404.031426605 -2088567.4680397287),,2016-01-03T04:19:43,,91,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_502a,10709849,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-18.4344,127.3503,POINT (14176571.772885026 -2088452.9432450552),,2016-01-03T04:19:43,,83,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_502b,10709848,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-18.5939,127.6184,POINT (14206417.864200592 -2107177.019127275),,2016-01-03T04:19:43,,78,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_502c,10709846,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-18.9344,128.3393,POINT (14286664.856848225 -2147210.803150969),,2016-01-03T04:19:43,,95,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_502d,10709845,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-18.9335,128.3486,POINT (14287699.348876176 -2147108.415330211),,2016-01-03T04:19:43,,81,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_502e,10709844,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-18.9463,128.3403,POINT (14286778.736687312 -2148613.5700118705),,2016-01-03T04:19:43,,98,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_502f,10709843,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-18.9454,128.3495,POINT (14287801.317529738 -2148511.8810533793),,2016-01-03T04:19:43,,99,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5030,10709841,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-19.0034,128.3441,POINT (14287199.96964047 -2155338.568805252),,2016-01-03T04:19:43,,58,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5031,10709840,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-19.0289,128.3283,POINT (14285438.561337654 -2158341.896796778),,2016-01-03T04:19:43,,93,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5032,10709799,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-19.4763,127.688,POINT (14214159.244229339 -2211096.650367099),,2016-01-03T04:19:43,,95,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5033,10709798,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-19.4754,127.698,POINT (14215276.112680463 -2210987.430498674),,2016-01-03T04:19:43,,94,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5034,10709797,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-19.4745,127.708,POINT (14216394.650923958 -2210877.502806684),,2016-01-03T04:19:43,,80,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5035,10709796,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-19.467,127.7052,POINT (14216077.056416724 -2209989.721102917),,2016-01-03T04:19:43,,70,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5036,10709795,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-19.4811,127.6863,POINT (14213972.450123787 -2211664.2494978793),,2016-01-03T04:19:43,,86,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5037,10709794,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21675,2016-01-03T04:12:38,2016-01-03T04:26:49,Npp20160103T041238Z20160103T042649Zhotspots.txt,,VIIRS (AER),6,,-19.4803,127.6963,POINT (14215088.42801899 -2211561.5207180222),,2016-01-03T04:19:43,,94,8949,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5019,10705475,AQUA,2002-022A,NASA,MODIS,72689,2016-01-03T04:38:59,2016-01-03T04:51:44,Aqua20160103T043859Z20160103T045144Zhotspots.txt,,MOD14,5.0.1,,-18.945,128.3445,POINT (14287247.503063042 -2148464.9207050786),356.8,2016-01-03T04:47:20,59.6,98,8948,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_501a,10705478,AQUA,2002-022A,NASA,MODIS,72689,2016-01-03T04:38:59,2016-01-03T04:51:44,Aqua20160103T043859Z20160103T045144Zhotspots.txt,,MOD14,5.0.1,,-18.2104,127.8211,POINT (14228975.31185647 -2062187.3236865967),335.5,2016-01-03T04:47:10,16.5,87,8948,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_501b,10705473,AQUA,2002-022A,NASA,MODIS,72689,2016-01-03T04:38:59,2016-01-03T04:51:44,Aqua20160103T043859Z20160103T045144Zhotspots.txt,,MOD14,5.0.1,,-18.9441,128.3512,POINT (14287994.902124226 -2148354.993912646),351.3,2016-01-03T04:45:40,45.5,96,8948,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_501c,10705405,AQUA,2002-022A,NASA,MODIS,72689,2016-01-03T04:38:59,2016-01-03T04:51:44,Aqua20160103T043859Z20160103T045144Zhotspots.txt,,MOD14,5.0.1,,-19.4781,127.7057,POINT (14216135.610468885 -2211311.549658521),342.1,2016-01-03T04:39:10,22.9,91,8948,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_501d,10705472,AQUA,2002-022A,NASA,MODIS,72689,2016-01-03T04:38:59,2016-01-03T04:51:44,Aqua20160103T043859Z20160103T045144Zhotspots.txt,,MOD14,5.0.1,,-18.9593,128.3319,POINT (14285837.641712142 -2150141.4393781265),342.8,2016-01-03T04:39:00,29.2,91,8948,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_501e,10705412,AQUA,2002-022A,NASA,MODIS,72689,2016-01-03T04:38:59,2016-01-03T04:51:44,Aqua20160103T043859Z20160103T045144Zhotspots.txt,,MOD14,5.0.1,,-19.4745,127.6763,POINT (14212864.15327345 -2210877.0305086174),338.2,2016-01-03T04:39:00,15.4,89,8948,WA 
