X,Y,Datetime,Latitude,Longitude,FRP(mw),Firesize(km2),temp(k),Category,Description
784844.334170519723557,-3481488.299491773825139,2015-12-17 06:10:00,-31.7181,140.3642,42.1,0.024105,510,10, Processed
806997.629213504260406,-3485552.563009975012392,2015-12-17 06:10:00,-31.7412,140.6025,48.32,0.007307,623.3,10, Processed
711381.515438696602359,-3482234.778180337045342,2015-12-17 06:10:00,-31.7657,139.5837,48.01,0.024096,519.4,10, Processed
806812.809413433657028,-3488153.67601283499971,2015-12-17 06:10:00,-31.7645,140.6024,56.55,0.205751,409.6,10, Processed
812547.011819531791843,-3493757.632106482051313,2015-12-17 06:10:00,-31.811,140.6674,64.77,0.28889,401.1,10, Processed
706760.103857379523106,-3489797.138796052429825,2015-12-17 06:10:00,-31.8356,139.5393,41.31,0.054266,458.8,10, Processed
745366.781078435480595,-3492062.140670179389417,2015-12-17 06:10:00,-31.8349,139.9516,-9999,-9999,-9999,15, Low Possibility
698451.056302395649254,-3491943.318853949662298,2015-12-17 06:10:00,-31.8591,139.4522,-9999,-9999,-9999,15, Low Possibility
563586.253250609268434,-3493287.494039746932685,2015-12-17 06:10:00,-31.9346,138.0163,55.19,0.001266,909.1,10, Processed
563388.659631516435184,-3495888.077601396944374,2015-12-17 06:10:00,-31.9579,138.0155,53.69,0.093243,443.6,10, Processed
674213.483435744070448,-3516797.438332517631352,2015-12-17 06:10:00,-32.0933,139.2091,-9999,-9999,-9999,15, Low Possibility
659366.911478656693362,-3185457.456227595452219,2015-12-17 06:20:00,-29.1477,138.8606,54.1,0.213191,405.9,10, Processed
610680.81488324329257,-3185654.890352679416537,2015-12-17 06:20:00,-29.1719,138.355,-9999,-9999,-9999,12, Cloudy
693167.389506828971207,-3194723.918049156200141,2015-12-17 06:20:00,-29.2136,139.217,49.26,0.101534,435.1,10, Processed
604077.865677961031906,-3192885.127535841427743,2015-12-17 06:20:00,-29.2392,138.2901,-9999,-9999,-9999,15, Low Possibility
596184.316264352644794,-3217683.209536592010409,2015-12-17 06:20:00,-29.4635,138.2206,49.14,0.006322,640.6,10, Processed
616055.940416444442235,-3223596.928092503454536,2015-12-17 06:20:00,-29.5074,138.4307,-9999,-9999,-9999,15, Low Possibility
789461.927342399256304,-3238117.45498098153621,2015-12-17 06:20:00,-29.5479,140.2461,-9999,-9999,-9999,15, Low Possibility
758126.597932544536889,-3251321.951767720747739,2015-12-17 06:20:00,-29.6831,139.9282,-9999,-9999,-9999,15, Low Possibility
571896.853408069815487,-3244397.223870637826622,2015-12-17 06:20:00,-29.7118,137.9806,45.57,0.004906,660.8,10, Processed
535055.725464548915625,-3248013.183738676831126,2015-12-17 06:20:00,-29.7589,137.5975,-9999,-9999,-9999,15, Low Possibility
759094.111348840058781,-3266570.594537892844528,2015-12-17 06:20:00,-29.8183,139.9482,-9999,-9999,-9999,15, Low Possibility
594347.763908317312598,-3270670.212730828672647,2015-12-17 06:20:00,-29.9363,138.2284,-9999,-9999,-9999,15, Low Possibility
596379.25498497497756,-3270758.276621927507222,2015-12-17 06:20:00,-29.9362,138.2497,83.25,0.348369,403.4,10, Processed
596188.628219414851628,-3273285.664112523198128,2015-12-17 06:20:00,-29.9588,138.249,-9999,-9999,-9999,15, Low Possibility
577395.860785758937709,-3280090.615438890643418,2015-12-17 06:20:00,-30.0275,138.0557,55.95,0.007493,636.2,10, Processed
596738.302458690362982,-3293627.467011258471757,2015-12-17 06:20:00,-30.1398,138.2652,49.22,0.043657,481.4,10, Processed
600784.105990282492712,-3293804.262621132656932,2015-12-17 06:20:00,-30.1396,138.3077,48.49,0.107045,431.8,10, Processed
806632.368516528047621,-3312779.234717202372849,2015-12-17 06:20:00,-30.2024,140.4766,-9999,-9999,-9999,12, Cloudy
593594.084241566131823,-3308769.568824793212116,2015-12-17 06:20:00,-30.2761,138.24,-9999,-9999,-9999,15, Low Possibility
591378.611340136732906,-3311219.989981346298009,2015-12-17 06:20:00,-30.2989,138.218,46.38,0.000936,938.2,10, Processed
593403.340768733527511,-3311307.561135672964156,2015-12-17 06:20:00,-30.2988,138.2393,-9999,-9999,-9999,15, Low Possibility
774445.837382846977562,-3366977.536732682958245,2015-12-17 06:20:00,-30.7037,140.1757,-9999,-9999,-9999,15, Low Possibility
788616.509040055447258,-3367882.740035167429596,2015-12-17 06:20:00,-30.7036,140.3255,51.42,0.079917,449.7,10, Processed
801378.307703870232217,-3389280.930582609958947,2015-12-17 06:20:00,-30.8867,140.4748,-9999,-9999,-9999,15, Low Possibility
571893.478677846374922,-3382113.125345611479133,2015-12-17 06:20:00,-30.9392,138.0487,-9999,-9999,-9999,15, Low Possibility
811154.857160538900644,-3395087.824052316136658,2015-12-17 06:20:00,-30.9326,140.582,39.06,0.040303,472.5,10, Processed
816875.419888383941725,-3400627.412413245998323,2015-12-17 06:20:00,-30.9785,140.6463,35.72,0.006767,600.6,10, Processed
777680.427373850019649,-3408383.446422097273171,2015-12-17 06:20:00,-31.0707,140.2379,-9999,-9999,-9999,15, Low Possibility
735881.77977304905653,-3423911.796068386174738,2015-12-17 06:20:00,-31.2325,139.8063,-9999,-9999,-9999,15, Low Possibility
894776.680608875001781,-3452821.295492997393012,2015-12-17 06:20:00,-31.394,141.509,51.28,0.104134,435.6,10, Processed
894612.524714688304812,-3455402.584266097284853,2015-12-17 06:20:00,-31.4171,141.5093,40.59,0.034197,484.5,10, Processed
733890.103780372999609,-3452305.657541559077799,2015-12-17 06:20:00,-31.4867,139.8036,33.81,0.023452,497.2,10, Processed
877533.976754820672795,-3467117.749799285084009,2015-12-17 06:20:00,-31.5327,141.3375,-9999,-9999,-9999,15, Low Possibility
781679.778876276221126,-3468258.592902432661504,2015-12-17 06:20:00,-31.602,140.3214,-9999,-9999,-9999,15, Low Possibility
862818.964465480763465,-3473838.298559766728431,2015-12-17 06:20:00,-31.6021,141.1866,36.08,0.072972,435.7,10, Processed
860616.981813943595625,-3476283.493788591586053,2015-12-17 06:20:00,-31.6253,141.1651,-9999,-9999,-9999,12, Cloudy
575907.28191530785989,-3465114.307716889306903,2015-12-17 06:20:00,-31.6779,138.1332,-9999,-9999,-9999,15, Low Possibility
782999.954273320734501,-3478754.140551941934973,2015-12-17 06:20:00,-31.6948,140.3427,39.76,0.051796,459.2,10, Processed
785024.317856618086807,-3478886.695521542802453,2015-12-17 06:20:00,-31.6948,140.3643,-9999,-9999,-9999,15, Low Possibility
743876.033569111954421,-3484142.942213836126029,2015-12-17 06:20:00,-31.7651,139.9305,-9999,-9999,-9999,15, Low Possibility
804790.012311185244471,-3488017.437073912937194,2015-12-17 06:20:00,-31.7645,140.5808,-9999,-9999,-9999,12, Cloudy
847403.478727407753468,-3490971.381219546310604,2015-12-17 06:20:00,-31.7646,141.0359,-9999,-9999,-9999,15, Low Possibility
800551.494871894828975,-3490346.488648262806237,2015-12-17 06:20:00,-31.7878,140.5374,45.88,0.114347,426.2,10, Processed
767890.376275681192055,-3490840.699239107314497,2015-12-17 06:20:00,-31.8113,140.1904,47.13,0.167361,410.7,10, Processed
784125.954296449897811,-3491871.622945137321949,2015-12-17 06:20:00,-31.8111,140.3638,50.39,0.001947,807.3,10, Processed
786157.461790542467497,-3492004.983458990231156,2015-12-17 06:20:00,-31.8111,140.3855,54.9,0.118812,433,10, Processed
806102.445646974723786,-3498548.087959608994424,2015-12-17 06:20:00,-31.8576,140.6023,43.86,0.059295,457,10, Processed
811839.999674589140341,-3504162.858307008165866,2015-12-17 06:20:00,-31.9042,140.6674,52.44,0.143851,421.6,10, Processed
678845.110822160961106,-3509182.695537171326578,2015-12-17 06:20:00,-32.023,139.2539,-9999,-9999,-9999,15, Low Possibility
684754.107191076735035,-3512119.801796756219119,2015-12-17 06:20:00,-32.0462,139.3187,-9999,-9999,-9999,15, Low Possibility
765891.491310969577171,-3519493.503098462708294,2015-12-17 06:20:00,-32.068,140.1887,42.15,0.0527,461.1,10, Processed
781792.427918696776032,-3525748.899764674250036,2015-12-17 06:20:00,-32.1146,140.3626,52.28,0.109331,434.1,10, Processed
693167.389506828971207,-3194723.918049156200141,2015-12-17 06:30:00,-29.2136,139.217,46.22,0.082373,442.4,10, Processed
692987.176594211836345,-3197229.990985984448344,2015-12-17 06:30:00,-29.236,139.2166,50.95,0.125231,426.8,10, Processed
695002.220257096691057,-3197332.869745882693678,2015-12-17 06:30:00,-29.2359,139.2376,51.45,0.099024,438.6,10, Processed
643963.343445277656429,-3202260.387020946945995,2015-12-17 06:30:00,-29.3046,138.7098,-9999,-9999,-9999,15, Low Possibility
530114.108860108419321,-3204966.530193277169019,2015-12-17 06:30:00,-29.3773,137.5264,31.78,0.024521,490.3,10, Processed
615117.977338752476498,-3208458.683188991155475,2015-12-17 06:30:00,-29.373,138.413,-9999,-9999,-9999,15, Low Possibility
612912.129601590917446,-3210874.504821793176234,2015-12-17 06:30:00,-29.3955,138.3913,-9999,-9999,-9999,15, Low Possibility
614934.440841402276419,-3210964.699251107871532,2015-12-17 06:30:00,-29.3954,138.4124,60.93,0.256983,403.2,10, Processed
533797.866757073788904,-3210132.956175728235394,2015-12-17 06:30:00,-29.4219,137.5671,39.95,0.085856,433.4,10, Processed
527156.203015003353357,-3217444.211101096123457,2015-12-17 06:30:00,-29.4896,137.5012,34.27,0.039585,465.9,10, Processed
633532.328202540753409,-3234505.875152942724526,2015-12-17 06:30:00,-29.5966,138.6187,-9999,-9999,-9999,15, Low Possibility
609070.862944712047465,-3235900.402403632644564,2015-12-17 06:30:00,-29.6201,138.3643,51.03,0.043365,484.1,10, Processed
623049.581853499519639,-3239064.2370023149997,2015-12-17 06:30:00,-29.642,138.5118,-9999,-9999,-9999,15, Low Possibility
723252.254757665446959,-3256865.404456291347742,2015-12-17 06:30:00,-29.7513,139.5678,41.79,0.001987,772.6,10, Processed
603375.727766199153848,-3258395.875551390461624,2015-12-17 06:30:00,-29.823,138.3165,-9999,-9999,-9999,15, Low Possibility
594347.763908317312598,-3270670.212730828672647,2015-12-17 06:30:00,-29.9363,138.2284,-9999,-9999,-9999,15, Low Possibility
596379.25498497497756,-3270758.276621927507222,2015-12-17 06:30:00,-29.9362,138.2497,-9999,-9999,-9999,15, Low Possibility
594167.09159531025216,-3273198.096881214063615,2015-12-17 06:30:00,-29.9589,138.2278,-9999,-9999,-9999,15, Low Possibility
596188.628219414851628,-3273285.664112523198128,2015-12-17 06:30:00,-29.9588,138.249,-9999,-9999,-9999,15, Low Possibility
743776.674392988090403,-3311393.816151427105069,2015-12-17 06:30:00,-30.2258,139.8169,-9999,-9999,-9999,15, Low Possibility
789584.472462363424711,-3324418.266791537869722,2015-12-17 06:30:00,-30.316,140.3059,-9999,-9999,-9999,15, Low Possibility
781933.029098667437211,-3346944.893571383785456,2015-12-17 06:30:00,-30.521,140.2409,-9999,-9999,-9999,15, Low Possibility
803841.634298427728936,-3353489.924509895034134,2015-12-17 06:30:00,-30.5665,140.4757,35.87,0.022097,505,10, Processed
574363.068113804911263,-3348828.84773414907977,2015-12-17 06:30:00,-30.6414,138.0581,-9999,-9999,-9999,15, Low Possibility
793987.929758783895522,-3378508.164586031809449,2015-12-17 06:30:00,-30.7951,140.3894,42.1,0.014056,550.5,10, Processed
533483.956458338187076,-3378033.404272554907948,2015-12-17 06:30:00,-30.9185,137.6411,49.75,0.093406,440,10, Processed
787027.16454298782628,-3390929.346120382659137,2015-12-17 06:30:00,-30.9098,140.3246,37.07,0.002254,735.3,10, Processed
827173.406606966396794,-3398747.42987406719476,2015-12-17 06:30:00,-30.9555,140.7536,46.95,0.038628,486,10, Processed
889927.04145937145222,-3403274.286782591603696,2015-12-17 06:30:00,-30.956,141.4189,-9999,-9999,-9999,15, Low Possibility
824274.60885427321773,-3411460.161924900487065,2015-12-17 06:30:00,-31.0705,140.7322,53.16,0.047072,481.5,10, Processed
807190.731394780334085,-3423222.652742574457079,2015-12-17 06:30:00,-31.1856,140.5601,46.89,0.160967,412,10, Processed
595826.925681883469224,-3416676.958575629629195,2015-12-17 06:30:00,-31.2371,138.3195,-9999,-9999,-9999,15, Low Possibility
800574.406343655893579,-3430547.096459790598601,2015-12-17 06:30:00,-31.2548,140.4953,41.29,0.085126,435.2,10, Processed
816796.235329578397796,-3431638.376882662530988,2015-12-17 06:30:00,-31.2548,140.6677,-9999,-9999,-9999,12, Cloudy
849842.120904058683664,-3454684.62180541548878,2015-12-17 06:30:00,-31.4397,141.0345,43.24,0.019295,527.8,10, Processed
664858.244882689672522,-3448484.847989341709763,2015-12-17 06:30:00,-31.4885,139.0689,-9999,-9999,-9999,15, Low Possibility
729822.296284106909297,-3452068.785526884254068,2015-12-17 06:30:00,-31.4868,139.7603,-9999,-9999,-9999,15, Low Possibility
749941.460604939726181,-3455866.791963032912463,2015-12-17 06:30:00,-31.5096,139.9762,-9999,-9999,-9999,15, Low Possibility
556526.856767174671404,-3451312.542906751390547,2015-12-17 06:30:00,-31.5629,137.9203,-9999,-9999,-9999,15, Low Possibility
704550.013347409432754,-3463611.33042176393792,2015-12-17 06:30:00,-31.6032,139.4994,-9999,-9999,-9999,15, Low Possibility
792968.652571483282372,-3482012.514020933303982,2015-12-17 06:30:00,-31.718,140.4509,-9999,-9999,-9999,15, Low Possibility
829487.430303394095972,-3484487.681572386529297,2015-12-17 06:30:00,-31.718,140.8407,-9999,-9999,-9999,15, Low Possibility
540512.253693889826536,-3474109.394810475409031,2015-12-17 06:30:00,-31.7729,137.7611,-9999,-9999,-9999,15, Low Possibility
540320.221838822239079,-3476699.730003714095801,2015-12-17 06:30:00,-31.7961,137.7603,49.75,0.157581,415.4,10, Processed
568056.797328750835732,-3488245.286910372320563,2015-12-17 06:30:00,-31.8877,138.0614,-9999,-9999,-9999,15, Low Possibility
553398.473095143330283,-3492878.929009496234357,2015-12-17 06:30:00,-31.9352,137.9075,59.85,-9999,-9999,14, Medium Possibility
553203.094785092165694,-3495479.677850624080747,2015-12-17 06:30:00,-31.9585,137.9067,58.79,0.005594,675.6,10, Processed
555243.870726020075381,-3495563.072817363310605,2015-12-17 06:30:00,-31.9584,137.9285,48.81,0.024785,518.4,10, Processed
550381.387574965367094,-3505832.492145069874823,2015-12-17 06:30:00,-32.0521,137.8817,52.19,0.105,436.3,10, Processed
719142.58009607589338,-3516663.330694979056716,2015-12-17 06:30:00,-32.0687,139.6883,-9999,-9999,-9999,15, Low Possibility
850051.709296604502015,-3181803.324114905670285,2015-12-17 06:40:00,-29.0108,140.8364,-9999,-9999,-9999,15, Low Possibility
555886.501941010472365,-3185856.422272779047489,2015-12-17 06:40:00,-29.1969,137.7857,-9999,-9999,-9999,15, Low Possibility
691142.324310038005933,-3194620.800144932698458,2015-12-17 06:40:00,-29.2137,139.1959,-9999,-9999,-9999,15, Low Possibility
567659.197175806039013,-3191346.90158915752545,2015-12-17 06:40:00,-29.241,137.9107,-9999,-9999,-9999,12, Cloudy
688948.081066629267298,-3197013.490517668891698,2015-12-17 06:40:00,-29.2361,139.1745,49.14,0.162186,413.7,10, Processed
739417.062891625566408,-3199820.151737759355456,2015-12-17 06:40:00,-29.2349,139.7006,-9999,-9999,-9999,15, Low Possibility
692097.217204979388043,-3209738.146587620023638,2015-12-17 06:40:00,-29.3478,139.2147,44.64,0.030068,499,10, Processed
685323.612925614695996,-3219454.767889853101224,2015-12-17 06:40:00,-29.4377,139.1499,40.24,0.006408,617.9,10, Processed
689365.51713324082084,-3219659.416734242811799,2015-12-17 06:40:00,-29.4375,139.1921,-9999,-9999,-9999,15, Low Possibility
610351.405066481907852,-3218303.195491538383067,2015-12-17 06:40:00,-29.4628,138.3685,-9999,-9999,-9999,15, Low Possibility
612372.48740947409533,-3218392.967164780944586,2015-12-17 06:40:00,-29.4627,138.3896,-9999,-9999,-9999,15, Low Possibility
837890.43084834353067,-3241321.615585679654032,2015-12-17 06:40:00,-29.5477,140.7527,-9999,-9999,-9999,15, Low Possibility
756451.578945113695227,-3246173.699688198510557,2015-12-17 06:40:00,-29.6382,139.9074,-9999,-9999,-9999,15, Low Possibility
860912.378566616447642,-3260627.832286177203059,2015-12-17 06:40:00,-29.7052,141.0066,36.56,0.14785,404.3,10, Processed
585328.334700609906577,-3255080.43903982732445,2015-12-17 06:40:00,-29.8013,138.1262,-9999,-9999,-9999,15, Low Possibility
595816.992397821741179,-3278340.796425123699009,2015-12-17 06:40:00,-30.004,138.2477,64.2,0.178233,420.8,10, Processed
564303.444193042931147,-3292258.47700835717842,2015-12-17 06:40:00,-30.1414,137.9245,-9999,-9999,-9999,15, Low Possibility
560063.954380898037925,-3294632.150911931414157,2015-12-17 06:40:00,-30.1643,137.8812,-9999,-9999,-9999,15, Low Possibility
541565.681085493997671,-3324501.271858474705368,2015-12-17 06:40:00,-30.438,137.7012,41.62,0.015984,539.3,10, Processed
791700.49260420515202,-3352689.379383101128042,2015-12-17 06:40:00,-30.5665,140.3475,-9999,-9999,-9999,15, Low Possibility
714425.7773494978901,-3353134.109543157741427,2015-12-17 06:40:00,-30.6133,139.535,-9999,-9999,-9999,15, Low Possibility
797506.221941519877873,-3386453.332274237181991,2015-12-17 06:40:00,-30.8638,140.432,-9999,-9999,-9999,15, Low Possibility
855814.638672737055458,-3426595.487173881847411,2015-12-17 06:40:00,-31.1857,141.0766,47.28,0.069173,452.6,10, Processed
855640.410776652744971,-3429176.575820550322533,2015-12-17 06:40:00,-31.2088,141.0767,47.35,0.005137,659.9,10, Processed
833007.168803720735013,-3432750.894814769271761,2015-12-17 06:40:00,-31.2548,140.84,43.85,0.001938,784.5,10, Processed
542390.875755414832383,-3422232.386854062322527,2015-12-17 06:40:00,-31.3092,137.7562,-9999,-9999,-9999,15, Low Possibility
734793.692535573383793,-3439382.927792548667639,2015-12-17 06:40:00,-31.371,139.8048,-9999,-9999,-9999,15, Low Possibility
734616.980758314020932,-3441963.369354217778891,2015-12-17 06:40:00,-31.3941,139.8046,-9999,-9999,-9999,15, Low Possibility
747913.205488170264289,-3455740.168872269336134,2015-12-17 06:40:00,-31.5096,139.9546,44.65,0.203109,400.7,10, Processed
552458.372932811849751,-3451146.974517968483269,2015-12-17 06:40:00,-31.5631,137.877,20.95,0.060437,420,10, Processed
826663.967465873924084,-3466060.006603846792132,2015-12-17 06:40:00,-31.5555,140.7972,40.31,0.011118,566.3,10, Processed
576688.025499302544631,-3454741.223072879016399,2015-12-17 06:40:00,-31.585,138.1362,45.55,0.062481,456.3,10, Processed
736851.939986063400283,-3468076.650202431250364,2015-12-17 06:40:00,-31.6257,139.8453,-9999,-9999,-9999,15, Low Possibility
573880.057553914375603,-3465028.288793267682195,2015-12-17 06:40:00,-31.678,138.1116,64.39,0.237979,408.7,10, Processed
573680.83859090344049,-3467618.392977389506996,2015-12-17 06:40:00,-31.7012,138.1108,54.64,0.197175,409.7,10, Processed
575717.005708500626497,-3467704.829134390689433,2015-12-17 06:40:00,-31.7011,138.1325,66.37,0.26465,405.7,10, Processed
575526.761497229337692,-3470295.277531846426427,2015-12-17 06:40:00,-31.7243,138.1318,-9999,-9999,-9999,15, Low Possibility
573291.350582422921434,-3472810.010365152265877,2015-12-17 06:40:00,-31.7477,138.1093,-9999,-9999,-9999,15, Low Possibility
818462.414864255813882,-3496774.564693725202233,2015-12-17 06:40:00,-31.8343,140.7325,39.55,0.010614,568.7,10, Processed
820493.089072185684927,-3496913.757368085440248,2015-12-17 06:40:00,-31.8343,140.7542,38.38,0.002443,728.7,10, Processed
693337.389816305949353,-3192228.477200995199382,2015-12-17 06:50:00,-29.1913,139.2173,41.54,0.00672,616.3,10, Processed
693167.389506828971207,-3194723.918049156200141,2015-12-17 06:50:00,-29.2136,139.217,-9999,-9999,-9999,15, Low Possibility
613635.179417564417236,-3200849.689550470095128,2015-12-17 06:50:00,-29.3059,138.3936,39.44,0.142519,409.3,10, Processed
696493.413645113236271,-3204955.070318865124136,2015-12-17 06:50:00,-29.303,139.2576,-9999,-9999,-9999,15, Low Possibility
696313.078036657418124,-3207449.791561882011592,2015-12-17 06:50:00,-29.3253,139.2572,-9999,-9999,-9999,15, Low Possibility
556625.924616211326793,-3203459.755653288215399,2015-12-17 06:50:00,-29.3534,137.8017,34.37,0.010601,556.9,10, Processed
531765.910953332902864,-3210055.749264232348651,2015-12-17 06:50:00,-29.422,137.5459,26.39,0.020626,489.3,10, Processed
610707.121660810429603,-3213290.695122554432601,2015-12-17 06:50:00,-29.418,138.3696,41.76,0.007187,610,10, Processed
610351.405066481907852,-3218303.195491538383067,2015-12-17 06:50:00,-29.4628,138.3685,-9999,-9999,-9999,12, Cloudy
543364.393495327443816,-3218041.078089095186442,2015-12-17 06:50:00,-29.4886,137.6704,29.38,0.055366,439.5,10, Processed
623597.826552627841011,-3231513.388104982208461,2015-12-17 06:50:00,-29.5745,138.5135,-9999,-9999,-9999,15, Low Possibility
625616.739612458623014,-3231605.348658525384963,2015-12-17 06:50:00,-29.5744,138.5346,31.97,0.056915,442.5,10, Processed
598218.066390326712281,-3245524.020935484673828,2015-12-17 06:50:00,-29.7106,138.256,-9999,-9999,-9999,12, Cloudy
600244.197796618100256,-3245612.259161676745862,2015-12-17 06:50:00,-29.7105,138.2772,-9999,-9999,-9999,15, Low Possibility
817662.900050500873476,-3270304.258853448554873,2015-12-17 06:50:00,-29.8178,140.5623,-9999,-9999,-9999,15, Low Possibility
739664.339370006811805,-3283167.296505753416568,2015-12-17 06:50:00,-29.9767,139.7558,-9999,-9999,-9999,15, Low Possibility
927524.692902428447269,-3326633.344688595738262,2015-12-17 06:50:00,-30.2488,141.7535,40.73,0.058658,453.1,10, Processed
884757.36229799001012,-3328461.240662243682891,2015-12-17 06:50:00,-30.2935,141.3068,-9999,-9999,-9999,15, Low Possibility
572522.140324811916798,-3346195.22529314737767,2015-12-17 06:50:00,-30.6187,138.0374,16.68,0.003169,600.4,10, Processed
794065.41223548038397,-3406848.474846799392253,2015-12-17 06:50:00,-31.0475,140.4099,-9999,-9999,-9999,15, Low Possibility
734793.692535573383793,-3439382.927792548667639,2015-12-17 06:50:00,-31.371,139.8048,-9999,-9999,-9999,15, Low Possibility
786637.979713177890517,-3455569.487942154984921,2015-12-17 06:50:00,-31.486,140.3652,-9999,-9999,-9999,15, Low Possibility
577268.838039943249896,-3446968.826650637667626,2015-12-17 06:50:00,-31.5154,138.1384,43.84,0.072044,446.6,10, Processed
573880.057553914375603,-3465028.288793267682195,2015-12-17 06:50:00,-31.678,138.1116,-9999,-9999,-9999,15, Low Possibility
577562.475727180833928,-3470382.027600338682532,2015-12-17 06:50:00,-31.7242,138.1535,53.49,0.019816,542.1,10, Processed
818640.501463272492401,-3494173.230985484085977,2015-12-17 06:50:00,-31.811,140.7325,43.55,0.118712,421.9,10, Processed
698809.145067189820111,-3515511.603955174330622,2015-12-17 06:50:00,-32.0692,139.4707,-9999,-9999,-9999,15, Low Possibility
788359.00817215652205,-3195263.277726132888347,2015-12-17 07:00:00,-29.1672,140.2059,-9999,-9999,-9999,15, Low Possibility
616782.393165078712627,-3213561.670722209382802,2015-12-17 07:00:00,-29.4177,138.433,36.11,0.047392,458.6,10, Processed
563613.355563600664027,-3218833.719144942238927,2015-12-17 07:00:00,-29.4875,137.8818,-9999,-9999,-9999,12, Cloudy
563247.624689167249016,-3223857.246288216207176,2015-12-17 07:00:00,-29.5324,137.8804,41.62,0.061891,451.6,10, Processed
623783.811817608308047,-3228996.542249882593751,2015-12-17 07:00:00,-29.552,138.5141,34.54,0.048431,455,10, Processed
661660.321379487984814,-3238400.054426712915301,2015-12-17 07:00:00,-29.618,138.9142,-9999,-9999,-9999,12, Cloudy
663503.005539324949495,-3241015.472186083905399,2015-12-17 07:00:00,-29.6404,138.9349,25.24,0.005973,579.7,10, Processed
585704.438710821676068,-3250035.970188573002815,2015-12-17 07:00:00,-29.7562,138.1276,48.29,0.101587,434,10, Processed
733352.794840497896075,-3257446.157987421844155,2015-12-17 07:00:00,-29.7511,139.6736,-9999,-9999,-9999,15, Low Possibility
590853.00777699996252,-3262912.442047519609332,2015-12-17 07:00:00,-29.8687,138.1879,-9999,-9999,-9999,12, Cloudy
592695.916365632787347,-3265527.479466855060309,2015-12-17 07:00:00,-29.8912,138.2085,53.31,0.10906,435.2,10, Processed
684347.078242601128295,-3290238.563983399886638,2015-12-17 07:00:00,-30.0685,139.1812,38.45,0.118931,415.5,10, Processed
759321.113021969096735,-3438271.826060215011239,2015-12-17 07:00:00,-31.3475,140.0639,-9999,-9999,-9999,15, Low Possibility
798807.340911314240657,-3456373.654092649463564,2015-12-17 07:00:00,-31.486,140.4948,-9999,-9999,-9999,15, Low Possibility
814319.734083036426455,-3467806.850945753511041,2015-12-17 07:00:00,-31.5786,140.6675,49.6,0.168345,412.2,10, Processed
726700.660775474621914,-3467479.233176864683628,2015-12-17 07:00:00,-31.6259,139.7371,-9999,-9999,-9999,15, Low Possibility
575526.761497229337692,-3470295.277531846426427,2015-12-17 07:00:00,-31.7243,138.1318,41.5,0.009941,578.7,10, Processed
649463.237928472924978,-3491973.57893175445497,2015-12-17 07:00:00,-31.884,138.9306,-9999,-9999,-9999,15, Low Possibility
549191.142232070676982,-3521510.909861714113504,2015-12-17 07:00:00,-32.1926,137.8767,55.01,-9999,-9999,14, Medium Possibility
544710.996489291661419,-3526579.008425599895418,2015-12-17 07:00:00,-32.2397,137.8313,45.85,0.009256,594.5,10, Processed
544516.41198071197141,-3529201.134266234003007,2015-12-17 07:00:00,-32.2632,137.8305,-9999,-9999,-9999,15, Low Possibility
608868.025221347808838,-3210683.917568768374622,2015-12-17 07:10:00,-29.3956,138.3491,34.98,0.054297,449.4,10, Processed
682052.399647832731716,-3236927.526539040263742,2015-12-17 07:10:00,-29.5949,139.126,33.05,0.13928,402.9,10, Processed
600969.895422964706086,-3235532.882200544700027,2015-12-17 07:10:00,-29.6204,138.2796,-9999,-9999,-9999,15, Low Possibility
665529.333497844752856,-3241125.743079135660082,2015-12-17 07:10:00,-29.6404,138.9561,-9999,-9999,-9999,15, Low Possibility
590853.00777699996252,-3262912.442047519609332,2015-12-17 07:10:00,-29.8687,138.1879,-9999,-9999,-9999,15, Low Possibility
594718.724217228940688,-3265614.802097412757576,2015-12-17 07:10:00,-29.8911,138.2297,-9999,-9999,-9999,12, Cloudy
719804.426465159165673,-3276945.143776734825224,2015-12-17 07:10:00,-29.9319,139.5442,32.18,0.099765,415.7,10, Processed
539344.218689981498756,-3326971.176023220643401,2015-12-17 07:10:00,-30.4609,137.679,-9999,-9999,-9999,12, Cloudy
800677.039386034128256,-3399551.617062654346228,2015-12-17 07:10:00,-30.9786,140.4746,-9999,-9999,-9999,15, Low Possibility
843200.892645108047873,-3402451.920281667727977,2015-12-17 07:10:00,-30.9786,140.9254,-9999,-9999,-9999,15, Low Possibility
843021.832958224928007,-3405010.761135453358293,2015-12-17 07:10:00,-31.0015,140.9254,40.87,0.050842,461.3,10, Processed
856152.883928125491366,-3421443.619777180254459,2015-12-17 07:10:00,-31.1396,141.0763,34.98,0.001804,759.9,10, Processed
531157.378891596803442,-3408885.495954705402255,2015-12-17 07:10:00,-31.1946,137.6309,-9999,-9999,-9999,15, Low Possibility
850372.357303307624534,-3446932.464060300961137,2015-12-17 07:10:00,-31.3703,141.0343,-9999,-9999,-9999,15, Low Possibility
538870.884118435438722,-3468826.04181635659188,2015-12-17 07:10:00,-31.7264,137.7411,-9999,-9999,-9999,15, Low Possibility
557275.275431074434891,-3495646.379896957892925,2015-12-17 07:10:00,-31.9583,137.9502,-9999,-9999,-9999,15, Low Possibility
637901.564837697078474,-3201976.920704580843449,2015-12-17 07:20:00,-29.3049,138.6466,28.44,0.011861,532.9,10, Processed
560117.482212261413224,-3211140.546642516274005,2015-12-17 07:20:00,-29.4204,137.8417,-9999,-9999,-9999,15, Low Possibility
