X,Y,Datetime,Latitude,Longitude,FRP(mw),Firesize(km2),temp(k),Category,Description
668750.119684280245565,-3337864.1186419990845,2015-12-08 07:00:00,-30.5005,139.0454,56.74,-9999,-9999,13, High Possibility
669116.550438842503354,-3332777.596641822718084,2015-12-08 07:10:00,-30.455,139.0463,222.86,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 07:10:00,-30.4549,139.0676,1511.2,0.066741,784.6,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 07:10:00,-30.4548,139.089,1107.25,0.017364,1000.5,10, Processed
668928.891447572386824,-3335315.024608330335468,2015-12-08 07:10:00,-30.4777,139.0458,110.96,-9999,-9999,13, High Possibility
670958.539698705310002,-3335427.244945395737886,2015-12-08 07:10:00,-30.4777,139.0672,426.38,0.022632,755.5,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 07:10:00,-30.4776,139.0885,431.36,0.007166,985.5,10, Processed
668750.119684280245565,-3337864.1186419990845,2015-12-08 07:10:00,-30.5005,139.0454,66.53,-9999,-9999,13, High Possibility
726931.68284367385786,-3348726.454384987708181,2015-12-08 07:10:00,-30.5674,139.6638,-9999,-9999,-9999,15, Low Possibility
869170.237855462823063,-3409474.465678987558931,2015-12-08 07:10:00,-31.0247,141.2047,-9999,-9999,-9999,15, Low Possibility
671326.481412436696701,-3330329.500521546695381,2015-12-08 07:20:00,-30.4321,139.0681,97.52,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 07:20:00,-30.4321,139.0894,65.21,-9999,-9999,13, High Possibility
669116.550438842503354,-3332777.596641822718084,2015-12-08 07:20:00,-30.455,139.0463,254.48,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 07:20:00,-30.4549,139.0676,1333.32,0.078547,739.8,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 07:20:00,-30.4548,139.089,854.07,0.096456,655.2,10, Processed
668928.891447572386824,-3335315.024608330335468,2015-12-08 07:20:00,-30.4777,139.0458,78.38,-9999,-9999,13, High Possibility
670958.539698705310002,-3335427.244945395737886,2015-12-08 07:20:00,-30.4777,139.0672,318.93,0.015894,765.2,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 07:20:00,-30.4776,139.0885,314.87,0.014389,779,10, Processed
668750.119684280245565,-3337864.1186419990845,2015-12-08 07:20:00,-30.5005,139.0454,57.2,-9999,-9999,13, High Possibility
941901.572820565430447,-3479954.490016335621476,2015-12-08 07:20:00,-31.6035,142.0304,-9999,-9999,-9999,15, Low Possibility
950883.055152568500489,-3280135.909973359666765,2015-12-08 07:30:00,-29.8192,141.9601,-9999,-9999,-9999,15, Low Possibility
671326.481412436696701,-3330329.500521546695381,2015-12-08 07:30:00,-30.4321,139.0681,181.88,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 07:30:00,-30.4321,139.0894,192,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 07:30:00,-30.4549,139.0676,1354.07,0.057904,789.9,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 07:30:00,-30.4548,139.089,1432.91,0.130337,681.1,10, Processed
691393.867610737914219,-3333949.501444206573069,2015-12-08 07:30:00,-30.4543,139.2811,1.3,-9999,-9999,15, Low Possibility
668928.891447572386824,-3335315.024608330335468,2015-12-08 07:30:00,-30.4777,139.0458,106.35,-9999,-9999,13, High Possibility
670958.539698705310002,-3335427.244945395737886,2015-12-08 07:30:00,-30.4777,139.0672,204.65,0.006351,847.2,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 07:30:00,-30.4776,139.0885,323.26,0.011471,822.3,10, Processed
861743.411384183447808,-3278423.530739874579012,2015-12-08 07:40:00,-29.863,141.0284,-9999,-9999,-9999,15, Low Possibility
718426.434384600259364,-3325227.036555469967425,2015-12-08 07:40:00,-30.3626,139.5597,-9999,-9999,-9999,15, Low Possibility
671326.481412436696701,-3330329.500521546695381,2015-12-08 07:40:00,-30.4321,139.0681,245.03,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 07:40:00,-30.4321,139.0894,237.53,-9999,-9999,13, High Possibility
669116.550438842503354,-3332777.596641822718084,2015-12-08 07:40:00,-30.455,139.0463,210.21,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 07:40:00,-30.4549,139.0676,1234.52,0.065437,755.7,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 07:40:00,-30.4548,139.089,1138.22,0.143616,642.6,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 07:40:00,-30.4548,139.1103,91.86,-9999,-9999,13, High Possibility
668928.891447572386824,-3335315.024608330335468,2015-12-08 07:40:00,-30.4777,139.0458,103.96,-9999,-9999,13, High Possibility
670958.539698705310002,-3335427.244945395737886,2015-12-08 07:40:00,-30.4777,139.0672,224.96,0.004364,947.3,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 07:40:00,-30.4776,139.0885,200.08,0.008368,793.7,10, Processed
893237.786704121041112,-3476113.149318228475749,2015-12-08 07:40:00,-31.6025,141.5111,-9999,-9999,-9999,15, Low Possibility
858721.533581261057407,-3263002.41091695940122,2015-12-08 07:50:00,-29.7277,140.9855,-9999,-9999,-9999,15, Low Possibility
671326.481412436696701,-3330329.500521546695381,2015-12-08 07:50:00,-30.4321,139.0681,350.6,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 07:50:00,-30.4321,139.0894,390.27,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 07:50:00,-30.4549,139.0676,1337.23,0.055107,796.2,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 07:50:00,-30.4548,139.089,1444.63,0.187338,639.6,10, Processed
668928.891447572386824,-3335315.024608330335468,2015-12-08 07:50:00,-30.4777,139.0458,98.35,-9999,-9999,13, High Possibility
670958.539698705310002,-3335427.244945395737886,2015-12-08 07:50:00,-30.4777,139.0672,214.66,0.006061,865.7,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 07:50:00,-30.4776,139.0885,252.26,0.016269,726.8,10, Processed
671326.481412436696701,-3330329.500521546695381,2015-12-08 08:00:00,-30.4321,139.0681,342.7,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 08:00:00,-30.4321,139.0894,487.63,-9999,-9999,13, High Possibility
675378.564519245293923,-3330543.36639689328149,2015-12-08 08:00:00,-30.432,139.1108,111.31,-9999,-9999,13, High Possibility
669116.550438842503354,-3332777.596641822718084,2015-12-08 08:00:00,-30.455,139.0463,116.93,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 08:00:00,-30.4549,139.0676,1117.08,0.040363,819.1,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 08:00:00,-30.4548,139.089,1453.83,0.181678,643.7,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 08:00:00,-30.4548,139.1103,311.02,-9999,-9999,13, High Possibility
668928.891447572386824,-3335315.024608330335468,2015-12-08 08:00:00,-30.4777,139.0458,79.93,-9999,-9999,13, High Possibility
670958.539698705310002,-3335427.244945395737886,2015-12-08 08:00:00,-30.4777,139.0672,301.53,0.004724,1000.7,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 08:00:00,-30.4776,139.0885,241.69,0.022891,676.1,10, Processed
765241.42551363282837,-3294869.500280827283859,2015-12-08 08:10:00,-30.0668,140.031,-9999,-9999,-9999,15, Low Possibility
671326.481412436696701,-3330329.500521546695381,2015-12-08 08:10:00,-30.4321,139.0681,431.22,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 08:10:00,-30.4321,139.0894,497.71,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 08:10:00,-30.4549,139.0676,-9999,0,0,11, Saturated
673168.435047575156204,-3332979.534326563589275,2015-12-08 08:10:00,-30.4548,139.089,-9999,0,0,11, Saturated
670958.539698705310002,-3335427.244945395737886,2015-12-08 08:10:00,-30.4777,139.0672,653.76,0.013434,933.8,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 08:10:00,-30.4776,139.0885,513.84,0.028915,746.6,10, Processed
671326.481412436696701,-3330329.500521546695381,2015-12-08 08:20:00,-30.4321,139.0681,345.41,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 08:20:00,-30.4321,139.0894,650.68,-9999,-9999,13, High Possibility
675378.564519245293923,-3330543.36639689328149,2015-12-08 08:20:00,-30.432,139.1108,155.73,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 08:20:00,-30.4549,139.0676,1229.65,0.028826,904.3,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 08:20:00,-30.4548,139.089,-9999,0,0,11, Saturated
675188.988329037558287,-3333091.93634658260271,2015-12-08 08:20:00,-30.4548,139.1103,271.99,-9999,-9999,13, High Possibility
668928.891447572386824,-3335315.024608330335468,2015-12-08 08:20:00,-30.4777,139.0458,80.27,-9999,-9999,13, High Possibility
670958.539698705310002,-3335427.244945395737886,2015-12-08 08:20:00,-30.4777,139.0672,513.05,0.003788,1244.4,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 08:20:00,-30.4776,139.0885,475.35,0.024311,761.1,10, Processed
769984.263529013376683,-3284991.975132751744241,2015-12-08 08:30:00,-29.9762,140.0741,35.38,-9999,-9999,13, High Possibility
769455.923362277098931,-3292585.714243819471449,2015-12-08 08:30:00,-30.0441,140.0736,-9999,-9999,-9999,15, Low Possibility
671326.481412436696701,-3330329.500521546695381,2015-12-08 08:30:00,-30.4321,139.0681,239.46,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 08:30:00,-30.4321,139.0894,936.43,0.002172,1924.4,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 08:30:00,-30.432,139.1108,92.2,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 08:30:00,-30.4549,139.0676,1019.72,0.039305,807.6,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 08:30:00,-30.4548,139.089,1585.13,0.047346,854.6,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 08:30:00,-30.4548,139.1103,129.04,0.003777,858.5,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 08:30:00,-30.4777,139.0672,-9999,-9999,-9999,15, Low Possibility
672979.306392682017758,-3335528.089167374651879,2015-12-08 08:30:00,-30.4776,139.0885,303.75,0.004484,1016.6,10, Processed
671326.481412436696701,-3330329.500521546695381,2015-12-08 08:40:00,-30.4321,139.0681,113.57,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 08:40:00,-30.4321,139.0894,345.48,0.000879,1848.4,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 08:40:00,-30.432,139.1108,123.75,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 08:40:00,-30.4549,139.0676,976.16,0.021713,915.9,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 08:40:00,-30.4548,139.089,1418.09,0.133111,677.2,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 08:40:00,-30.4548,139.1103,279.15,0.00028,2935.1,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 08:40:00,-30.4777,139.0672,332.75,0.000825,1868.9,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 08:40:00,-30.4776,139.0885,418.02,0.013075,845.7,10, Processed
673347.476544711738825,-3330441.595479842275381,2015-12-08 08:50:00,-30.4321,139.0894,257.39,0.000366,2430.8,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 08:50:00,-30.4549,139.0676,646.59,0.022318,827.3,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 08:50:00,-30.4548,139.089,1559.69,0.092971,738.1,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 08:50:00,-30.4548,139.1103,293.79,0.033499,654.1,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 08:50:00,-30.4777,139.0672,168.78,0.000756,1475.8,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 08:50:00,-30.4776,139.0885,344.99,0.010228,856,10, Processed
673347.476544711738825,-3330441.595479842275381,2015-12-08 09:00:00,-30.4321,139.0894,127.4,0.002293,965.4,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 09:00:00,-30.4549,139.0676,625.27,0.012531,939.6,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 09:00:00,-30.4548,139.089,1097.09,0.100173,680.6,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 09:00:00,-30.4548,139.1103,282.35,0.008606,850.6,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 09:00:00,-30.4777,139.0672,95.72,-9999,-9999,13, High Possibility
672979.306392682017758,-3335528.089167374651879,2015-12-08 09:00:00,-30.4776,139.0885,133.16,0.009463,713.3,10, Processed
673347.476544711738825,-3330441.595479842275381,2015-12-08 09:10:00,-30.4321,139.0894,256.63,0.000662,1836.9,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 09:10:00,-30.4549,139.0676,451.92,0.011394,888.8,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 09:10:00,-30.4548,139.089,1477.2,0.079545,753.2,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 09:10:00,-30.4548,139.1103,429.05,0.042059,671.9,10, Processed
671326.481412436696701,-3330329.500521546695381,2015-12-08 09:20:00,-30.4321,139.0681,115.4,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 09:20:00,-30.4321,139.0894,341.3,0.003269,1148.6,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 09:20:00,-30.432,139.1108,114.59,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 09:20:00,-30.4549,139.0676,521.37,0.003665,1264.2,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 09:20:00,-30.4548,139.089,1440.85,0.092574,727.3,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 09:20:00,-30.4548,139.1103,432.66,0.02407,748.3,10, Processed
671326.481412436696701,-3330329.500521546695381,2015-12-08 09:30:00,-30.4321,139.0681,164.96,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 09:30:00,-30.4321,139.0894,381.75,0.000956,1860.9,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 09:30:00,-30.432,139.1108,121.98,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 09:30:00,-30.4549,139.0676,642.98,0.007215,1096.7,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 09:30:00,-30.4548,139.089,1399.43,0.055692,802.1,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 09:30:00,-30.4548,139.1103,424.37,0.047714,655.7,10, Processed
671326.481412436696701,-3330329.500521546695381,2015-12-08 09:40:00,-30.4321,139.0681,286.27,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 09:40:00,-30.4321,139.0894,621.54,0.011781,952.8,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 09:40:00,-30.432,139.1108,207.49,0.002154,1121.7,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 09:40:00,-30.4549,139.0676,716.67,0.009573,1044.5,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 09:40:00,-30.4548,139.089,1349.07,0.166976,644.7,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 09:40:00,-30.4548,139.1103,399.53,0.036352,681,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 09:40:00,-30.4777,139.0672,145.62,-9999,-9999,13, High Possibility
672979.306392682017758,-3335528.089167374651879,2015-12-08 09:40:00,-30.4776,139.0885,98.05,0.035427,543.8,10, Processed
671326.481412436696701,-3330329.500521546695381,2015-12-08 09:50:00,-30.4321,139.0681,419.73,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 09:50:00,-30.4321,139.0894,956.17,0.009492,1136.4,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 09:50:00,-30.432,139.1108,315.86,0.005932,955.1,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 09:50:00,-30.4549,139.0676,820.42,0.015125,959.5,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 09:50:00,-30.4548,139.089,1517.49,0.073672,769.3,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 09:50:00,-30.4548,139.1103,453.95,0.063195,631.9,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 09:50:00,-30.4777,139.0672,153.91,-9999,-9999,13, High Possibility
672979.306392682017758,-3335528.089167374651879,2015-12-08 09:50:00,-30.4776,139.0885,109.99,0.020461,602.2,10, Processed
673347.476544711738825,-3330441.595479842275381,2015-12-08 10:00:00,-30.4321,139.0894,399.74,0.001585,1544.5,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 10:00:00,-30.432,139.1108,191.52,0.000773,1534.3,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 10:00:00,-30.4549,139.0676,470.13,0.004236,1169.8,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 10:00:00,-30.4548,139.089,1411.59,0.13247,677.2,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 10:00:00,-30.4548,139.1103,452.79,0.060754,635.8,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 10:00:00,-30.4777,139.0672,-9999,-9999,-9999,15, Low Possibility
672979.306392682017758,-3335528.089167374651879,2015-12-08 10:00:00,-30.4776,139.0885,520.88,0.021917,792.6,10, Processed
675008.918897159048356,-3335640.987974755931646,2015-12-08 10:00:00,-30.4776,139.1099,125.53,0.01576,643.2,10, Processed
673347.476544711738825,-3330441.595479842275381,2015-12-08 10:10:00,-30.4321,139.0894,96.88,0.000498,1405.1,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 10:10:00,-30.4549,139.0676,321.63,0.005533,976.7,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 10:10:00,-30.4548,139.089,1178.52,0.088349,706,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 10:10:00,-30.4548,139.1103,560.83,0.078365,631.5,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 10:10:00,-30.4776,139.0885,177.82,0.031028,608.5,10, Processed
673347.476544711738825,-3330441.595479842275381,2015-12-08 10:20:00,-30.4321,139.0894,111.69,0.001121,1132.7,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 10:20:00,-30.4549,139.0676,230.53,0.001262,1374.5,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 10:20:00,-30.4548,139.089,839.68,0.067245,697.3,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 10:20:00,-30.4548,139.1103,567.72,0.052686,678.6,10, Processed
673347.476544711738825,-3330441.595479842275381,2015-12-08 10:30:00,-30.4321,139.0894,299.03,0.004263,1026.2,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 10:30:00,-30.432,139.1108,198.11,0.013516,718.9,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 10:30:00,-30.4548,139.089,862.16,0.05844,719.8,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 10:30:00,-30.4548,139.1103,572.7,0.0713,644.1,10, Processed
673347.476544711738825,-3330441.595479842275381,2015-12-08 10:40:00,-30.4321,139.0894,381.2,0.005385,1028.8,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 10:40:00,-30.432,139.1108,340.99,0.016347,771.3,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 10:40:00,-30.4549,139.0676,197.74,0.001828,1160.8,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 10:40:00,-30.4548,139.089,651.24,0.065643,668.5,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 10:40:00,-30.4548,139.1103,524.27,0.070271,636,10, Processed
673347.476544711738825,-3330441.595479842275381,2015-12-08 10:50:00,-30.4321,139.0894,392.78,0.007568,948.9,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 10:50:00,-30.432,139.1108,196.84,0.009849,764.5,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 10:50:00,-30.4549,139.0676,324.24,0.00527,991.1,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 10:50:00,-30.4548,139.089,605.82,0.079846,637.8,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 10:50:00,-30.4548,139.1103,234.05,0.070556,558.5,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 10:50:00,-30.4777,139.0672,130.78,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 11:00:00,-30.4321,139.0894,-9999,-9999,-9999,15, Low Possibility
675378.564519245293923,-3330543.36639689328149,2015-12-08 11:00:00,-30.432,139.1108,178.92,0.003286,960.5,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 11:00:00,-30.4549,139.0676,339.17,0.004724,1032.7,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 11:00:00,-30.4548,139.089,649.29,0.082304,642.1,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 11:00:00,-30.4548,139.1103,233.65,0.066977,562.8,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 11:00:00,-30.4777,139.0672,145.25,-9999,-9999,13, High Possibility
672979.306392682017758,-3335528.089167374651879,2015-12-08 11:00:00,-30.4776,139.0885,175.04,0.012344,714.3,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 11:10:00,-30.4549,139.0676,503.9,0.006687,1046.4,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 11:10:00,-30.4548,139.089,1060,0.046036,787.3,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 11:10:00,-30.4548,139.1103,346.2,0.055207,617.6,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 11:10:00,-30.4777,139.0672,180.05,0.004279,901.4,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 11:10:00,-30.4776,139.0885,277.14,0.03366,646.8,10, Processed
671326.481412436696701,-3330329.500521546695381,2015-12-08 11:20:00,-30.4321,139.0681,138.82,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 11:20:00,-30.4321,139.0894,286.3,0.015722,750.2,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 11:20:00,-30.432,139.1108,148.91,0.013846,678.3,10, Processed
669116.550438842503354,-3332777.596641822718084,2015-12-08 11:20:00,-30.455,139.0463,131.37,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 11:20:00,-30.4549,139.0676,976.06,0.02335,899.9,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 11:20:00,-30.4548,139.089,-9999,0,0,11, Saturated
675188.988329037558287,-3333091.93634658260271,2015-12-08 11:20:00,-30.4548,139.1103,763.34,0.046267,735.6,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 11:20:00,-30.4777,139.0672,176.03,0.004247,898.1,10, Processed
671326.481412436696701,-3330329.500521546695381,2015-12-08 11:30:00,-30.4321,139.0681,231.81,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 11:30:00,-30.4321,139.0894,596.67,0.005238,1179.1,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 11:30:00,-30.432,139.1108,245.47,0.008884,818.7,10, Processed
671137.757100504590198,-3332878.133484162855893,2015-12-08 11:30:00,-30.4549,139.0676,1016.81,0.032984,838.8,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 11:30:00,-30.4548,139.089,1535.9,0.114797,706.4,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 11:30:00,-30.4548,139.1103,527.61,0.073276,632.1,10, Processed
668928.891447572386824,-3335315.024608330335468,2015-12-08 11:30:00,-30.4777,139.0458,148.17,-9999,-9999,13, High Possibility
670958.539698705310002,-3335427.244945395737886,2015-12-08 11:30:00,-30.4777,139.0672,517.32,0.00807,1001.9,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 11:30:00,-30.4776,139.0885,189.69,0.031225,614.4,10, Processed
671326.481412436696701,-3330329.500521546695381,2015-12-08 11:40:00,-30.4321,139.0681,136.65,-9999,-9999,13, High Possibility
673347.476544711738825,-3330441.595479842275381,2015-12-08 11:40:00,-30.4321,139.0894,682.4,0.005755,1193.7,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 11:40:00,-30.432,139.1108,443.46,0.011318,886.2,10, Processed
669116.550438842503354,-3332777.596641822718084,2015-12-08 11:40:00,-30.455,139.0463,160.56,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 11:40:00,-30.4549,139.0676,843.88,0.033446,802.8,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 11:40:00,-30.4548,139.089,909.37,0.121166,636.6,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 11:40:00,-30.4548,139.1103,501.69,0.087904,608.1,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 11:40:00,-30.4777,139.0672,373.79,0.009009,898.3,10, Processed
673347.476544711738825,-3330441.595479842275381,2015-12-08 11:50:00,-30.4321,139.0894,363.29,0.005027,1034.5,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 11:50:00,-30.432,139.1108,226.21,0.007692,830,10, Processed
669116.550438842503354,-3332777.596641822718084,2015-12-08 11:50:00,-30.455,139.0463,154.26,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 11:50:00,-30.4549,139.0676,625.02,0.021535,827.6,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 11:50:00,-30.4548,139.089,966.47,0.087971,681,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 11:50:00,-30.4548,139.1103,349.19,0.078125,584.7,10, Processed
670958.539698705310002,-3335427.244945395737886,2015-12-08 11:50:00,-30.4777,139.0672,201.91,0.008109,800.5,10, Processed
672979.306392682017758,-3335528.089167374651879,2015-12-08 11:50:00,-30.4776,139.0885,204.3,0.024499,648.3,10, Processed
673347.476544711738825,-3330441.595479842275381,2015-12-08 12:00:00,-30.4321,139.0894,245.69,0.017643,711.8,10, Processed
675378.564519245293923,-3330543.36639689328149,2015-12-08 12:00:00,-30.432,139.1108,217.22,0.024554,655,10, Processed
669116.550438842503354,-3332777.596641822718084,2015-12-08 12:00:00,-30.455,139.0463,145.4,-9999,-9999,13, High Possibility
671137.757100504590198,-3332878.133484162855893,2015-12-08 12:00:00,-30.4549,139.0676,711.68,0.028346,801.9,10, Processed
673168.435047575156204,-3332979.534326563589275,2015-12-08 12:00:00,-30.4548,139.089,1095.78,0.069325,729.5,10, Processed
675188.988329037558287,-3333091.93634658260271,2015-12-08 12:00:00,-30.4548,139.1103,620.8,0.051878,691.8,10, Processed
