X,Y,datetime,lat,lon,FRP(mw),Firesize(km^2),temp(k),Category,Description
1122503.45143063,-4565686.13391501,2016-01-15 06:20:00,-41.228,145.1265,449.98,0.033284,707.8,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 06:20:00,-41.2553,145.0535,349.32,0.033051,676.1,10, Processed
1118107.68792195,-4568238.50422496,2016-01-15 06:20:00,-41.2555,145.0785,551.58,0.055422,668.8,10, Processed
1120242.6769708,-4568490.82088241,2016-01-15 06:20:00,-41.2558,145.1036,184.08,0.056214,557.3,10, Processed
1117981.87753178,-4571306.34850248,2016-01-15 06:20:00,-41.2837,145.0807,204.82,0.088795,529.5,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 06:30:00,-41.034,145.3112,142.71,0.007778,751.4,10, Processed
1118372.84521894,-4562135.66195313,2016-01-15 06:30:00,-41.1994,145.0743,182.16,0.006978,808.7,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 06:30:00,-41.1996,145.0993,162.18,0.035017,587.9,10, Processed
1122629.23300675,-4562628.26600939,2016-01-15 06:30:00,-41.1999,145.1243,172.73,0.007351,790.7,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 06:30:00,-41.2272,145.0514,317.45,0.022839,711.5,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 06:30:00,-41.2274,145.0764,856.72,0.021852,886.3,10, Processed
1120367.91759554,-4565433.36910643,2016-01-15 06:30:00,-41.2277,145.1014,462.22,0.037736,694.8,10, Processed
1122503.45143063,-4565686.13391501,2016-01-15 06:30:00,-41.228,145.1265,234.99,0.010436,783.6,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 06:30:00,-41.2553,145.0535,242.65,0.018795,701.6,10, Processed
1118107.68792195,-4568238.50422496,2016-01-15 06:30:00,-41.2555,145.0785,489.86,0.048084,671.7,10, Processed
1120242.6769708,-4568490.82088241,2016-01-15 06:30:00,-41.2558,145.1036,212.64,0.064629,557.7,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 06:40:00,-41.0337,145.2862,144.14,0.007776,752.9,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 06:40:00,-41.2272,145.0514,251.34,0.034139,634.4,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 06:40:00,-41.2274,145.0764,-9999,-9999,-9999,12, Cloudy
1120367.91759554,-4565433.36910643,2016-01-15 06:40:00,-41.2277,145.1014,161.99,0.027097,612.7,10, Processed
1122503.45143063,-4565686.13391501,2016-01-15 06:40:00,-41.228,145.1265,247.11,0.038031,621.2,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 06:40:00,-41.2553,145.0535,187.58,0.043087,582.2,10, Processed
1118107.68792195,-4568238.50422496,2016-01-15 06:40:00,-41.2555,145.0785,324.8,0.056894,608,10, Processed
1117981.87753178,-4571306.34850248,2016-01-15 06:40:00,-41.2837,145.0807,157.85,0.087175,511.9,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 06:50:00,-41.0337,145.2862,123.85,0.011337,680.2,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 06:50:00,-41.034,145.3112,84.32,0.004461,755.9,10, Processed
1122629.23300675,-4562628.26600939,2016-01-15 06:50:00,-41.1999,145.1243,161.6,0.016971,663.6,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 06:50:00,-41.2272,145.0514,301.83,0.040711,635.2,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 06:50:00,-41.2274,145.0764,495.2,0.06325,641.2,10, Processed
1120367.91759554,-4565433.36910643,2016-01-15 06:50:00,-41.2277,145.1014,239.48,0.0247,665.7,10, Processed
1122503.45143063,-4565686.13391501,2016-01-15 06:50:00,-41.228,145.1265,256.44,0.050547,596.5,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 06:50:00,-41.2553,145.0535,271.54,0.024558,681.7,10, Processed
1118107.68792195,-4568238.50422496,2016-01-15 06:50:00,-41.2555,145.0785,333.47,0.061214,603.4,10, Processed
1117981.87753178,-4571306.34850248,2016-01-15 06:50:00,-41.2837,145.0807,163.08,0.068111,532.3,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 07:00:00,-41.0337,145.2862,128.62,0.00726,746.1,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 07:00:00,-41.034,145.3112,77.77,0.00562,711,10, Processed
1116245.12543267,-4561884.57636345,2016-01-15 07:00:00,-41.1991,145.0493,157.35,0.017473,657,10, Processed
1122629.23300675,-4562628.26600939,2016-01-15 07:00:00,-41.1999,145.1243,183.54,0.003871,927.8,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 07:00:00,-41.2272,145.0514,353.6,0.031289,684.5,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 07:00:00,-41.2274,145.0764,1157.67,0.022209,949.9,10, Processed
1120367.91759554,-4565433.36910643,2016-01-15 07:00:00,-41.2277,145.1014,192.9,0.061322,554,10, Processed
1122503.45143063,-4565686.13391501,2016-01-15 07:00:00,-41.228,145.1265,313.99,0.008668,870.1,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 07:00:00,-41.2553,145.0535,283.36,0.03093,659,10, Processed
1118107.68792195,-4568238.50422496,2016-01-15 07:00:00,-41.2555,145.0785,384.92,0.055494,628.1,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 07:10:00,-41.0337,145.2862,165.78,0.004637,867.5,10, Processed
1116245.12543267,-4561884.57636345,2016-01-15 07:10:00,-41.1991,145.0493,187.56,0.006429,828.5,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 07:10:00,-41.2272,145.0514,325.94,0.030156,678.9,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 07:10:00,-41.2274,145.0764,489.43,0.03301,720.4,10, Processed
1120367.91759554,-4565433.36910643,2016-01-15 07:10:00,-41.2277,145.1014,224.92,0.034187,622.5,10, Processed
1122503.45143063,-4565686.13391501,2016-01-15 07:10:00,-41.228,145.1265,227.71,0.018015,698.9,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 07:10:00,-41.2553,145.0535,178.72,0.031493,607.5,10, Processed
1118107.68792195,-4568238.50422496,2016-01-15 07:10:00,-41.2555,145.0785,265.31,0.058481,586,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 07:20:00,-41.0337,145.2862,139.16,0.022314,617,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 07:20:00,-41.034,145.3112,94.92,0.001717,964.2,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 07:20:00,-41.2272,145.0514,294.84,0.042338,628.5,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 07:20:00,-41.2274,145.0764,373.43,0.033205,683.9,10, Processed
1120367.91759554,-4565433.36910643,2016-01-15 07:20:00,-41.2277,145.1014,169.58,0.028215,613.2,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 07:20:00,-41.2553,145.0535,204.21,0.033085,615.9,10, Processed
1118107.68792195,-4568238.50422496,2016-01-15 07:20:00,-41.2555,145.0785,184.64,0.066591,543.8,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 07:30:00,-41.0337,145.2862,244.33,0.014828,735.4,10, Processed
1118372.84521894,-4562135.66195313,2016-01-15 07:30:00,-41.1994,145.0743,161.92,0.009062,747.4,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 07:30:00,-41.2272,145.0514,197.56,0.045027,582.9,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 07:30:00,-41.2274,145.0764,510.69,0.019202,811.9,10, Processed
1118107.68792195,-4568238.50422496,2016-01-15 07:30:00,-41.2555,145.0785,170.26,0.04522,569.3,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 07:40:00,-41.0337,145.2862,219.35,0.00784,820.9,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 07:40:00,-41.034,145.3112,135.03,0.017224,641.3,10, Processed
1116245.12543267,-4561884.57636345,2016-01-15 07:40:00,-41.1991,145.0493,210.64,0.013609,726.5,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 07:40:00,-41.2272,145.0514,243.48,0.028538,650.8,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 07:40:00,-41.2274,145.0764,389.48,0.031415,696.3,10, Processed
1120367.91759554,-4565433.36910643,2016-01-15 07:40:00,-41.2277,145.1014,219.62,0.018637,689.8,10, Processed
1118107.68792195,-4568238.50422496,2016-01-15 07:40:00,-41.2555,145.0785,213.29,0.060933,563,10, Processed
1140563.30540902,-4543297.78018252,2016-01-15 07:50:00,-41.0061,145.309,137.59,0.001865,1040.4,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 07:50:00,-41.034,145.3112,222.47,0.016992,703.5,10, Processed
1118372.84521894,-4562135.66195313,2016-01-15 07:50:00,-41.1994,145.0743,227.52,0.018556,694.9,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 07:50:00,-41.2274,145.0764,472.28,0.026932,744.6,10, Processed
1120367.91759554,-4565433.36910643,2016-01-15 07:50:00,-41.2277,145.1014,267.19,0.029251,658.7,10, Processed
1118107.68792195,-4568238.50422496,2016-01-15 07:50:00,-41.2555,145.0785,163.24,0.050539,556.2,10, Processed
1138431.96180652,-4543042.32696029,2016-01-15 08:00:00,-41.0058,145.284,111.42,0.001436,1054.9,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 08:00:00,-41.0337,145.2862,169.02,0.005716,831,10, Processed
1116245.12543267,-4561884.57636345,2016-01-15 08:00:00,-41.1991,145.0493,325.29,0.015501,772.2,10, Processed
1118372.84521894,-4562135.66195313,2016-01-15 08:00:00,-41.1994,145.0743,172.44,0.02466,628.9,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 08:00:00,-41.2272,145.0514,233.53,0.025553,658.7,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 08:00:00,-41.2274,145.0764,342.21,0.032994,673.8,10, Processed
1120367.91759554,-4565433.36910643,2016-01-15 08:00:00,-41.2277,145.1014,182.6,0.010883,738.1,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 08:10:00,-41.0337,145.2862,188.07,0.018763,669.7,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 08:10:00,-41.034,145.3112,187,0.01094,740.8,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 08:10:00,-41.2274,145.0764,285.52,0.028433,669.9,10, Processed
1138431.96180652,-4543042.32696029,2016-01-15 08:20:00,-41.0058,145.284,158.67,0.001168,1245.7,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 08:20:00,-41.0337,145.2862,318.44,0.023459,708.3,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 08:20:00,-41.2272,145.0514,163.76,0.0285,608.7,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 08:20:00,-41.2274,145.0764,221.18,0.02436,658,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 08:30:00,-41.0337,145.2862,235.25,0.006491,870.2,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 08:30:00,-41.034,145.3112,247.11,0.028376,653.2,10, Processed
1116245.12543267,-4561884.57636345,2016-01-15 08:30:00,-41.1991,145.0493,173.18,0.010489,735.7,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 08:30:00,-41.2272,145.0514,172.5,0.014019,695.3,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 08:30:00,-41.2274,145.0764,293.35,0.021694,707.8,10, Processed
1120367.91759554,-4565433.36910643,2016-01-15 08:30:00,-41.2277,145.1014,198.14,0.011588,740.8,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 08:40:00,-41.0337,145.2862,357.32,0.011092,847.1,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 08:40:00,-41.034,145.3112,278.2,0.01579,745.3,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 08:40:00,-41.2274,145.0764,251.55,0.014693,741,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 08:50:00,-41.0337,145.2862,467.33,0.010562,912.3,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 08:50:00,-41.2272,145.0514,261.46,0.017663,720.2,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 08:50:00,-41.2274,145.0764,195.58,0.024896,641.5,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 08:50:00,-41.2553,145.0535,340.15,0.013861,798,10, Processed
1118107.68792195,-4568238.50422496,2016-01-15 08:50:00,-41.2555,145.0785,219.09,0.017598,696.9,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 09:00:00,-41.0337,145.2862,378.82,0.02038,753.3,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 09:00:00,-41.034,145.3112,256.62,0.012931,763.4,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 09:00:00,-41.2272,145.0514,156.23,0.020985,635.6,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 09:00:00,-41.2274,145.0764,197.03,0.023144,650.6,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 09:00:00,-41.2553,145.0535,194.66,0.013885,712.7,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 09:10:00,-41.0337,145.2862,447.92,0.007813,973.2,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 09:10:00,-41.034,145.3112,319.28,0.019434,735,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 09:10:00,-41.1996,145.0993,178.84,0.010636,738.4,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 09:20:00,-41.0337,145.2862,199.85,0.000215,2824,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 09:20:00,-41.034,145.3112,316.67,0.018157,743.7,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 09:20:00,-41.1996,145.0993,212.53,0.015036,713.8,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 09:30:00,-41.0337,145.2862,264.97,0.015535,740.5,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 09:30:00,-41.034,145.3112,174.01,0.019714,654.7,10, Processed
1138176.18043418,-4549130.9095305,2016-01-15 09:30:00,-41.0617,145.2884,161.85,0.007119,785.2,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 09:30:00,-41.1996,145.0993,188.92,0.014158,706,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 09:30:00,-41.2274,145.0764,228.41,0.014147,732.5,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 09:40:00,-41.0337,145.2862,305.19,0.003651,1077,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 09:40:00,-41.034,145.3112,203.65,0.029954,625.9,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 09:40:00,-41.1996,145.0993,208.47,0.015851,704.1,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 09:50:00,-41.0337,145.2862,214.07,0.006305,857.3,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 09:50:00,-41.034,145.3112,369.69,0.00802,921.4,10, Processed
1120634.15887881,-4559329.70035122,2016-01-15 09:50:00,-41.1716,145.0972,419.67,0.011066,879.4,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 09:50:00,-41.1996,145.0993,451.12,0.011747,882,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 10:00:00,-41.0337,145.2862,266.69,0.002994,1096.5,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 10:00:00,-41.034,145.3112,213.19,0.032485,622.2,10, Processed
1120634.15887881,-4559329.70035122,2016-01-15 10:00:00,-41.1716,145.0972,338.42,0.01733,760.9,10, Processed
1118372.84521894,-4562135.66195313,2016-01-15 10:00:00,-41.1994,145.0743,185.53,0.006326,829.5,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 10:00:00,-41.1996,145.0993,470.46,0.017611,812.7,10, Processed
1122629.23300675,-4562628.26600939,2016-01-15 10:00:00,-41.1999,145.1243,193.7,0.010009,759.5,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 10:10:00,-41.034,145.3112,315.62,0.018289,742.2,10, Processed
1120634.15887881,-4559329.70035122,2016-01-15 10:10:00,-41.1716,145.0972,483.06,0.013225,871.8,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 10:10:00,-41.1996,145.0993,455.03,0.011387,890.3,10, Processed
1122629.23300675,-4562628.26600939,2016-01-15 10:10:00,-41.1999,145.1243,186.88,0.032937,607.4,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 10:10:00,-41.2274,145.0764,170.54,0.009173,753.3,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 10:20:00,-41.034,145.3112,212.84,0.029521,632.2,10, Processed
1140306.3324294,-4549386.30332862,2016-01-15 10:20:00,-41.062,145.3134,129.36,0.007712,738,10, Processed
1120634.15887881,-4559329.70035122,2016-01-15 10:20:00,-41.1716,145.0972,257.13,0.020901,695.3,10, Processed
1122763.48073373,-4559570.83251416,2016-01-15 10:20:00,-41.1718,145.1222,178.76,0.016055,682.6,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 10:20:00,-41.1996,145.0993,354.12,0.018678,756.3,10, Processed
1122629.23300675,-4562628.26600939,2016-01-15 10:20:00,-41.1999,145.1243,238.3,0.02305,673.4,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 10:30:00,-41.0337,145.2862,285.09,0.008115,864,10, Processed
1120634.15887881,-4559329.70035122,2016-01-15 10:30:00,-41.1716,145.0972,404.07,0.028479,714.3,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 10:30:00,-41.1996,145.0993,360.72,0.033931,676.9,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 10:40:00,-41.0337,145.2862,177.45,0.005539,846,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 10:40:00,-41.034,145.3112,223.8,0.006413,862.7,10, Processed
1120634.15887881,-4559329.70035122,2016-01-15 10:40:00,-41.1716,145.0972,349.57,0.021432,733.9,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 10:40:00,-41.1996,145.0993,247.28,0.022852,679,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 10:40:00,-41.2553,145.0535,-9999,-9999,-9999,15, Low Possibility
1138304.66591448,-4546081.42400643,2016-01-15 10:50:00,-41.0337,145.2862,277.09,0.005416,945.5,10, Processed
1120634.15887881,-4559329.70035122,2016-01-15 10:50:00,-41.1716,145.0972,177.53,0.032487,603.7,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 10:50:00,-41.2553,145.0535,157.14,-9999,-9999,13, High Possibility
1138304.66591448,-4546081.42400643,2016-01-15 11:00:00,-41.0337,145.2862,205.64,0.004966,897.9,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 11:00:00,-41.034,145.3112,222.6,0.01753,699.5,10, Processed
1120634.15887881,-4559329.70035122,2016-01-15 11:00:00,-41.1716,145.0972,151.06,0.018089,648.4,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 11:00:00,-41.1996,145.0993,154.02,0.025452,613.9,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 11:00:00,-41.2553,145.0535,-9999,-9999,-9999,15, Low Possibility
1138304.66591448,-4546081.42400643,2016-01-15 11:10:00,-41.0337,145.2862,198.04,0.005728,860.8,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 11:10:00,-41.034,145.3112,154.63,0.021028,634.3,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 11:10:00,-41.2553,145.0535,-9999,-9999,-9999,15, Low Possibility
1138304.66591448,-4546081.42400643,2016-01-15 11:20:00,-41.0337,145.2862,157.79,0.009011,744.3,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 11:20:00,-41.1996,145.0993,125.68,0.03211,572.6,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 11:20:00,-41.2274,145.0764,120.54,0.013778,653.7,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 11:30:00,-41.0337,145.2862,102.69,0.00587,744.2,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 11:30:00,-41.034,145.3112,96.17,0.020257,590.2,10, Processed
1138176.18043418,-4549130.9095305,2016-01-15 11:30:00,-41.0617,145.2884,82.11,0.005217,728.8,10, Processed
1120634.15887881,-4559329.70035122,2016-01-15 11:30:00,-41.1716,145.0972,95.95,0.035739,541.2,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 11:30:00,-41.1996,145.0993,133.4,0.027335,592.8,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 11:40:00,-41.0337,145.2862,157.73,0.003229,934.6,10, Processed
1138176.18043418,-4549130.9095305,2016-01-15 11:40:00,-41.0617,145.2884,94.34,0.001483,999.9,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 11:40:00,-41.1996,145.0993,108.73,0.046714,530.1,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 11:40:00,-41.2553,145.0535,-9999,-9999,-9999,15, Low Possibility
1138304.66591448,-4546081.42400643,2016-01-15 11:50:00,-41.0337,145.2862,113.19,0.006029,754.8,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 11:50:00,-41.034,145.3112,153.48,0.015058,671.7,10, Processed
1120634.15887881,-4559329.70035122,2016-01-15 11:50:00,-41.1716,145.0972,107.93,0.026269,577,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 12:00:00,-41.0337,145.2862,163.55,0.002988,961.7,10, Processed
1120634.15887881,-4559329.70035122,2016-01-15 12:00:00,-41.1716,145.0972,101.38,0.050634,519,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 12:10:00,-41.034,145.3112,130.51,0.007995,734.1,10, Processed
1140306.3324294,-4549386.30332862,2016-01-15 12:10:00,-41.062,145.3134,79.85,-9999,-9999,13, High Possibility
1120634.15887881,-4559329.70035122,2016-01-15 12:10:00,-41.1716,145.0972,88.53,0.045762,516.5,10, Processed
1120501.62222363,-4562376.3488823,2016-01-15 12:10:00,-41.1996,145.0993,96.99,0.03509,543.5,10, Processed
1118240.84948484,-4565181.89845541,2016-01-15 12:10:00,-41.2274,145.0764,99.1,0.022142,584.7,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 12:20:00,-41.034,145.3112,127.85,0.019419,622.5,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 12:20:00,-41.2553,145.0535,-9999,-9999,-9999,15, Low Possibility
1118107.68792195,-4568238.50422496,2016-01-15 12:20:00,-41.2555,145.0785,126.29,0.019466,621,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 12:30:00,-41.0337,145.2862,103.78,-9999,-9999,13, High Possibility
1140435.41472821,-4546336.84764711,2016-01-15 12:30:00,-41.034,145.3112,104.47,0.033961,552.1,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 12:30:00,-41.2553,145.0535,135.29,-9999,-9999,13, High Possibility
1118107.68792195,-4568238.50422496,2016-01-15 12:30:00,-41.2555,145.0785,156.84,0.022577,628.2,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 12:40:00,-41.0337,145.2862,106.57,0.00329,848.1,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 12:40:00,-41.034,145.3112,123.1,0.014293,651.9,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 12:40:00,-41.2553,145.0535,-9999,-9999,-9999,15, Low Possibility
1138304.66591448,-4546081.42400643,2016-01-15 12:50:00,-41.0337,145.2862,95.1,0.005348,746.6,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 12:50:00,-41.034,145.3112,79.95,0.028749,544,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 12:50:00,-41.2553,145.0535,77.37,-9999,-9999,13, High Possibility
1138304.66591448,-4546081.42400643,2016-01-15 13:00:00,-41.0337,145.2862,99.06,-9999,-9999,13, High Possibility
1115980.0539468,-4567998.29148259,2016-01-15 13:00:00,-41.2553,145.0535,291.87,-9999,-9999,13, High Possibility
1138304.66591448,-4546081.42400643,2016-01-15 13:10:00,-41.0337,145.2862,73.99,0.015358,591.6,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 13:10:00,-41.034,145.3112,60.31,0.03414,510.1,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 13:10:00,-41.2553,145.0535,316.47,-9999,-9999,13, High Possibility
1138304.66591448,-4546081.42400643,2016-01-15 13:20:00,-41.0337,145.2862,87.56,-9999,-9999,13, High Possibility
1140435.41472821,-4546336.84764711,2016-01-15 13:20:00,-41.034,145.3112,48.25,0.054264,466.2,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 13:20:00,-41.2272,145.0514,237.28,-9999,-9999,13, High Possibility
1115980.0539468,-4567998.29148259,2016-01-15 13:20:00,-41.2553,145.0535,338.26,-9999,-9999,13, High Possibility
1118107.68792195,-4568238.50422496,2016-01-15 13:20:00,-41.2555,145.0785,183.85,0.025538,632,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 13:30:00,-41.0337,145.2862,82.54,0.011419,632.4,10, Processed
1140435.41472821,-4546336.84764711,2016-01-15 13:30:00,-41.034,145.3112,46.56,0.021956,523.2,10, Processed
1116112.61733709,-4564941.65655609,2016-01-15 13:30:00,-41.2272,145.0514,272.37,0.013366,767.5,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 13:30:00,-41.2553,145.0535,359.47,-9999,-9999,13, High Possibility
1138304.66591448,-4546081.42400643,2016-01-15 13:40:00,-41.0337,145.2862,76.8,-9999,-9999,13, High Possibility
1115980.0539468,-4567998.29148259,2016-01-15 13:40:00,-41.2553,145.0535,178.93,-9999,-9999,13, High Possibility
1138304.66591448,-4546081.42400643,2016-01-15 13:50:00,-41.0337,145.2862,85.18,-9999,-9999,13, High Possibility
1140435.41472821,-4546336.84764711,2016-01-15 13:50:00,-41.034,145.3112,45.59,0.018205,535.7,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 13:50:00,-41.2553,145.0535,366.92,-9999,-9999,13, High Possibility
1138304.66591448,-4546081.42400643,2016-01-15 14:00:00,-41.0337,145.2862,62.48,-9999,-9999,13, High Possibility
1140435.41472821,-4546336.84764711,2016-01-15 14:00:00,-41.034,145.3112,45.31,0.022056,520.9,10, Processed
1115980.0539468,-4567998.29148259,2016-01-15 14:00:00,-41.2553,145.0535,374.57,0.016402,785.9,10, Processed
1118107.68792195,-4568238.50422496,2016-01-15 14:00:00,-41.2555,145.0785,181.37,0.028574,618.8,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 14:10:00,-41.0337,145.2862,62.29,-9999,-9999,13, High Possibility
1138176.18043418,-4549130.9095305,2016-01-15 14:10:00,-41.0617,145.2884,33.26,-9999,-9999,13, High Possibility
1116112.61733709,-4564941.65655609,2016-01-15 14:10:00,-41.2272,145.0514,181.52,-9999,-9999,13, High Possibility
1115980.0539468,-4567998.29148259,2016-01-15 14:10:00,-41.2553,145.0535,358.42,0.013055,817.6,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 14:20:00,-41.0337,145.2862,57,-9999,-9999,13, High Possibility
1115980.0539468,-4567998.29148259,2016-01-15 14:20:00,-41.2553,145.0535,285.65,0.02321,695.4,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 14:30:00,-41.0337,145.2862,63.49,-9999,-9999,13, High Possibility
1115980.0539468,-4567998.29148259,2016-01-15 14:30:00,-41.2553,145.0535,350.25,0.011028,844.4,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 14:50:00,-41.0337,145.2862,72.24,-9999,-9999,13, High Possibility
1115980.0539468,-4567998.29148259,2016-01-15 14:50:00,-41.2553,145.0535,312.1,0.017649,745.8,10, Processed
1138304.66591448,-4546081.42400643,2016-01-15 15:00:00,-41.0337,145.2862,39.93,-9999,-9999,13, High Possibility
