id,satellite,satellite_nssdc_id,satellite_operating_agency,sensor,orbit,start_dt,stop_dt,filename,process_dt,process_algorithm,process_algorithm_version,load_dt,latitude,longitude,location,temp_kelvin,datetime,power,confidence,age_hours,australian_state
10721529,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22030,2016-01-28T04:44:34,2016-01-28T04:58:45,Npp20160128T044434Z20160128T045845Zhotspots.txt,,VIIRS (AER),6,,-41.3988,144.8772,POINT (16127654.127804419 -5071337.495406199),,2016-01-28T04:51:39,,92,8246,TAS
10721539,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,22030,2016-01-28T04:44:34,2016-01-28T04:58:45,Npp20160128T044434Z20160128T045845Zhotspots.txt,,VIIRS (AER),6,,-41.097,145.1264,POINT (16155393.943034688 -5026654.073617528),,2016-01-28T04:51:39,,62,8246,TAS
10718429,TERRA,1999-068A,NASA,MODIS,85695,2016-01-28T00:13:23,2016-01-28T00:24:27,Terra20160128T001323Z20160128T002427Zhotspots.txt,,MOD14,5.0.1,,-42.5116,145.9154,POINT (16243230.364606138 -5237925.3987246435),318.8,2016-01-28T00:13:20,19.2,70,8251,TAS
10718428,TERRA,1999-068A,NASA,MODIS,85695,2016-01-28T00:13:23,2016-01-28T00:24:27,Terra20160128T001323Z20160128T002427Zhotspots.txt,,MOD14,5.0.1,,-42.5099,145.9027,POINT (16241818.722143391 -5237668.525216496),319.1,2016-01-28T00:13:20,19.8,71,8251,TAS
10718408,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.78,145.23,POINT (16166929.647907117 -5128081.267000379),338.4,2016-01-27T16:42:06,,,8258,TAS
10718407,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.78,145.22,POINT (16165816.452999191 -5128081.267000379),308.5,2016-01-27T16:42:06,,,8258,TAS
10718406,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.78,145.21,POINT (16164703.258091252 -5128081.267000379),308.5,2016-01-27T16:42:06,,,8258,TAS
10718405,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.77,145.26,POINT (16170269.232630922 -5126588.581922752),338.4,2016-01-27T16:42:06,,,8258,TAS
10718404,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.77,145.25,POINT (16169156.037722982 -5126588.581922752),338.4,2016-01-27T16:42:06,,,8258,TAS
10718403,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.77,145.24,POINT (16168042.842815056 -5126588.581922752),338.4,2016-01-27T16:42:06,,,8258,TAS
10718402,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.77,145.23,POINT (16166929.647907117 -5126588.581922752),338.4,2016-01-27T16:42:06,,,8258,TAS
10718401,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.76,145.28,POINT (16172495.622446787 -5125096.129515818),308.5,2016-01-27T16:42:06,,,8258,TAS
10718400,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.76,145.27,POINT (16171382.427538853 -5125096.129515818),308.5,2016-01-27T16:42:06,,,8258,TAS
10718399,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.76,145.26,POINT (16170269.232630922 -5125096.129515818),310.9,2016-01-27T16:42:06,,,8258,TAS
10718398,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.76,145.25,POINT (16169156.037722982 -5125096.129515818),310.9,2016-01-27T16:42:06,,,8258,TAS
10718397,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.41,144.97,POINT (16137986.580300868 -5073005.965722108),312,2016-01-27T16:42:06,,,8258,TAS
10718396,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.4,144.9,POINT (16130194.215945344 -5071521.811425612),323.1,2016-01-27T16:42:06,,,8258,TAS
10718395,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.4,144.89,POINT (16129081.021037407 -5071521.811425612),323.1,2016-01-27T16:42:06,,,8258,TAS
10718394,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.4,144.88,POINT (16127967.826129474 -5071521.811425612),338.4,2016-01-27T16:42:06,,,8258,TAS
10718393,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.86,POINT (16125741.436313614 -5035970.349061682),312.9,2016-01-27T16:42:06,,,8258,TAS
10718392,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.85,POINT (16124628.241405677 -5035970.349061682),312.9,2016-01-27T16:42:06,,,8258,TAS
10718391,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.78,POINT (16116835.877050148 -5035970.349061682),315.1,2016-01-27T16:42:06,,,8258,TAS
10718390,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.77,POINT (16115722.682142215 -5035970.349061682),315.1,2016-01-27T16:42:06,,,8258,TAS
10718389,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.76,POINT (16114609.487234281 -5035970.349061682),326.3,2016-01-27T16:42:06,,,8258,TAS
10718388,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.15,144.89,POINT (16129081.021037407 -5034491.869071034),308.8,2016-01-27T16:42:06,,,8258,TAS
10718387,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.15,144.88,POINT (16127967.826129474 -5034491.869071034),308.8,2016-01-27T16:42:06,,,8258,TAS
10718386,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.12,144.72,POINT (16110156.707602551 -5030057.781555814),308.4,2016-01-27T16:42:06,,,8258,TAS
10718385,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.11,144.76,POINT (16114609.487234281 -5028580.202823921),311.6,2016-01-27T16:42:06,,,8258,TAS
10718384,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.11,144.75,POINT (16113496.29232635 -5028580.202823921),311.6,2016-01-27T16:42:06,,,8258,TAS
10718383,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.11,144.74,POINT (16112383.097418416 -5028580.202823921),332.2,2016-01-27T16:42:06,,,8258,TAS
10718382,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.11,144.73,POINT (16111269.902510485 -5028580.202823921),334.2,2016-01-27T16:42:06,,,8258,TAS
10718381,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.11,144.72,POINT (16110156.707602551 -5028580.202823921),334.2,2016-01-27T16:42:06,,,8258,TAS
10718380,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,145.14,POINT (16156910.893735724 -5027102.849122585),308.2,2016-01-27T16:42:06,,,8258,TAS
10718379,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.84,POINT (16123515.046497744 -5027102.849122585),318.2,2016-01-27T16:42:06,,,8258,TAS
10718378,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.83,POINT (16122401.85158981 -5027102.849122585),318.2,2016-01-27T16:42:06,,,8258,TAS
10718377,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.82,POINT (16121288.656681878 -5027102.849122585),318.4,2016-01-27T16:42:06,,,8258,TAS
10718376,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.81,POINT (16120175.461773945 -5027102.849122585),309.1,2016-01-27T16:42:06,,,8258,TAS
10718375,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.76,POINT (16114609.487234281 -5027102.849122585),326.4,2016-01-27T16:42:06,,,8258,TAS
10718374,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.75,POINT (16113496.29232635 -5027102.849122585),326.4,2016-01-27T16:42:06,,,8258,TAS
10718373,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.1,144.74,POINT (16112383.097418416 -5027102.849122585),327.4,2016-01-27T16:42:06,,,8258,TAS
10718372,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.84,POINT (16123515.046497744 -5025625.720338284),323.1,2016-01-27T16:42:06,,,8258,TAS
10718371,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.83,POINT (16122401.85158981 -5025625.720338284),319.4,2016-01-27T16:42:06,,,8258,TAS
10718370,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.82,POINT (16121288.656681878 -5025625.720338284),319.4,2016-01-27T16:42:06,,,8258,TAS
10718369,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.8,POINT (16119062.266866019 -5025625.720338284),309.1,2016-01-27T16:42:06,,,8258,TAS
10718368,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.79,POINT (16117949.07195808 -5025625.720338284),317.4,2016-01-27T16:42:06,,,8258,TAS
10718367,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.78,POINT (16116835.877050148 -5025625.720338284),308.8,2016-01-27T16:42:06,,,8258,TAS
10718366,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.09,144.77,POINT (16115722.682142215 -5025625.720338284),308.8,2016-01-27T16:42:06,,,8258,TAS
10718360,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.4,144.87,POINT (16126854.631221542 -5071521.811425612),338.4,2016-01-27T16:42:06,,,8258,TAS
10718359,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.4,144.86,POINT (16125741.436313614 -5071521.811425612),318.1,2016-01-27T16:42:06,,,8258,TAS
10718358,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.39,144.9,POINT (16130194.215945344 -5070037.885480556),323.5,2016-01-27T16:42:06,,,8258,TAS
10718357,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.39,144.89,POINT (16129081.021037407 -5070037.885480556),323.5,2016-01-27T16:42:06,,,8258,TAS
10718356,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.39,144.88,POINT (16127967.826129474 -5070037.885480556),337.1,2016-01-27T16:42:06,,,8258,TAS
10718355,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.39,144.87,POINT (16126854.631221542 -5070037.885480556),314.3,2016-01-27T16:42:06,,,8258,TAS
10718354,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.39,144.86,POINT (16125741.436313614 -5070037.885480556),314.3,2016-01-27T16:42:06,,,8258,TAS
10718353,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.38,145.06,POINT (16148005.334472267 -5068554.187771494),308.2,2016-01-27T16:42:06,,,8258,TAS
10718352,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.38,144.9,POINT (16130194.215945344 -5068554.187771494),308.8,2016-01-27T16:42:06,,,8258,TAS
10718351,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.38,144.89,POINT (16129081.021037407 -5068554.187771494),308.8,2016-01-27T16:42:06,,,8258,TAS
10718350,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.37,145.07,POINT (16149118.529380195 -5067070.718183046),308.8,2016-01-27T16:42:06,,,8258,TAS
10718349,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.37,145.06,POINT (16148005.334472267 -5067070.718183046),308.8,2016-01-27T16:42:06,,,8258,TAS
10718348,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.37,144.9,POINT (16130194.215945344 -5067070.718183046),315,2016-01-27T16:42:06,,,8258,TAS
10718347,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.36,144.94,POINT (16134646.99557707 -5065587.4765999),317.1,2016-01-27T16:42:06,,,8258,TAS
10718346,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.36,144.92,POINT (16132420.605761204 -5065587.4765999),310.7,2016-01-27T16:42:06,,,8258,TAS
10718345,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.36,144.91,POINT (16131307.410853272 -5065587.4765999),320.9,2016-01-27T16:42:06,,,8258,TAS
10718344,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.36,144.9,POINT (16130194.215945344 -5065587.4765999),320.9,2016-01-27T16:42:06,,,8258,TAS
10718343,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.35,144.96,POINT (16136873.385392942 -5064104.462906814),308.5,2016-01-27T16:42:06,,,8258,TAS
10718342,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.35,144.95,POINT (16135760.190485002 -5064104.462906814),308.5,2016-01-27T16:42:06,,,8258,TAS
10718341,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.35,144.94,POINT (16134646.99557707 -5064104.462906814),309.3,2016-01-27T16:42:06,,,8258,TAS
10718340,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.35,144.93,POINT (16133533.800669137 -5064104.462906814),317.1,2016-01-27T16:42:06,,,8258,TAS
10718339,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.35,144.92,POINT (16132420.605761204 -5064104.462906814),329.5,2016-01-27T16:42:06,,,8258,TAS
10718338,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.34,144.96,POINT (16136873.385392942 -5062621.676988606),328.5,2016-01-27T16:42:06,,,8258,TAS
10718337,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.34,144.95,POINT (16135760.190485002 -5062621.676988606),328.5,2016-01-27T16:42:06,,,8258,TAS
10718336,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.34,144.94,POINT (16134646.99557707 -5062621.676988606),314.9,2016-01-27T16:42:06,,,8258,TAS
10718335,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.32,145,POINT (16141326.165024672 -5059656.78801645),308.8,2016-01-27T16:42:06,,,8258,TAS
10718334,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.32,144.99,POINT (16140212.970116733 -5059656.78801645),308.8,2016-01-27T16:42:06,,,8258,TAS
10718316,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.89,POINT (16129081.021037407 -5035970.349061682),338.4,2016-01-27T16:42:06,,,8258,TAS
10717580,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.87,POINT (16126854.631221542 -5035970.349061682),336.1,2016-01-27T16:42:06,,,8258,TAS
10718410,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.78,145.25,POINT (16169156.037722982 -5128081.267000379),326.5,2016-01-27T16:42:06,,,8258,TAS
10718409,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.78,145.24,POINT (16168042.842815056 -5128081.267000379),338.4,2016-01-27T16:42:06,,,8258,TAS
10718318,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.17,144.75,POINT (16113496.29232635 -5037449.05465148),317.4,2016-01-27T16:42:06,,,8258,TAS
10718317,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.9,POINT (16130194.215945344 -5035970.349061682),320.6,2016-01-27T16:42:06,,,8258,TAS
10718315,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.16,144.88,POINT (16127967.826129474 -5035970.349061682),338.4,2016-01-27T16:42:06,,,8258,TAS
10718333,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.22,144.79,POINT (16117949.07195808 -5044845.970577075),310.7,2016-01-27T16:42:06,,,8258,TAS
10718332,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.21,144.81,POINT (16120175.461773945 -5043366.1352814725),312.5,2016-01-27T16:42:06,,,8258,TAS
10718331,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.21,144.8,POINT (16119062.266866019 -5043366.1352814725),314.1,2016-01-27T16:42:06,,,8258,TAS
10718330,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.21,144.79,POINT (16117949.07195808 -5043366.1352814725),314.1,2016-01-27T16:42:06,,,8258,TAS
10718329,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.18,144.87,POINT (16126854.631221542 -5038927.985954342),314.6,2016-01-27T16:42:06,,,8258,TAS
10718328,NOAA 19,2009-005A,NOAA,AVHRR,35917,2016-01-27T16:34:23,2016-01-27T16:49:50,Noaa1920160127T163423Z20160127T164950Zhotspots.txt,,GA AVHRR,1.0.0,,-41.18,144.86,POINT (16125741.436313614 -5038927.985954342),314.6,2016-01-27T16:42:06,,,8258,TAS
