id,satellite,satellite_nssdc_id,satellite_operating_agency,sensor,orbit,start_dt,stop_dt,filename,process_dt,process_algorithm,process_algorithm_version,load_dt,latitude,longitude,location,temp_kelvin,datetime,power,confidence,age_hours,australian_state
10721202,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.8399,146.1765,POINT (16272289.983719248 -5137028.672952751),,2016-01-20T04:01:02,,30,8439,TAS
10721203,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.7234,146.1246,POINT (16266518.179441107 -5119640.359585251),,2016-01-20T04:01:02,,0,8439,TAS
10721204,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.7247,146.1132,POINT (16265249.248565558 -5119828.587027112),,2016-01-20T04:01:02,,100,8439,TAS
10721205,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.726,146.1016,POINT (16263960.05754268 -5120022.038575247),,2016-01-20T04:01:02,,100,8439,TAS
10721206,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6901,146.3532,POINT (16291963.14336867 -5114676.337524366),,2016-01-20T04:01:02,,100,8439,TAS
10721207,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6914,146.3419,POINT (16290711.24437521 -5114867.896234354),,2016-01-20T04:01:02,,100,8439,TAS
10721208,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6927,146.3307,POINT (16289462.796285965 -5115057.371687709),,2016-01-20T04:01:02,,100,8439,TAS
10721209,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6829,146.3512,POINT (16291738.94591421 -5113591.904133894),,2016-01-20T04:01:02,,87,8439,TAS
10721210,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6842,146.3398,POINT (16290475.135735236 -5113783.590241694),,2016-01-20T04:01:02,,100,8439,TAS
10721211,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6854,146.3284,POINT (16289204.646386812 -5113976.919846763),,2016-01-20T04:01:02,,66,8439,TAS
10721212,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6922,146.2685,POINT (16282535.940971352 -5114981.044382865),,2016-01-20T04:01:02,,100,8439,TAS
10721213,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6835,146.2785,POINT (16283646.798169976 -5113691.473111418),,2016-01-20T04:01:02,,57,8439,TAS
10721214,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6848,146.2669,POINT (16282354.156242885 -5113885.844273588),,2016-01-20T04:01:02,,100,8439,TAS
10721215,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6861,146.256,POINT (16281137.99080597 -5114070.083152795),,2016-01-20T04:01:02,,100,8439,TAS
10721216,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6873,146.2448,POINT (16279898.002998024 -5114254.921830939),,2016-01-20T04:01:02,,77,8439,TAS
10721217,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6753,146.2177,POINT (16276883.025909377 -5112457.665832466),,2016-01-20T04:01:02,,87,8439,TAS
10721218,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6594,146.4083,POINT (16298093.396407166 -5110092.889840167),,2016-01-20T04:01:02,,46,8439,TAS
10721219,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6634,146.3742,POINT (16294303.858301582 -5110688.46222765),,2016-01-20T04:01:02,,99,8439,TAS
10721220,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6647,146.3627,POINT (16293016.337071063 -5110890.372190829),,2016-01-20T04:01:02,,95,8439,TAS
10721221,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6737,146.2212,POINT (16277270.306417847 -5112229.045864663),,2016-01-20T04:01:02,,45,8439,TAS
10721222,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6461,146.394,POINT (16296510.3219286 -5108110.49760285),,2016-01-20T04:01:02,,48,8439,TAS
10721223,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6527,146.3373,POINT (16290194.944576915 -5109095.981111794),,2016-01-20T04:01:02,,100,8439,TAS
10721224,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.654,146.3261,POINT (16288941.37579109 -5109291.451091819),,2016-01-20T04:01:02,,22,8439,TAS
10721225,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6427,146.3586,POINT (16292562.821465574 -5107610.42018466),,2016-01-20T04:01:02,,93,8439,TAS
10721226,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6441,146.3472,POINT (16291300.681078961 -5107808.243346744),,2016-01-20T04:01:02,,100,8439,TAS
10721227,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6454,146.336,POINT (16290043.772708414 -5108002.495358808),,2016-01-20T04:01:02,,98,8439,TAS
10721228,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6576,146.2299,POINT (16278238.452029282 -5109830.802021424),,2016-01-20T04:01:02,,86,8439,TAS
10721229,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6589,146.2189,POINT (16277012.045199204 -5110020.029006143),,2016-01-20T04:01:02,,33,8439,TAS
10721230,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6341,146.3683,POINT (16293643.065804232 -5106326.903120942),,2016-01-20T04:01:02,,95,8439,TAS
10721231,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6489,146.2401,POINT (16279369.792014215 -5108534.474023566),,2016-01-20T04:01:02,,55,8439,TAS
10721232,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6503,146.2283,POINT (16278063.569109242 -5108734.997856683),,2016-01-20T04:01:02,,86,8439,TAS
10721233,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6515,146.2178,POINT (16276886.365494102 -5108915.264314058),,2016-01-20T04:01:02,,100,8439,TAS
10721234,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6416,146.2384,POINT (16279186.337493382 -5107439.413688496),,2016-01-20T04:01:02,,100,8439,TAS
10721235,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6521,146.1466,POINT (16268967.542197037 -5109002.121179573),,2016-01-20T04:01:02,,24,8439,TAS
10721237,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6185,146.1764,POINT (16272279.742326094 -5103999.374285186),,2016-01-20T04:01:02,,100,8439,TAS
10721238,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6199,146.164,POINT (16270897.154250447 -5104206.65321943),,2016-01-20T04:01:02,,100,8439,TAS
10721239,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6111,146.1747,POINT (16272094.618012907 -5102902.597726032),,2016-01-20T04:01:02,,100,8439,TAS
10721240,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.6139,146.15,POINT (16269339.460615773 -5103317.7083060155),,2016-01-20T04:01:02,,51,8439,TAS
10721241,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.3762,145.0538,POINT (16147318.827172542 -5067986.140321324),,2016-01-20T04:01:02,,82,8439,TAS
10721242,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.3685,145.0523,POINT (16147150.623421954 -5066843.619117911),,2016-01-20T04:01:02,,94,8439,TAS
10721243,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.3553,145.1018,POINT (16152654.147727286 -5064893.397828976),,2016-01-20T04:01:02,,100,8439,TAS
10721244,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.304,145.0662,POINT (16148692.954966895 -5057287.902846045),,2016-01-20T04:01:02,,83,8439,TAS
10721245,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.2683,144.988,POINT (16139994.449956305 -5052002.242919095),,2016-01-20T04:01:02,,28,8439,TAS
10721246,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.041,145.3172,POINT (16176634.926392438 -5018390.593926217),,2016-01-20T04:01:02,,64,8439,TAS
10721247,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.0321,145.3278,POINT (16177815.469592305 -5017079.9212424075),,2016-01-20T04:01:02,,93,8439,TAS
10721248,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.0334,145.3155,POINT (16176443.011590311 -5017270.733325374),,2016-01-20T04:01:02,,21,8439,TAS
10721249,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.0372,145.2791,POINT (16172398.663170304 -5017835.960482451),,2016-01-20T04:01:02,,100,8439,TAS
10721250,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.0284,145.2897,POINT (16173577.536577804 -5016524.3296743985),,2016-01-20T04:01:02,,70,8439,TAS
10721251,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.0296,145.2776,POINT (16172230.459419716 -5016711.736825098),,2016-01-20T04:01:02,,96,8439,TAS
10721252,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.0345,145.3205,POINT (16177008.625923034 -5017434.54251146),,2016-01-20T04:01:02,,100,8439,TAS
10721253,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.0359,145.3083,POINT (16175646.409314195 -5017632.740561647),,2016-01-20T04:01:02,,84,8439,TAS
10721254,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.0385,145.2842,POINT (16172962.607710667 -5018025.163968685),,2016-01-20T04:01:02,,96,8439,TAS
10721255,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21916,2016-01-20T03:53:57,2016-01-20T04:08:08,Npp20160120T035357Z20160120T040808Zhotspots.txt,,VIIRS (AER),6,,-41.0309,145.2827,POINT (16172792.734167708 -5016903.131953232),,2016-01-20T04:01:02,,85,8439,TAS
10716761,AQUA,2002-022A,NASA,MODIS,72936,2016-01-20T03:44:56,2016-01-20T03:54:54,Aqua20160120T034456Z20160120T035454Zhotspots.txt,,MOD14,5.0.1,,-41.3745,145.024,POINT (16143992.934746113 -5067740.031425277),311.3,2016-01-20T03:47:30,10.8,36,8439,TAS
10716762,AQUA,2002-022A,NASA,MODIS,72936,2016-01-20T03:44:56,2016-01-20T03:54:54,Aqua20160120T034456Z20160120T035454Zhotspots.txt,,MOD14,5.0.1,,-41.3699,145.0503,POINT (16146926.425967494 -5067055.884638781),336.9,2016-01-20T03:47:30,44.2,88,8439,TAS
10716760,AQUA,2002-022A,NASA,MODIS,72936,2016-01-20T03:44:56,2016-01-20T03:54:54,Aqua20160120T034456Z20160120T035454Zhotspots.txt,,MOD14,5.0.1,,-41.3727,145.0552,POINT (16147473.449945256 -5067477.462851162),339.4,2016-01-20T03:45:20,49,89,8439,TAS
10716756,TERRA,1999-068A,NASA,MODIS,85579,2016-01-20T01:01:11,2016-01-20T01:14:01,Terra20160120T010111Z20160120T011401Zhotspots.txt,,MOD14,5.0.1,,-41.656,146.3793,POINT (16294864.351937724 -5109584.216550408),327.8,2016-01-20T01:01:10,29.5,37,8442,TAS
10716664,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.67,146.37,POINT (16293833.867411453 -5111674.50859224),288.7,2016-01-19T16:32:05,,,8451,TAS
10716663,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.67,146.36,POINT (16292720.67250352 -5111674.50859224),293.4,2016-01-19T16:32:05,,,8451,TAS
10716662,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.67,146.35,POINT (16291607.477595588 -5111674.50859224),294.8,2016-01-19T16:32:05,,,8451,TAS
10716661,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.67,146.34,POINT (16290494.282687655 -5111674.50859224),294.8,2016-01-19T16:32:05,,,8451,TAS
10716660,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.67,146.33,POINT (16289381.087779721 -5111674.50859224),290.5,2016-01-19T16:32:05,,,8451,TAS
10716668,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.67,146.42,POINT (16299399.841951117 -5111674.50859224),326.9,2016-01-19T16:32:05,,,8451,TAS
10716667,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.67,146.41,POINT (16298286.647043183 -5111674.50859224),321.2,2016-01-19T16:32:05,,,8451,TAS
10716666,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.67,146.4,POINT (16297173.45213525 -5111674.50859224),321.2,2016-01-19T16:32:05,,,8451,TAS
10716665,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.67,146.38,POINT (16294947.062319385 -5111674.50859224),288.7,2016-01-19T16:32:05,,,8451,TAS
10716642,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.69,146.36,POINT (16292720.67250352 -5114655.467545873),319.6,2016-01-19T16:32:05,,,8451,TAS
10716643,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.69,146.37,POINT (16293833.867411453 -5114655.467545873),307.1,2016-01-19T16:32:05,,,8451,TAS
10716644,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.7,146.34,POINT (16290494.282687655 -5116146.294557268),288.5,2016-01-19T16:32:05,,,8451,TAS
10716645,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.7,146.35,POINT (16291607.477595588 -5116146.294557268),288.8,2016-01-19T16:32:05,,,8451,TAS
10716646,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.7,146.36,POINT (16292720.67250352 -5116146.294557268),288.8,2016-01-19T16:32:05,,,8451,TAS
10716647,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.72,146.11,POINT (16264890.799805203 -5119128.644236654),298,2016-01-19T16:32:05,,,8451,TAS
10716648,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.73,146.12,POINT (16266003.994713131 -5120620.167139826),315.4,2016-01-19T16:32:05,,,8451,TAS
10716649,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.73,146.13,POINT (16267117.189621069 -5120620.167139826),315.4,2016-01-19T16:32:05,,,8451,TAS
10716650,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.73,146.14,POINT (16268230.384528996 -5120620.167139826),295.4,2016-01-19T16:32:05,,,8451,TAS
10716651,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.74,146.12,POINT (16266003.994713131 -5122111.922242226),297.2,2016-01-19T16:32:05,,,8451,TAS
10716652,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.74,146.13,POINT (16267117.189621069 -5122111.922242226),297.2,2016-01-19T16:32:05,,,8451,TAS
10716653,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.84,146.2,POINT (16274909.553976592 -5137042.270165928),301,2016-01-19T16:32:05,,,8451,TAS
10716654,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.84,146.21,POINT (16276022.74888453 -5137042.270165928),296.9,2016-01-19T16:32:05,,,8451,TAS
10716656,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.66,146.4,POINT (16297173.45213525 -5110184.376415231),304.2,2016-01-19T16:32:05,,,8451,TAS
10716657,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.66,146.41,POINT (16298286.647043183 -5110184.376415231),296.5,2016-01-19T16:32:05,,,8451,TAS
10716658,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.66,146.42,POINT (16299399.841951117 -5110184.376415231),297.9,2016-01-19T16:32:05,,,8451,TAS
10716659,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.66,146.43,POINT (16300513.036859049 -5110184.376415231),297.9,2016-01-19T16:32:05,,,8451,TAS
10716640,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.69,146.34,POINT (16290494.282687655 -5114655.467545873),306.1,2016-01-19T16:32:05,,,8451,TAS
10716639,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.69,146.33,POINT (16289381.087779721 -5114655.467545873),291.7,2016-01-19T16:32:05,,,8451,TAS
10716638,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.69,146.32,POINT (16288267.89287179 -5114655.467545873),291.7,2016-01-19T16:32:05,,,8451,TAS
10716637,NOAA 19,2009-005A,NOAA,AVHRR,35804,2016-01-19T16:24:31,2016-01-19T16:39:39,Noaa1920160119T162431Z20160119T163939Zhotspots.txt,,GA AVHRR,1.0.0,,-41.68,146.39,POINT (16296060.257227318 -5113164.872263337),294.4,2016-01-19T16:32:05,,,8451,TAS
