X,Y,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,id,satellite,satellite_,satellit_1,sensor,orbit,start_dt,stop_dt,filename,process_dt,process_al,process__1,load_dt,latitude,longitude,temp_kelvi,datetime,power,confidence,age_hours,australian,hold_dt,hold_dt_2
-1499510.73268414,-3685174.78471333,,,,,,,-1,0,-1,,,10723195,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9184,115.8069,,2016-01-09T05:46:46Z,,100,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1503655.14989214,-3692105.42224437,,,,,,,-1,0,-1,,,10723167,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9752,115.7531,,2016-01-09T05:46:46Z,,47,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1501345.07667334,-3692404.02451682,,,,,,,-1,0,-1,,,10723164,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9805,115.7774,,2016-01-09T05:46:46Z,,100,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1500580.52418458,-3686737.16611843,,,,,,,-1,0,-1,,,10723188,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9311,115.7933,,2016-01-09T05:46:46Z,,100,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1498311.06757614,-3681213.5813056,,,,,,,-1,0,-1,,,10723202,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.8846,115.8251,,2016-01-09T05:46:46Z,,100,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1498088.55382773,-3682064.35899402,,,,,,,-1,0,-1,,,10723200,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.8924,115.8263,,2016-01-09T05:46:46Z,,100,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1505376.42618245,-3689821.67132545,,,,,,,-1,0,-1,,,10723179,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9530,115.7379,,2016-01-09T05:46:46Z,,100,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1501848.22383895,-3686158.71087477,,,,,,,-1,0,-1,,,10723193,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9245,115.7806,,2016-01-09T05:46:46Z,,62,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1502837.16993038,-3690976.65548717,,,,,,,-1,0,-1,,,10723172,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9662,115.7634,,2016-01-09T05:46:46Z,,42,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1503280.36201018,-3689268.76394427,,,,,,,-1,0,-1,,,10723177,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9505,115.7610,,2016-01-09T05:46:46Z,,58,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1501789.10175641,-3690698.84771103,,,,,,,-1,0,-1,,,10723171,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9649,115.7750,,2016-01-09T05:46:46Z,,95,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1467744.94266367,-3681675.05445838,,,,,,,-1,0,-1,,,10723170,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9229,116.1510,,2016-01-09T05:46:46Z,,73,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1466761.02811908,-3681413.6949299,,,,,,,-1,0,-1,,,10723169,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9217,116.1619,,2016-01-09T05:46:46Z,,100,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1500550.45949778,-3685455.21165957,,,,,,,-1,0,-1,,,10723196,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9197,115.7954,,2016-01-09T05:46:46Z,,100,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1498468.83502064,-3684894.29035283,,,,,,,-1,0,-1,,,10723194,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9171,115.8184,,2016-01-09T05:46:46Z,,74,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1504316.312787,-3689542.10311634,,,,,,,-1,0,-1,,,10723178,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9517,115.7496,,2016-01-09T05:46:46Z,,100,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1465777.68331225,-3681152.83026502,,,,,,,-1,0,-1,,,10723168,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9204,116.1728,,2016-01-09T05:46:46Z,,97,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1500136.97101876,-3688440.05787814,,,,,,,-1,0,-1,,,10723175,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9467,115.7957,,2016-01-09T05:46:46Z,,100,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1501183.99836946,-3688716.66033162,,,,,,,-1,0,-1,,,10723176,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21761,2016-01-09T05:39:41Z,2016-01-09T05:53:52Z,Npp20160109T053941Z20160109T055352Zhotspots.txt,,VIIRS (AER),6,,-32.9480,115.7842,,2016-01-09T05:46:46Z,,87,7093,WA,2016-01-09,2016-01-09T17:39:41Z
-1506856.08296705,-3690230.76957105,,,,,,,-1,0,-1,,,10712061,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9550,115.7215,330.00,2016-01-09T05:46:40Z,14.7,59,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1501423.98662891,-3687563.57222697,,,,,,,-1,0,-1,,,10712073,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9375,115.7832,391.20,2016-01-09T05:46:40Z,182.9,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1484739.96269243,-3692379.64345863,,,,,,,-1,0,-1,,,10712046,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9990,115.9550,342.00,2016-01-09T05:46:20Z,31.4,78,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1494366.24712188,-3697600.82033968,,,,,,,-1,0,-1,,,10712034,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0346,115.8450,348.50,2016-01-09T05:46:00Z,43.5,94,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1499395.0609785,-3687079.78678754,,,,,,,-1,0,-1,,,10712072,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9355,115.8055,372.70,2016-01-09T05:46:00Z,107.4,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1501005.75923553,-3687405.79840899,,,,,,,-1,0,-1,,,10712063,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9365,115.7879,398.10,2016-01-09T05:46:00Z,221.0,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1496309.42970446,-3681945.49902848,,,,,,,-1,0,-1,,,10712078,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.8934,115.8455,341.70,2016-01-09T05:45:20Z,26.7,91,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1498010.98878281,-3683812.99042762,,,,,,,-1,0,-1,,,10712077,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9080,115.8248,365.90,2016-01-09T05:43:10Z,84.0,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1501106.45185802,-3688960.62391194,,,,,,,-1,0,-1,,,10712068,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9502,115.7847,389.80,2016-01-09T05:43:00Z,178.0,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1494043.9350672,-3698991.91630796,,,,,,,-1,0,-1,,,10712029,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0473,115.8465,340.00,2016-01-09T05:43:00Z,29.2,90,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1495988.53937556,-3683334.97718782,,,,,,,-1,0,-1,,,10712076,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9061,115.8470,333.40,2016-01-09T05:43:00Z,12.0,53,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1503147.91042384,-3689449.95070215,,,,,,,-1,0,-1,,,10712069,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9522,115.7622,349.60,2016-01-09T05:42:10Z,44.4,95,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1483699.38550562,-3693773.18820857,,,,,,,-1,0,-1,,,10712025,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0126,115.9642,368.90,2016-01-09T05:41:30Z,105.4,94,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1484402.90369488,-3693755.46625356,,,,,,,-1,0,-1,,,10712039,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0116,115.9567,390.00,2016-01-09T05:41:30Z,185.8,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1498648.09186946,-3688330.58884879,,,,,,,-1,0,-1,,,10712057,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9474,115.8118,345.10,2016-01-09T05:40:50Z,34.8,93,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1504439.47647972,-3691146.25586866,,,,,,,-1,0,-1,,,10712056,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9658,115.7461,340.20,2016-01-09T05:40:40Z,32.6,90,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1497368.20083154,-3686596.06588287,,,,,,,-1,0,-1,,,10712071,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9334,115.8278,335.30,2016-01-09T05:40:40Z,16.2,78,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1476411.25694062,-3691848.20549375,,,,,,,-1,0,-1,,,10712036,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0036,116.0448,372.60,2016-01-09T05:40:40Z,124.9,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1478384.51211877,-3692319.02598214,,,,,,,-1,0,-1,,,10712037,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0056,116.0230,380.00,2016-01-09T05:40:30Z,149.3,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1495401.50093906,-3699404.29716048,,,,,,,-1,0,-1,,,10712017,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0494,115.8314,356.80,2016-01-09T05:40:20Z,70.2,98,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1498108.18935015,-3699969.82674644,,,,,,,-1,0,-1,,,10712031,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0514,115.8017,336.50,2016-01-09T05:40:20Z,29.3,57,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1494690.06947931,-3696209.88705752,,,,,,,-1,0,-1,,,10712041,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0218,115.8434,337.00,2016-01-09T05:40:20Z,20.9,88,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1502084.17640268,-3692071.79438792,,,,,,,-1,0,-1,,,10712053,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9767,115.7700,350.70,2016-01-09T05:40:20Z,51.2,95,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1493689.88918831,-3697540.64012081,,,,,,,-1,0,-1,,,10712021,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0348,115.8523,331.50,2016-01-09T05:40:10Z,14.2,64,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1498331.70546061,-3682420.92938879,,,,,,,-1,0,-1,,,10712079,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.8953,115.8232,387.50,2016-01-09T05:40:10Z,165.8,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1497356.40302483,-3693904.7558596,,,,,,,-1,0,-1,,,10712049,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9984,115.8180,361.00,2016-01-09T05:40:10Z,73.4,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1502827.13877868,-3690848.67011123,,,,,,,-1,0,-1,,,10712066,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9650,115.7637,353.70,2016-01-09T05:40:00Z,56.4,97,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1499716.31713319,-3685685.62900542,,,,,,,-1,0,-1,,,10712074,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9227,115.8040,355.30,2016-01-09T05:40:00Z,53.6,98,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1505173.47178061,-3689934.90956274,,,,,,,-1,0,-1,,,10712070,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9543,115.7399,359.30,2016-01-09T05:40:00Z,72.9,99,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1496715.33803496,-3696692.66708143,,,,,,,-1,0,-1,,,10712042,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0238,115.8211,367.00,2016-01-09T05:40:00Z,92.1,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1500152.40142352,-3700461.66264268,,,,,,,-1,0,-1,,,10712032,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0534,115.7792,327.70,2016-01-09T05:40:00Z,17.3,24,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1504751.04914599,-3689743.45282528,,,,,,,-1,0,-1,,,10712060,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9530,115.7447,358.30,2016-01-09T05:40:00Z,71.6,99,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1502733.20266542,-3689276.22604217,,,,,,,-1,0,-1,,,10712059,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9512,115.7669,350.10,2016-01-09T05:40:00Z,48.2,95,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1500684.81769998,-3688802.08494549,,,,,,,-1,0,-1,,,10712058,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9493,115.7894,396.40,2016-01-09T05:40:00Z,212.9,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1496075.74650066,-3699481.09851615,,,,,,,-1,0,-1,,,10712030,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0493,115.8241,347.60,2016-01-09T05:40:00Z,46.0,94,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1485358.23959838,-3695611.75863994,,,,,,,-1,0,-1,,,10712020,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0270,115.9440,351.90,2016-01-09T05:40:00Z,58.1,92,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1477662.61513462,-3692381.18973657,,,,,,,-1,0,-1,,,10712023,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0070,116.0307,387.10,2016-01-09T05:40:00Z,183.0,87,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1498651.7581397,-3681029.20583952,,,,,,,-1,0,-1,,,10712081,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.8826,115.8217,349.20,2016-01-09T05:40:00Z,40.3,95,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1501745.00112947,-3686167.38611367,,,,,,,-1,0,-1,,,10712075,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9247,115.7817,340.50,2016-01-09T05:40:00Z,21.8,90,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1500786.19175784,-3690357.29868172,,,,,,,-1,0,-1,,,10712065,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9630,115.7862,336.30,2016-01-09T05:40:00Z,19.7,87,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1479689.04416221,-3692848.56582261,,,,,,,-1,0,-1,,,10712024,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0088,116.0084,350.70,2016-01-09T05:40:00Z,62.8,72,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1496630.37163047,-3680555.88642623,,,,,,,-1,0,-1,,,10712080,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.8807,115.8439,335.10,2016-01-09T05:40:00Z,14.5,87,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1499714.58494961,-3692989.03671949,,,,,,,-1,0,-1,,,10712051,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9876,115.7941,347.60,2016-01-09T05:40:00Z,41.6,94,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1455171.00495301,-3666113.19436505,,,,,,,-1,0,-1,,,10712082,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.7985,116.3060,327.00,2016-01-09T05:40:00Z,20.9,67,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1485066.67242231,-3691000.90940761,,,,,,,-1,0,-1,,,10712048,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9864,115.9534,348.10,2016-01-09T05:40:00Z,41.0,94,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1504116.88620258,-3692546.94429745,,,,,,,-1,0,-1,,,10712054,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9786,115.7476,334.90,2016-01-09T05:40:00Z,23.4,76,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1499072.53177624,-3688473.19035985,,,,,,,-1,0,-1,,,10712067,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9482,115.8071,358.00,2016-01-09T05:40:00Z,64.4,99,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1498082.69749194,-3697086.76724634,,,,,,,-1,0,-1,,,10712028,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0258,115.8059,359.80,2016-01-09T05:40:00Z,73.6,99,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1495724.97765087,-3698011.23229165,,,,,,,-1,0,-1,,,10712022,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0367,115.8299,366.00,2016-01-09T05:40:00Z,92.3,100,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1486081.87853221,-3695614.70879086,,,,,,,-1,0,-1,,,10712033,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-33.0262,115.9363,354.70,2016-01-09T05:40:00Z,62.0,97,7093,WA,2016-01-09,2016-01-09T09:39:56Z
-1478712.42423061,-3690947.69587311,,,,,,,-1,0,-1,,,10712045,AQUA,2002-022A,NASA,MODIS,72782,2016-01-09T05:39:56Z,2016-01-09T05:51:59Z,Aqua20160109T053956Z20160109T055159Zhotspots.txt,,MOD14,5.0.1,,-32.9931,116.0214,337.90,2016-01-09T05:40:00Z,31.4,71,7093,WA,2016-01-09,2016-01-09T09:39:56Z
