X,Y,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,id,satellite,satellite_,satellit_1,sensor,orbit,start_dt,stop_dt,filename,process_dt,process_al,process__1,load_dt,latitude,longitude,temp_kelvi,datetime,power,confidence,age_hours,australian,hold_dt,hold_dt_2
-1500146.67618369,-3678160.36438724,,,,,,,-1,0,-1,,,10710347,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8554,115.8096,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1502667.54074742,-3679980.53977861,,,,,,,-1,0,-1,,,10710346,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8687,115.7802,,2016-01-07T06:24:37Z,,87,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1501448.99694011,-3680437.37194692,,,,,,,-1,0,-1,,,10710341,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8742,115.7926,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1501734.91644839,-3679640.64334518,,,,,,,-1,0,-1,,,10710345,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8668,115.7907,,2016-01-07T06:24:37Z,,96,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1500796.92965057,-3679298.45260268,,,,,,,-1,0,-1,,,10710344,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8648,115.8011,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1499862.13715066,-3678958.10028436,,,,,,,-1,0,-1,,,10710343,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8628,115.8116,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1500512.09340091,-3680097.47725169,,,,,,,-1,0,-1,,,10710340,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8722,115.8031,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1498643.26033527,-3679418.22193331,,,,,,,-1,0,-1,,,10710339,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8683,115.8240,,2016-01-07T06:24:37Z,,54,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1499292.91126128,-3680555.33329449,,,,,,,-1,0,-1,,,10710338,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8776,115.8155,,2016-01-07T06:24:37Z,,93,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1498358.83488215,-3680215.97514462,,,,,,,-1,0,-1,,,10710337,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8757,115.8259,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1495535.23988122,-3679189.69171322,,,,,,,-1,0,-1,,,10710336,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8698,115.8575,,2016-01-07T06:24:37Z,,19,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1497988.87120082,-3678277.50298741,,,,,,,-1,0,-1,,,10710342,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8589,115.8325,,2016-01-07T06:24:37Z,,48,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1501081.31826452,-3678502.40480021,,,,,,,-1,0,-1,,,10710348,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8574,115.7992,,2016-01-07T06:24:37Z,,96,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1482378.02522996,-3674408.93241511,,,,,,,-1,0,-1,,,10710335,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8421,116.0044,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1483317.04747093,-3681965.29734083,,,,,,,-1,0,-1,,,10710285,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9081,115.9842,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1482372.36790022,-3681619.3739762,,,,,,,-1,0,-1,,,10710284,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9061,115.9948,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1481427.66927812,-3681273.30390979,,,,,,,-1,0,-1,,,10710283,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9041,116.0054,,2016-01-07T06:24:37Z,,92,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1480482.20050484,-3680927.10528672,,,,,,,-1,0,-1,,,10710282,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9021,116.0159,,2016-01-07T06:24:37Z,,92,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1476653.33995517,-3679522.138386,,,,,,,-1,0,-1,,,10710278,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8939,116.0587,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1477323.56691945,-3680679.24737096,,,,,,,-1,0,-1,,,10710266,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9034,116.0500,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1476364.28488839,-3680329.0717961,,,,,,,-1,0,-1,,,10710265,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9014,116.0607,,2016-01-07T06:24:37Z,,91,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1479513.62821899,-3680571.55262472,,,,,,,-1,0,-1,,,10710281,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9000,116.0268,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1478550.50188187,-3680217.78249341,,,,,,,-1,0,-1,,,10710280,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8979,116.0375,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1477607.65419431,-3679872.15946442,,,,,,,-1,0,-1,,,10710279,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8959,116.0481,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1481427.48738647,-3674064.20558153,,,,,,,-1,0,-1,,,10710334,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8401,116.0151,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1471998.77612759,-3674153.68848782,,,,,,,-1,0,-1,,,10710312,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8514,116.1156,,2016-01-07T06:24:37Z,,50,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1483599.79603463,-3681161.06925293,,,,,,,-1,0,-1,,,10710295,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9007,115.9823,,2016-01-07T06:24:37Z,,92,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1482662.74319125,-3680815.75086943,,,,,,,-1,0,-1,,,10710294,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8987,115.9928,,2016-01-07T06:24:37Z,,96,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1476938.82795332,-3678714.74998135,,,,,,,-1,0,-1,,,10710289,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8864,116.0568,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1490763.20781299,-3684693.23335969,,,,,,,-1,0,-1,,,10710288,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9240,115.9010,,2016-01-07T06:24:37Z,,97,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1490196.81488225,-3686295.9796155,,,,,,,-1,0,-1,,,10710264,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9389,115.9049,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1487998.25187751,-3683679.98206107,,,,,,,-1,0,-1,,,10710287,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9181,115.9319,,2016-01-07T06:24:37Z,,94,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1487087.76813792,-3683347.10030551,,,,,,,-1,0,-1,,,10710286,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9162,115.9421,,2016-01-07T06:24:37Z,,99,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1480769.07467049,-3680121.99136767,,,,,,,-1,0,-1,,,10710293,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8946,116.0139,,2016-01-07T06:24:37Z,,96,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1479802.5435499,-3679766.78926405,,,,,,,-1,0,-1,,,10710292,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8925,116.0248,,2016-01-07T06:24:37Z,,96,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1478836.07445039,-3679410.77877671,,,,,,,-1,0,-1,,,10710291,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8905,116.0356,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1477893.25614985,-3679065.14142195,,,,,,,-1,0,-1,,,10710290,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8884,116.0461,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1471012.63289449,-3673790.29371501,,,,,,,-1,0,-1,,,10710311,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8492,116.1266,,2016-01-07T06:24:37Z,,93,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1469490.20824312,-3675062.07997906,,,,,,,-1,0,-1,,,10710301,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8622,116.1412,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1491987.02271222,-3684237.37468211,,,,,,,-1,0,-1,,,10710300,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9186,115.8885,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1491047.56579615,-3683891.48916187,,,,,,,-1,0,-1,,,10710299,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9166,115.8990,,2016-01-07T06:24:37Z,,92,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1486436.32301705,-3682201.15655465,,,,,,,-1,0,-1,,,10710296,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9067,115.9506,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1490112.61551681,-3683549.6329174,,,,,,,-1,0,-1,,,10710298,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9146,115.9095,,2016-01-07T06:24:37Z,,92,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1487352.20940588,-3682537.25122108,,,,,,,-1,0,-1,,,10710297,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9087,115.9404,,2016-01-07T06:24:37Z,,99,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1470049.88813802,-3673433.39807192,,,,,,,-1,0,-1,,,10710310,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8471,116.1374,,2016-01-07T06:24:37Z,,92,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1479122.18793801,-3678605.63717401,,,,,,,-1,0,-1,,,10710302,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8830,116.0336,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1481047.25147774,-3679313.29828809,,,,,,,-1,0,-1,,,10710304,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8871,116.0121,,2016-01-07T06:24:37Z,,80,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1480088.83268368,-3678960.78738866,,,,,,,-1,0,-1,,,10710303,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8851,116.0228,,2016-01-07T06:24:37Z,,92,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1482272.87400857,-3678853.23753551,,,,,,,-1,0,-1,,,10710309,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8817,115.9996,,2016-01-07T06:24:37Z,,96,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1470724.43744084,-3674599.29827345,,,,,,,-1,0,-1,,,10710308,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8567,116.1286,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1469771.68076719,-3674249.18534112,,,,,,,-1,0,-1,,,10710307,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8547,116.1393,,2016-01-07T06:24:37Z,,45,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1490393.535299,-3682746.63967757,,,,,,,-1,0,-1,,,10710305,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9071,115.9076,,2016-01-07T06:24:37Z,,78,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1491330.45574757,-3683090.45232041,,,,,,,-1,0,-1,,,10710306,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9091,115.8971,,2016-01-07T06:24:37Z,,96,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1489970.16239346,-3679885.48308558,,,,,,,-1,0,-1,,,10710326,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8822,115.9160,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1474833.87755119,-3674406.11122062,,,,,,,-1,0,-1,,,10710325,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8505,116.0850,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1480480.55393531,-3673719.5631439,,,,,,,-1,0,-1,,,10710333,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8381,116.0256,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1472972.53394491,-3674512.46935233,,,,,,,-1,0,-1,,,10710313,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8535,116.1047,,2016-01-07T06:24:37Z,,82,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1489263.36158385,-3685954.9289314,,,,,,,-1,0,-1,,,10710263,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9369,115.9153,,2016-01-07T06:24:37Z,,96,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1473593.6636759,-3682052.74243629,,,,,,,-1,0,-1,,,10710223,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.9198,116.0880,,2016-01-07T06:24:37Z,,0,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1472299.43202753,-3673348.39260788,,,,,,,-1,0,-1,,,10710314,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8439,116.1135,,2016-01-07T06:24:37Z,,92,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1473849.18401435,-3674048.73123924,,,,,,,-1,0,-1,,,10710324,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8484,116.0960,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1490305.0287806,-3679993.64327257,,,,,,,-1,0,-1,,,10710318,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8828,115.9123,,2016-01-07T06:24:37Z,,93,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1476175.15289436,-3674779.43875165,,,,,,,-1,0,-1,,,10710317,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8523,116.0702,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1474243.4899416,-3674066.66083916,,,,,,,-1,0,-1,,,10710316,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8481,116.0918,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1473271.11980237,-3673707.04709845,,,,,,,-1,0,-1,,,10710315,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8460,116.1026,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1472875.95395994,-3673696.70124733,,,,,,,-1,0,-1,,,10710323,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8463,116.1069,,2016-01-07T06:24:37Z,,69,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1490587.9547008,-3679192.09484244,,,,,,,-1,0,-1,,,10710321,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8754,115.9103,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1492467.95205761,-3679886.53128908,,,,,,,-1,0,-1,,,10710322,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8794,115.8893,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
-1478377.10889218,-3674681.08196343,,,,,,,-1,0,-1,,,10710320,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21733,2016-01-07T06:20:21Z,2016-01-07T06:28:53Z,Npp20160107T062021Z20160107T062853Zhotspots.txt,,VIIRS (AER),6,,-32.8490,116.0468,,2016-01-07T06:24:37Z,,100,7141,WA,2016-01-07,2016-01-07T18:20:21Z
